n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
100,0.4244262963854293,0.4634366180959471,0.8051733690847775,1.0,0.0,0.0,0.762388534345648,0.8857480642413922,100,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
110,0.40895370530833147,0.475894736381965,0.8051733690847775,0.9635446926619107,9.817723463309553,4.1669000084688035,0.7380811923549391,0.7442793022344703,110,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
120,0.40895370530833147,0.475894736381965,0.8051733690847775,0.9635446926619107,19.45317038992866,8.256437061552118,0.7380811923549391,0.7442793022344703,120,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
130,0.40554148200299767,0.47864216771679025,0.8051733690847775,0.9555050793429586,29.048419249953003,12.328912998108763,0.7359066740007437,0.8751149691329622,130,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
140,0.40554148200299767,0.47864216771679025,0.8051733690847775,0.9555050793429586,38.603470043382586,16.38432781813874,0.7359066740007437,0.8751149691329622,140,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
150,0.40554148200299767,0.47864216771679025,0.8051733690847775,0.9555050793429586,48.15852083681217,20.439742638168717,0.7359066740007437,0.8751149691329622,150,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
160,0.40259910205136135,0.48101129369557677,0.8051733690847775,0.9485724741375443,57.67890860421468,24.48044555844051,0.7207852589693784,0.6870514131108455,160,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
170,0.40259910205136135,0.48101129369557677,0.8051733690847775,0.9485724741375443,67.16463334559012,28.506436578954123,0.7207852589693784,0.6870514131108455,170,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
180,0.40259910205136135,0.48101129369557677,0.8051733690847775,0.9485724741375443,76.65035808696555,32.53242759946774,0.7207852589693784,0.6870514131108455,180,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
190,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,85.84404283101668,36.43446916552058,0.4804089759233294,0.8910494293137402,190,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
200,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,94.7456875777435,40.212561277112655,0.4804089759233294,0.8910494293137402,200,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
210,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,103.64733232447031,43.99065338870473,0.4804089759233294,0.8910494293137402,210,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
220,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,112.54897707119713,47.7687455002968,0.4804089759233294,0.8910494293137402,220,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
230,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,121.45062181792395,51.546837611888876,0.4804089759233294,0.8910494293137402,230,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
240,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,130.35226656465076,55.32492972348095,0.4804089759233294,0.8910494293137402,240,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
250,0.3778092111592074,0.5009714536644564,0.8051733690847775,0.8901644746726813,139.25391131137758,59.10302183507302,0.4804089759233294,0.8910494293137402,250,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
260,0.37715460810834617,0.5014985226083315,0.8051733690847775,0.8886221502304023,148.147844435893,62.87784093141079,0.4804089759233294,0.8828207903102577,260,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
270,0.37715460810834617,0.5014985226083315,0.8051733690847775,0.8886221502304023,157.03406593819702,66.64938701249424,0.4804089759233294,0.8828207903102577,270,8.110391954918958,,,,,,,,,11,2011,43.390758752822876
