n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
30,0.6210340584508456,0.22974535287417497,0.606242745548614,1.0,0.0,0.0,5.509287739164358,0.6959854553509208,30,-4.15785440275475,,,,,,,,,4,2004,7.243306636810303
40,0.5317461621159753,0.28387549229248676,0.606242745548614,0.8562270537020195,9.281135268510097,5.763901102834104,5.357893866211485,0.629312310413946,40,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
50,0.5249050814217742,0.2880228478350589,0.606242745548614,0.845211424847032,17.78832766125535,11.047157320522851,5.2861489949922875,0.7218242713442947,50,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
60,0.5211425794460053,0.2903038373629811,0.606242745548614,0.8391529777706279,26.210149674343654,16.277395624861747,4.5121726789322505,0.6140305312100504,60,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
70,0.5077751050911918,0.29840777171689387,0.606242745548614,0.8176284346752649,34.494056736573114,21.42198404754773,4.457655658959782,0.5807430261522813,70,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
80,0.49351640827847687,0.30705200322057946,0.606242745548614,0.7946688294512246,42.55554305720556,26.428441614396075,4.417901026928031,0.6741368535704706,80,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
90,0.49327707150421946,0.30719709940371603,0.606242745548614,0.7942834451538571,50.50030443023097,31.362409013309556,4.41638908105851,0.6772378692335785,90,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
100,0.48983604422270366,0.30928319723036984,0.606242745548614,0.788742642303045,58.41543486751548,36.27797459194417,4.4135845879984545,0.752468150451402,100,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
110,0.48636686743721885,0.31138636048959567,0.606242745548614,0.7831565126242017,66.27493064215172,41.158989150243784,4.416863171502106,0.8609191345298313,110,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
120,0.46258038352783176,0.32580674380177044,0.606242745548614,0.7448550964849292,73.91498868769737,45.90372540506904,4.311660441360445,0.8843258864432351,120,-3.3505284179521064,,,,,,,,,4,2004,7.243306636810303
130,0.4573693060539788,0.32896592171678557,0.606242745548614,0.7364641275792111,81.32158480801807,50.50347385297809,2.9236685822295785,0.9046843046861749,130,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
140,0.4441561923462762,0.33697627604818925,0.606242745548614,0.7151881387217524,88.57984613952289,55.011101344979366,2.8539985139259776,0.7924185940674432,140,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
150,0.4352591121990041,0.34237006634403755,0.606242745548614,0.7008619032662192,95.66009634946275,59.40817786770577,2.8213715640032815,0.7604068718513985,150,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
160,0.4313244475114137,0.3447554282670555,0.606242745548614,0.6945262367531695,102.6370370495597,63.741095666257856,2.8212360810668815,0.8041520675170647,160,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
170,0.4313222913086888,0.3447567354493154,0.606242745548614,0.6945227647974924,109.58228205731301,68.05432936035837,2.8109490486525655,0.7665191922120999,170,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
180,0.4313222913086888,0.3447567354493154,0.606242745548614,0.6945227647974924,116.52750970528794,72.36755227344526,2.8109490486525655,0.7665191922120999,180,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
190,0.4311962695722563,0.34483313521280906,0.606242745548614,0.6943198423736453,123.47172274114362,76.68014507784999,2.8056067273935255,0.7973056967930222,190,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
200,0.43039525880028984,0.34531874218242004,0.606242745548614,0.6930300406935819,130.40847215647975,80.98810271971271,2.7239146609100735,0.8967238777727161,200,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
210,0.4010833919084576,0.36308884884407994,0.606242745548614,0.6458315553722616,137.10278013680897,85.14549597325646,2.542986422542588,0.8152399329242431,210,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
220,0.40017471669501153,0.3636397266002914,0.606242745548614,0.6443683905086264,143.5537798662134,89.1517865162738,2.252859564755316,0.7231267390665805,220,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
230,0.40016910652001186,0.36364312772818624,0.606242745548614,0.6443593569058419,149.99741860328575,93.15350563234892,2.2403900615666195,0.6734067757658937,230,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
240,0.399932333000265,0.3637866699568708,0.606242745548614,0.6439781000061197,156.43910588784556,97.1540128299503,1.9691932042139086,0.669024114216404,240,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
250,0.3495166280753806,0.3943508253293015,0.606242745548614,0.5627978422749331,162.47298559925082,100.90125763532853,1.8334767122269786,0.6280854883974609,250,-11.201290440382223,,,,,,,,,4,2004,7.243306636810303
