n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.reference_mdgnc_edge_failures,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
30,0.6540557397998841,0.231979904684535,0.6705701795726954,1.0,0.0,0.0,7.541829470531797,0.6203929893144178,30,-7.580897228829391,,,,,,0.0,0,,16,2016,585.3359851837158
40,0.5122662097186528,0.3270597353326344,0.6705701795726954,0.7832149135720246,8.916074567860123,5.831609747592684,2.7306699208746052,0.7266087484710579,40,-7.946410145214617,30.0,,,0.137857727939263,18.01924265804701,15.13442423613742,4662,0.0032463372449887,16,2016,585.3359851837158
50,0.5088759256183885,0.3293331587505511,0.6705701795726954,0.7780314347124069,16.72230630928228,10.93732042427789,2.616585871364999,0.8394989203028316,50,-7.946410145214617,40.0,,,0.1034574969671666,20.012953551951796,32.13765122904442,10028,0.0032047917061272,16,2016,585.3359851837158
60,0.4621037083764969,0.3606972128654594,0.6705701795726954,0.7065203777859711,24.145065371774173,15.792218594252317,2.2653930016599793,0.8704351540430403,60,-7.946410145214617,50.0,,,0.123210331890732,15.498592876130717,44.97625772259198,14498,0.0031022387724232,16,2016,585.3359851837158
70,0.4545105158375588,0.3657889813498252,0.6705701795726954,0.6949109810986775,31.15222216619742,20.375289715322594,1.9736455808061797,0.7343911196622782,70,-7.946410145214617,60.0,,,0.1371745869982987,24.3254784878809,65.17313867690973,19990,0.0032602870773841,16,2016,585.3359851837158
80,0.3090323234724691,0.4633423189279945,0.6705701795726954,0.47248621893758036,36.98920816637871,24.193003911872733,1.94777756587241,0.5976060588158563,80,-4.164346425927573,70.0,,,0.1563220389652997,26.41202142299153,87.22183182835579,25534,0.003415909447339,16,2016,585.3359851837158
90,0.2966330760135905,0.471656884523061,0.6705701795726954,0.4535287406916555,41.619282964524885,27.22133090930303,1.8831387062372609,0.6693374349468509,90,-4.164346425927573,80.0,,,0.1831060580443591,26.519961531972513,110.42916673910804,31137,0.0035465576882521,16,2016,585.3359851837158
100,0.2958587857133376,0.472176100508743,0.6705701795726954,0.4523449114655871,46.1486512253111,30.18379021793767,1.5850201143696458,0.6405828926314306,100,-4.164346425927573,90.0,,,0.2077910678926855,20.2306074318476,127.50263567478396,36378,0.0035049380305344,16,2016,585.3359851837158
110,0.2958587857133376,0.472176100508743,0.6705701795726954,0.4523449114655871,50.67210033996697,33.14237807507104,1.5850201143696458,0.6405828926314306,110,-4.164346425927573,100.0,,,0.250745675060898,25.52336585684679,149.76241944311187,41858,0.0035778684945079,16,2016,585.3359851837158
120,0.29546446036477886,0.4724405233285361,0.6705701795726954,0.4517420188915086,55.192534991752446,36.09899430546162,1.4355956663419445,0.6846690564959061,120,-4.164346425927573,110.0,,,0.2662755551282316,18.73439853498712,165.67406402924098,46042,0.003598324660728,16,2016,585.3359851837158
130,0.29546446036477886,0.4724405233285361,0.6705701795726954,0.4517420188915086,59.709955180667535,39.05363890910941,1.4355956663419445,0.6846690564959061,130,-4.164346425927573,120.0,,,0.3078336778562516,23.724949061870575,186.2799398812931,51370,0.0036262398263829,16,2016,585.3359851837158
140,0.2947155096760075,0.4729427473263966,0.6705701795726954,0.4505969319467774,64.22164993485896,42.00453875931334,1.4028500122839047,0.759981185933584,140,-4.164346425927573,130.0,,,0.3394288858398795,25.57200049306266,208.6392942261882,56773,0.0036749739176402,16,2016,585.3359851837158
150,0.2925415598429194,0.4744005332563525,0.6705701795726954,0.4472731329174267,68.71100025917998,44.940824106907975,1.4089649919622331,0.8899792884151284,150,-4.164346425927573,140.0,,,0.3900392521172762,26.995307645993307,232.32204992952757,62232,0.0037331605914887,16,2016,585.3359851837158
160,0.2925415598429194,0.4744005332563525,0.6705701795726954,0.4472731329174267,73.18373158835425,47.86623970533717,1.4089649919622331,0.8899792884151284,160,-4.164346425927573,150.0,,,0.4358181699644774,18.85865508997813,248.57394773629497,66588,0.0037330141727682,16,2016,585.3359851837158
