n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,surrogate.train_fit.mse,surrogate.train_fit.rmse,surrogate.train_fit.mae,surrogate.train_fit.n_points,surrogate.train_fit.n_valid,surrogate.recon_train.adj_precision,surrogate.recon_train.adj_recall,surrogate.recon_train.adj_f1,surrogate.recon_train.adj_edge_rate,surrogate.recon_train.feature_mae,surrogate.recon_train.feature_rmse,surrogate.recon_train.n_graphs,surrogate.recon_infill.adj_precision,surrogate.recon_infill.adj_recall,surrogate.recon_infill.adj_f1,surrogate.recon_infill.adj_edge_rate,surrogate.recon_infill.feature_mae,surrogate.recon_infill.feature_rmse,surrogate.recon_infill.n_graphs,run,seed,runtime_sec
30,0.4998181270855287,0.3275952359791779,0.6549522358144216,1.0,0.0,0.0,3.2995702986030575,0.7067994283854259,30,-3.491220255252267,,20.914678941946477,25.07314778189175,,,0.0,0,,,,,,,,,,,,,,,,,,,,,3,55,446.9235374927521
40,0.4998181270855287,0.3275952359791779,0.6549522358144216,1.0,10.0,4.998181270855287,3.2995702986030575,0.7067994283854259,40,-3.491220255252267,30.0,20.914678941946477,25.07314778189175,0.3711335170082748,18.015048624016345,15.521182053722441,2714,0.005718932223184392,0.008327749278964252,0.0912565026667374,0.06809446214957628,30.0,60.0,0.4546644161144892,0.4654448469479879,0.4569983810186386,0.07024754012624422,0.034375491179525854,0.09343310544888178,30.0,0.3612769812345505,0.4415716856718063,0.39681106209754946,0.05551684126257896,0.03364889174699783,0.09642972126603126,10.0,3,55,446.9235374927521
50,0.32687083927481914,0.4408674488088424,0.6549522358144216,0.6539795608871247,18.269897804435622,9.131626102657027,3.2458261199895833,0.8300350535426224,50,-3.491220255252267,40.0,20.914678941946477,25.07314778189175,0.20421096496284008,35.77231695409864,47.405336616327986,7906,0.005996121504721476,0.0055143192788134395,0.07425846267472441,0.05634912064342058,40.0,80.0,0.43131755739450456,0.4594765566289425,0.44195155128836633,0.06656486541032791,0.034193841321393845,0.09418225940316916,40.0,0.37188034587436253,0.29975972241825527,0.33158938421143425,0.05914702721767955,0.03649439165989558,0.10539188235998154,9.0,3,55,446.9235374927521
60,0.32687083927481914,0.4408674488088424,0.6549522358144216,0.6539795608871247,24.80969341330687,12.400334495405218,3.2458261199895833,0.8135478320733669,60,-3.491220255252267,50.0,20.914678941946477,25.07314778189175,0.27668977598659694,32.53646078100428,76.05667390977032,13116,0.005798770502422257,0.003130791389501808,0.05595347522274026,0.033432538850452886,50.0,100.0,0.4189925080537796,0.4291743588447571,0.42055167734622956,0.06500946834683419,0.03462601069360972,0.09632043406367302,50.0,0.36880568861961366,0.41788960695266725,0.39170730412006377,0.055858586356043814,0.037329504266381264,0.1100576475262642,10.0,3,55,446.9235374927521
70,0.32687083927481914,0.4408674488088424,0.6549522358144216,0.6539795608871247,31.34948902217812,15.66904288815341,3.2458261199895833,0.8135478320733669,70,-3.491220255252267,60.0,20.914678941946477,25.07314778189175,0.27026391588151455,32.22634919011034,104.41578195127659,18326,0.005697685362396409,0.0018840574413618058,0.043405730512938105,0.027895068444842196,60.0,120.0,0.4106280381480853,0.4272935668627421,0.41574428180853523,0.06348432134836912,0.035076592955738305,0.09860996964077155,60.0,0.4000367343425751,0.4222222328186035,0.41080495715141296,0.05454545468091965,0.032728901132941246,0.08803910911083221,10.0,3,55,446.9235374927521
80,0.32687083927481914,0.4408674488088424,0.6549522358144216,0.6539795608871247,37.889284631049364,18.9377512809016,3.2458261199895833,0.8135478320733669,80,-3.491220255252267,70.0,20.914678941946477,25.07314778189175,0.4524728402029723,24.332256098045036,124.98840647516772,23202,0.005386966919884825,0.0011340358631392446,0.03367544896715179,0.018872776134531165,70.0,140.0,0.4091149947472981,0.4265690905707223,0.4150386640003749,0.06220734039587634,0.03474120840962444,0.09709984670792307,70.0,0.4000000059604645,0.42105263471603394,0.41025641560554504,0.0638655498623848,0.03480103053152561,0.09590950831770897,10.0,3,55,446.9235374927521
90,0.32687083927481914,0.4408674488088424,0.6549522358144216,0.6539795608871247,44.42908023992061,22.206459673649793,3.2458261199895833,0.8135478320733669,90,-3.491220255252267,80.0,20.914678941946477,25.07314778189175,0.3780857310630381,28.826518822927028,149.82218889612705,28433,0.005269306400876694,0.0004494040712483215,0.021199152606845434,0.014571410761468428,80.0,160.0,0.40780018232762816,0.4261163756251335,0.4144528642296791,0.062342197308316825,0.03473456201609224,0.09693524362519383,80.0,0.49090791344642637,0.5023809552192688,0.4964981108903885,0.07058823853731155,0.03236620910465717,0.08573513925075531,10.0,3,55,446.9235374927521
100,0.3106914175414083,0.4514641972473243,0.6549522358144216,0.6216089427429727,50.8070227580711,25.394270957730928,2.918697192496448,0.7888715243741934,100,-3.491220255252267,90.0,20.914678941946477,25.07314778189175,0.3625861529726535,30.3218142259866,176.16954191611148,33666,0.00523286229181107,0.0009583743602468846,0.030957622005685203,0.016713466670248155,90.0,180.0,0.41703437467416127,0.43459021780225965,0.42356900274753573,0.06325842411153847,0.03447141169259946,0.09569078758358955,90.0,0.4351519852876663,0.3758653372526169,0.40308111906051636,0.06513286456465721,0.03348629660904408,0.08717220798134803,10.0,3,55,446.9235374927521
110,0.3010404399962502,0.4577851265683203,0.6549522358144216,0.6022999640922112,56.92656729224702,28.45293024541922,1.8227663506975194,0.8517704260878604,110,-3.491220255252267,100.0,20.914678941946477,25.07314778189175,0.42481564404442906,13.812288723886013,187.27674697781913,36870,0.005079380172981262,0.001113216999881055,0.03336490671170916,0.0190450958481466,100.0,200.0,0.41884613573551177,0.4287177297472954,0.42152021437883375,0.06344586815685034,0.03437290018424392,0.0948389296233654,100.0,0.5513427138328553,0.4149068295955658,0.47285066843032836,0.09420179724693298,0.035340824723243715,0.09573359861969948,10.0,3,55,446.9235374927521
120,0.2998271535553928,0.4585797712354432,0.6549522358144216,0.5998725082335529,62.93742965387584,31.457268213177436,1.8227663506975194,0.8146696571050404,120,-3.491220255252267,110.0,20.914678941946477,25.07314778189175,0.42311281710863113,15.382187308045104,199.90293184644543,40077,0.004987971451117734,0.0013106162827357863,0.03620243476253754,0.01995940257182827,110.0,220.0,0.43089127919890663,0.4274621933698654,0.426186619292606,0.06624186171049422,0.03446089332415299,0.09492026316848669,110.0,0.514999994635582,0.45,0.47987948060035707,0.08101856559515,0.03575156182050705,0.10180163308978081,10.0,3,55,446.9235374927521
130,0.29296719364410256,0.46307271731694005,0.6549522358144216,0.5861475960314063,68.86753017520064,34.42123994917491,1.7819291688602255,0.8514411470868868,130,-3.491220255252267,120.0,20.914678941946477,25.07314778189175,0.5936204399913549,18.879376642871648,215.73146379599348,43840,0.004920881929653136,2.9702271665446728e-05,0.005449979051835588,0.003967578289348212,120.0,240.0,0.4354201803604762,0.42805829271674156,0.42878254055976867,0.0671930154475073,0.03455149135552347,0.09545786213129759,120.0,0.5648768067359924,0.38795721232891084,0.45993749499320985,0.09006284177303314,0.033005159348249435,0.08233863785862923,10.0,3,55,446.9235374927521
140,0.29296719364410256,0.46307271731694005,0.6549522358144216,0.5861475960314063,74.72900613551471,37.350911885615936,1.7691869666442073,0.8804874122000204,140,-3.491220255252267,130.0,20.914678941946477,25.07314778189175,0.7330956058576703,34.28619623510167,246.0645400849171,49136,0.005007826035593396,2.3786345574293894e-05,0.004877124724086303,0.0034291497882277134,130.0,260.0,0.44537838238936206,0.42497359422536995,0.4311790755161872,0.06895223285716313,0.03443254273957931,0.09444869103340002,130.0,0.38398365676403046,0.39354546964168546,0.38843966722488404,0.058181818947196005,0.03584317266941071,0.09993040561676025,10.0,3,55,446.9235374927521
150,0.2927161550119196,0.46323713563036406,0.6549522358144216,0.5856453360720751,80.58797079603211,40.279328628896046,1.767277451258558,0.9206272759913565,150,-3.491220255252267,140.0,20.914678941946477,25.07314778189175,0.5424327380023897,20.09952215407975,263.2737358871382,52556,0.0050093944723178735,0.001657858253563788,0.0407168055422302,0.02440190344666748,140.0,280.0,0.4409930448446955,0.42272872818367824,0.428126260638237,0.06818291757787977,0.034533302020281556,0.09484024207506861,140.0,0.48842270374298097,0.3965079426765442,0.4359412282705307,0.07076584398746491,0.03476731888949871,0.09046702906489372,10.0,3,55,446.9235374927521
160,0.2925690948361181,0.4633334530213045,0.6549522358144216,0.5853511086964914,86.44295301987495,43.20575487813623,1.7095091301849938,0.9930564033498556,160,-3.491220255252267,150.0,20.914678941946477,25.07314778189175,0.5693345819599926,10.861628399929032,271.8047920332756,55030,0.00493921119449892,0.0016456491074551794,0.040566600886137595,0.024206375624271945,150.0,300.0,0.4441550221045812,0.420980675816536,0.4286472584803899,0.06835511267185211,0.03454890314489603,0.09454869454105695,150.0,0.5484787046909332,0.39759316444396975,0.4595816284418106,0.09526695609092713,0.03440182395279408,0.09039205238223076,10.0,3,55,446.9235374927521
170,0.2925503367555531,0.4633457386681102,0.6549522358144216,0.5853135788840487,92.29627645777765,46.13135203609459,1.6986980328643215,0.9577655420738168,170,-3.491220255252267,160.0,20.914678941946477,25.07314778189175,0.6384244828950614,19.95545896794647,288.41403320315294,59133,0.004877378675243146,0.0014087025156877466,0.03753268596420654,0.022815960805879054,160.0,320.0,0.4506752522662282,0.41951895635575054,0.43058065660297873,0.0700371028855443,0.03453971069538966,0.09428890440613032,160.0,0.5220364093780517,0.37503105998039243,0.43504870533943174,0.07133483290672302,0.034689226374030116,0.09050917327404022,10.0,3,55,446.9235374927521
180,0.29219770577911913,0.463576695114543,0.6549522358144216,0.5846080603017393,98.14588465370659,49.05509224876795,1.6735719671659195,0.8948529141871857,180,-3.491220255252267,170.0,20.914678941946477,25.07314778189175,0.5837650019675493,31.560957584995776,315.95842025452293,64392,0.004906796189814308,0.001636208147832788,0.040450069812458765,0.02389276418107783,170.0,340.0,0.4533920507220661,0.4170558799715603,0.43031414782299715,0.06993343017118818,0.03454799109741169,0.09418173274573158,170.0,0.45437200739979744,0.38335100561380386,0.41555698588490486,0.06586806662380695,0.03400299372151494,0.08916601818054914,8.0,3,55,446.9235374927521
190,0.29219770577911913,0.463576695114543,0.6549522358144216,0.5846080603017393,103.99196525672399,51.97706930655914,1.6735719671659195,0.8948529141871857,190,-3.491220255252267,180.0,20.914678941946477,25.07314778189175,0.6335920770652592,27.321517682168633,339.2895943999756,69647,0.004871560790844913,0.001514075147452081,0.038911118558222935,0.02280677798782351,180.0,360.0,0.45202953070402146,0.4154574915766716,0.42895887560314605,0.06953918917311562,0.03450433523911569,0.09401465265287293,180.0,0.4638961136341095,0.38689024150371554,0.42188174426555636,0.06773109585046769,0.03463555052876473,0.09603295028209687,10.0,3,55,446.9235374927521
200,0.2911667639189085,0.4642519127908826,0.6549522358144216,0.5825454263068057,109.8277326897667,54.89389165504927,1.6524186737985156,0.8539308482248261,200,-3.491220255252267,190.0,20.914678941946477,25.07314778189175,0.9852770559955388,31.735983431106433,367.0493847404141,74932,0.004898433042497386,0.002389176567792138,0.048879203837543614,0.02881116822285738,190.0,380.0,0.4526540877003419,0.4139539520991476,0.42858639500643075,0.06944402636666047,0.03451124130699195,0.09412087884388472,190.0,0.38792606592178347,0.42447614669799805,0.4050670236349106,0.05646464712917805,0.03410974256694317,0.09352173507213593,10.0,3,55,446.9235374927521
