n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_tsfc.graph_0.ld_wloa_dsg,kernel_weight.f0_tsfc.sizing,kernel_weight.f0_tsfc.interaction.graph_0_ld_wloa_dsg_sizing,kernel_weight.g0_jet_mach.graph_0.ld_wloa_dsg,kernel_weight.g0_jet_mach.sizing,kernel_weight.g0_jet_mach.interaction.graph_0_ld_wloa_dsg_sizing,kernel_weight.g1_pr.graph_0.ld_wloa_dsg,kernel_weight.g1_pr.sizing,kernel_weight.g1_pr.interaction.graph_0_ld_wloa_dsg_sizing,kernel_weight.g2_pr.graph_0.ld_wloa_dsg,kernel_weight.g2_pr.sizing,kernel_weight.g2_pr.interaction.graph_0_ld_wloa_dsg_sizing,kernel_weight.g3_pr.graph_0.ld_wloa_dsg,kernel_weight.g3_pr.sizing,kernel_weight.g3_pr.interaction.graph_0_ld_wloa_dsg_sizing,kernel_weight.g4_pr_perc_sum.graph_0.ld_wloa_dsg,kernel_weight.g4_pr_perc_sum.sizing,kernel_weight.g4_pr_perc_sum.interaction.graph_0_ld_wloa_dsg_sizing,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_0,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_1,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_2,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_3,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_4,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_5,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_6,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_7,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_8,kernel_diagnostics.f0_tsfc.graph_0.ld_wloa_dsg.w_sum,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_0,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_1,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_2,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_3,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_4,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_5,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_6,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_7,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_8,kernel_diagnostics.g0_jet_mach.graph_0.ld_wloa_dsg.w_sum,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_0,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_1,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_2,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_3,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_4,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_5,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_6,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_7,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_8,kernel_diagnostics.g1_pr.graph_0.ld_wloa_dsg.w_sum,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_0,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_1,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_2,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_3,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_4,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_5,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_6,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_7,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_8,kernel_diagnostics.g2_pr.graph_0.ld_wloa_dsg.w_sum,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_0,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_1,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_2,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_3,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_4,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_5,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_6,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_7,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_8,kernel_diagnostics.g3_pr.graph_0.ld_wloa_dsg.w_sum,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_0,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_1,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_2,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_3,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_4,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_5,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_6,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_7,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_8,kernel_diagnostics.g4_pr_perc_sum.graph_0.ld_wloa_dsg.w_sum,run,seed,runtime_sec
175,0.029670928192343737,0.007152611648969823,7.202831561865979,29.879253696718376,6.6697890763517735,6.64011814815943,175,6.6697890763517735,82.0,,,174.52531003509648,398.44593028491363,3251.124911343446,53137,0.06118382504363148,0.060253561885495466,0.7958853417330024,0.14386109638150205,0.054515431155039144,0.8205015507850042,0.12498301805995662,0.012169954675281576,0.00041617503897309793,0.9874138702857453,0.011861415608905761,0.020854666975923867,0.9672839174151703,0.06788954450918526,0.9314315600457229,0.0006788954450918509,0.012124517013416965,0.0217227749112705,0.9661527080753126,0.0,0.0,0.972456198553061,0.9715710302138084,0.6314737017590564,0.8246207425515262,0.0,0.0,0.0,3.400121673077452,0.0,0.0,0.001985782024568393,0.3642584135047602,0.8204700876513447,0.9518776693837415,0.3350106101748362,3.5063738784182964e-20,0.0,2.473602562739251,0.17185863016072073,0.0,1.0,0.9674258366161014,0.9909812323953505,0.309062210354214,0.41020623794857725,0.0,0.0,3.849534147474964,0.0,0.0,0.7797434650233406,0.8883462649491436,0.99953341249003,0.6590552244173342,0.3513160456088496,0.0,0.0,3.6779944124886983,0.0,0.6654801921676619,0.6977653097441595,0.987565564718477,0.07435747374824929,0.4936889082521831,0.3242684319084806,0.0,0.0,3.2431258805392114,0.0,0.4560145838389567,0.17337261241114624,0.9701788513109614,1.0,0.48306313159473424,0.29631392565691916,0.0,0.0,3.3789431048127176,11,63,12684.478452444077
185,0.029670928192343737,0.007152611648969823,7.274357678355678,30.175962978641813,6.6697890763517735,6.64011814815943,185,6.6697890763517735,86.0,,,171.3912549391389,241.15771746705286,3484.218229493359,57138,0.060979002231323444,0.0622066545352202,0.869694629137094,0.06809871632768584,0.05600529057758694,0.8648700918375651,0.079124617584848,0.01206001629658925,0.009718329203210647,0.9782216545002,0.006396648535449735,0.5381741890462047,0.4554291624183456,0.0099000099000099,0.99000099000099,9.900009900009897e-05,0.005780610250419873,0.5481526241241867,0.4460667656253935,0.0,0.0,0.24988830124074038,0.9978199813786747,0.9960199289023914,0.4070393046471994,0.5500264940138908,0.0,0.0,3.2007940101828964,0.0,0.0,1.0,0.9335484827600745,0.4848646188556521,0.8448068246004614,0.4335139462356665,0.0,0.0,3.696733872451855,0.06473092692014228,0.0,0.19741566732135835,0.44648610108490366,0.9645657258792116,0.20180108066941768,0.04143704061660519,0.05015945683966855,0.0,1.9665959993313074,0.7726062548391716,0.05766145928081569,0.4974486249628028,1.0,0.9564929394955404,0.8608762503018128,0.0,7.898628429979416e-21,0.0,4.145085528880143,0.7650000000000062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7650000000000063,0.0,0.0,0.747049082306639,0.9339491811061706,0.6727457072089401,0.49212978378268085,0.7463158252897284,0.007133164070289376,0.0,3.599322743764448,11,63,12684.478452444077
195,0.029670928192343737,0.007152611648969823,7.345883794845376,30.47267226056525,6.6697890763517735,6.64011814815943,195,6.6697890763517735,90.0,,,173.5109184710309,328.9100513709709,3802.2557915498037,62415,0.0609189424264969,0.0621558532054516,0.8057459272307692,0.13209821956377926,0.016471043110109676,0.6855387069187703,0.29799024997112,0.012104333616960086,0.008407002616496335,0.9794886637665435,0.011877317156839597,0.47825736141179515,0.5098653214313653,0.009900009900009901,0.9900009900009901,9.900009900000018e-05,0.012271837671581616,0.013654630833418606,0.9740735314949998,3.6872365606471024e-05,0.0021624131256129807,0.2823781564163474,0.9584423912602381,0.8946618950751667,1.0,0.3218851935908535,2.1358423881166838e-19,2.900420982318399e-19,3.459566921833825,0.48227224530694424,0.6822621701389054,0.25842897128996495,0.010932906620013758,0.013316430337733571,0.0019394414802139258,0.12223082489960495,0.0,0.0,1.571382990073381,2.209700185554551e-18,0.033534653724277955,0.46303252277268675,0.9818342773753311,0.756171613000666,0.7014314434019829,0.0028527413751235284,0.16374590364792663,0.01893455804576142,3.1215377133437565,0.5701970310339547,0.5356390968091378,0.9962845520750357,0.9976025396768202,0.6094702903910678,0.9309568933418834,0.45953825504773593,0.0,0.0,5.099688658375635,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8043657760785679,0.9986863295888866,0.9085949572057133,0.9838504936162483,0.35732904348144856,0.36983710270751446,0.6287248773205442,0.0,0.0,5.051388579998923,11,63,12684.478452444077
205,0.029670928192343737,0.007152611648969823,7.417409911335074,30.769381542488688,6.6697890763517735,6.64011814815943,205,6.6697890763517735,100.0,,,179.49295536102727,375.12226541596465,4165.150153119583,67747,0.0614809534461981,0.017627315913668645,0.451817169212611,0.5305555148737203,0.017605224108191663,0.4513405147207918,0.5310542611710166,0.012127025321696554,0.0020541174513562005,0.9858188572269472,0.0064360637797825845,0.5384722588712426,0.4550916773489749,0.00989951987328614,0.989951987328614,0.00014849279809992273,0.012061818662485053,0.028340943559452304,0.9595972377780627,0.1015293500311591,0.6129213927487432,0.37652665454659134,1.0,0.9857625852986454,0.0,0.0,0.0,0.0,3.076739982625139,0.5081202881555427,1.0,0.8377968865682414,0.0,0.0,0.0,0.0,0.0,0.0,2.345917174723784,0.34616019169951995,0.22081388282825676,0.9822821752978537,0.4112925044484593,0.9999999999999998,0.6503918550318283,0.10950620142418886,0.0,0.0,3.720446810730106,0.0,0.0,0.03616299541638548,0.8566942311824308,0.5944842129704021,0.006259350200478354,0.0,0.0,0.0,1.4936007897696968,0.0,1.0,0.0,0.0,5.0529053030685494e-20,0.0,0.0,5.904449693890853e-20,0.0,1.0,0.9348408237152245,0.4116931971346225,0.4963544428480165,0.9019107434719564,0.6849639303385843,0.019241815098247576,0.0,0.0,0.0,3.4490049526066513,11,63,12684.478452444077
215,0.024989524959910803,0.00602409085997526,7.4832934238797995,31.04268380824996,6.665107673119341,6.64011814815943,215,6.665107673119341,104.0,,,185.5288673499599,380.66557890106924,4533.97506350209,73064,0.062054843199141715,0.01769317612729527,0.4579316297429118,0.5243751941297929,0.017898431395266763,0.4586011276601384,0.5235004409445948,0.012139046092960057,0.0031302869927768637,0.984730666914263,0.006380880528155238,0.5387608792547186,0.45485824021712623,0.0099000099000099,0.99000099000099,9.900009900009899e-05,0.01700100298146178,0.4577216870405108,0.5252773099780275,0.48825806529670807,0.6306269656432603,0.7032736882163013,0.9999999999999999,1.0,5.750414728656675e-17,0.002344123955648891,0.0,0.0,3.824502843111919,0.9299913012662054,0.8943281999045597,0.4347264390734256,1.3148582545430404e-16,0.0,0.0,0.0,0.0,0.0,2.259045940244191,0.5532953289189887,0.0,0.5412578949144892,0.5203827927667137,0.8047377778829968,0.960715735466321,0.0,0.0,0.0,3.3803895299495093,7.691059161069047e-18,1.6884063732013044e-11,0.17351460582207195,0.9742144155820235,0.8304763140531639,0.060475912518522884,0.025023477744555014,4.731691479485032e-18,0.0,2.0637047257372214,1.8513546070107697e-21,0.0,1.0,0.0,1.071285670946514e-19,1.4222895237904212e-21,1.069036655097244e-22,0.0,2.1734638897176806e-22,1.0,0.43613798396676545,0.6228842826076554,0.8279280744807509,0.9987265683893191,1.0,0.317272900860272,0.2823188000278013,0.0,0.0,4.4852686103325645,11,63,12684.478452444077
225,0.024600414601132492,0.005930290111077531,7.5430653287350635,31.29063350605518,6.664718562760562,6.64011814815943,225,6.664718562760562,113.0,,,188.94360976899043,399.9119652051013,4922.021361557301,78382,0.06279530200246614,0.006554080282827928,0.6135049984194334,0.37994092129773865,0.05537755636405947,0.8240533474788394,0.12056909615710126,0.011995833549523934,0.004587815443822213,0.9834163510066539,0.007323703565713928,0.5230274536381411,0.46964884279614494,0.017846068120972117,0.9819754711978183,0.00017846068120971943,0.0063695530654644525,0.5377678433778905,0.45586260355664504,0.09451442467758064,0.8164640072277461,0.8471602260448337,0.7095084860548263,0.9972419118109259,0.00041388437817097034,0.0,0.0,0.0,3.4653029401940834,0.0,5.227825752082578e-19,0.7295030191118363,4.06959061014555e-17,0.984512472112312,0.9764782244723356,0.5584564284178782,1.3068162610182229e-17,0.0,3.248950144114362,0.0,0.0,0.42458847755506157,0.8655386739754778,0.033019864684043575,0.1774080592316293,1.9102620398270193e-18,0.06010150885008176,3.363322511683644e-19,1.5606565842962938,0.45313089983762433,0.0,0.4486929252048159,0.8171610434444592,0.9600138239962168,0.4451568618904338,0.167392105870341,0.0,0.0,3.291547660243891,2.0439987356151249e-16,3.5687980313874435e-16,2.220446049250313e-16,0.20013818374521175,0.09537044341494458,1.601190637102624e-16,1.677407626199739e-16,0.0,0.0,0.29550862716015747,0.2126646039442863,0.2923496965891841,0.5835621324924655,0.9956310145276464,0.9465963858650901,0.9005066502284028,0.0,0.0,0.0,3.9313104836470747,11,63,12684.478452444077
235,0.024600414601132492,0.005930290111077531,7.602368229845839,31.536637652066503,6.664718562760562,6.64011814815943,235,6.664718562760562,120.0,,,193.5385516800452,309.12493632291444,5223.16720916098,83539,0.06252369802321048,0.005742734012753678,0.5499941218797709,0.44426314410747536,0.006587633805200973,0.40444294530263813,0.5889694208921609,0.011980986720089352,0.012960296394587111,0.9750587168853235,0.007337069062514098,0.5267300415308382,0.46593288940664757,0.012037328474853384,0.029542312532361576,0.9584203589927851,0.006548534994436231,0.3958508885805137,0.59760057642505,0.1275189885246573,0.95848498482978,0.5857820414279842,0.9999999999999996,1.0,0.33882687049126936,0.012829877331274081,0.0,1.9590747578797007e-18,4.023442762604964,1.0,0.82560269522587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8256026952258702,4.115701193322324e-16,0.1879023184211668,0.6856330164613069,0.6207224727242816,0.3860758436421904,0.9326003758569973,0.10343528910595819,0.02892711005413351,0.046367094051132894,2.9916635203171675,0.6113396285907798,0.20349294005889002,0.983860088515694,0.9274762950806595,0.6283672148634057,0.48665217098747254,0.48006246072724756,0.0,0.0,4.321250798824149,0.0,0.31242432638902023,0.8142279448018906,0.8953347974643482,0.9408018720461706,0.6310832123247367,0.327573048891468,0.0,0.0,3.9214452019176345,0.07034416981224192,0.4388780288867458,0.7928412320499386,1.0,0.0,0.0,0.0,0.0,0.0,2.3020634307489263,11,63,12684.478452444077
245,0.022800872849286336,0.0054964842249379895,7.659502101525916,31.773644089318598,6.662919021008716,6.64011814815943,245,6.662919021008716,127.0,,,206.96721773408353,379.77769977692515,5592.863275430864,88785,0.0629933353092399,0.016067974202350614,0.6766941290220645,0.3072378967755849,0.051204342396033,0.7969204307947512,0.15187522680921575,0.012093906429532918,0.005434859355112252,0.9824712342153548,0.017715341359157068,0.4683364124888633,0.5139482461519796,0.00990000990000989,0.9900009900009906,9.900009899944613e-05,0.012039743905289085,0.014842647174584916,0.9731176089201261,0.0,0.0,0.449000848502687,0.6651468311713823,0.8006965145799164,0.8770103908860343,0.0,0.0,0.0,2.79185458514002,0.0,0.0,0.6652847054973202,0.4722429490802961,0.9409468070974212,0.975348849888223,0.5750618317918696,0.0,0.0,3.62888514335513,0.2940760360347466,0.22240508785614493,0.7477888029401503,1.0,0.4686328549504634,0.5013279072739145,0.4011374790961212,0.02021745272832683,0.03443872143518059,3.6900243423150485,0.2507555219960965,0.9145234833589058,0.2896900812042497,0.2695412394211238,0.9999999999999998,0.8373465154106517,1.1851609608861602e-17,4.5729468600971084e-18,0.0,3.561856841391027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3784351965805164,0.366385559406882,0.5989334131038562,1.0,0.49651029075607267,0.0,0.0,0.0,0.0,2.8402644598473272,11,63,12684.478452444077
255,0.022800872849286336,0.0054964842249379895,7.714466943775296,32.00165281781146,6.662919021008716,6.64011814815943,255,6.662919021008716,136.0,,,203.32333379192278,447.912827153923,6027.932251631981,94140,0.06403157267507946,0.006333941875915186,0.544644808802975,0.44902124932110987,0.054758155622911475,0.802439144546968,0.14280269983012064,0.012277388084175543,0.008370409476759402,0.9793522024390651,0.0072671469031111,0.5075348931796871,0.4851979599172016,0.009900009900009901,0.99000099000099,9.90000990001004e-05,0.005775990032236432,0.5501216876343217,0.44410232233344193,0.10441566679731691,0.37815703813625107,0.01685937420262928,0.5727275724930196,0.9483796434503996,0.0,0.00913261851634542,0.000476468810652403,0.0,2.0301483824066144,0.0,0.0,0.027157747002677715,0.9830189210344087,0.9908478383461675,0.8276659559240875,0.8332149173602698,0.0,0.0,3.6619053796676115,2.8717636367606664e-17,0.02755373389293822,0.7485120011772395,0.8010226570039927,0.3039700324379593,0.9655454476576292,0.3754393346238729,0.11662313497065258,0.01677038931699523,3.3554367310812796,0.0,0.0,0.6585156427450847,1.0,0.09695765805409554,0.8062240535232355,0.21204601693984762,0.0,0.0,2.7737433712622632,7.242944045490747e-15,0.0033627627336324816,0.975,1.0,0.03652118454063742,0.0,0.0,0.0,5.59190965308025e-16,2.0148839472742774,0.0,0.8633946604571512,1.5612511283791264e-17,0.9736229600903159,0.7751756187418335,0.0807804477517909,1.214306433183765e-17,2.2032638563789978e-29,8.650287887671739e-19,2.6929736870410914,11,63,12684.478452444077
265,0.022800872849286336,0.0054964842249379895,7.7694317860246755,32.22966154630433,6.662919021008716,6.64011814815943,265,6.662919021008716,143.0,,,219.87805689591914,363.6109525819775,6382.6415958055295,99337,0.06425240943259339,0.016213975169478496,0.6785698257055087,0.3052161991250128,0.0549375218007037,0.8239381266140815,0.12112435158521477,0.012147178534463102,0.01075397567436955,0.9770988457911672,0.01761587818312493,0.46934409857488935,0.5130400232419857,0.009900009900009901,0.9900009900009901,9.900009900005504e-05,0.012306878020428538,0.00348712965571545,0.9842059923238561,0.23810756597136357,0.0,0.0,0.9999999999999999,0.9228312040772059,0.0351612877740559,0.0,5.4688695440554246e-18,5.972137826518612e-20,2.1961000578226253,0.3208660761178328,0.5566754056579456,0.17943370502466602,0.050047728171519666,0.9915599295904158,1.0,0.8139435604569498,0.0,1.4177424298657903e-16,3.91252640501933,0.0005123563557966957,0.0,0.37549248596642154,0.6503610035969499,0.6202637286245325,1.0,0.0,0.17285029613861602,0.03527933326931656,2.8547592039516334,0.9135151659559229,0.0,0.29072975998272477,1.0,0.1872158305765979,0.7871191902587852,0.029497878399443376,0.0,0.0,3.208077825173474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.972509908133242,0.6131131420788876,0.9574738903808535,0.856955216582813,0.5461699112708903,0.0,3.946222068446686,11,63,12684.478452444077
275,0.022800872849286336,0.0054964842249379895,7.824396628274055,32.457670274797195,6.662919021008716,6.64011814815943,275,6.662919021008716,152.0,,,219.82409112504683,362.5399069089908,6736.614377666265,104519,0.06445349053919637,0.016477685048620013,0.6681420690341852,0.3153802459171949,0.016337759712493512,0.6919226807142195,0.2917395595732871,0.012134945784873435,0.00015080401221518957,0.9877142502029115,0.017574455404660797,0.44450936303732974,0.5379161815580094,0.045984747744406335,0.7489394334272029,0.2050758188283908,0.01218544720215918,0.007886472337845321,0.9799280804599955,3.469446951953614e-18,1.7139490051610484e-17,0.04140794610362812,0.9746913646502751,0.369610834433631,0.2931651078406876,0.032230994336997665,0.0,0.0,1.7111062473652194,0.10122090069647037,0.31262075649871973,0.9986494974153374,0.9316208286246601,0.4798959720428769,0.03855469554620042,0.8845379287775432,2.2240298645438757e-18,0.0,3.747100579601808,0.007697858392704856,0.0,0.12855708904008492,1.0,0.0021626214326128973,0.7548121604192702,0.0,0.02020332555179773,0.0690026842732993,1.9824357391097698,0.513616750015613,0.08392866734838322,0.53740403736517,0.9958220345751143,0.9944250817186795,0.4621480263217681,0.7906735352376473,0.0,0.0,4.378018132582376,0.0,1.3877787807814457e-17,0.8804206084591298,1.0,0.3125548266595566,0.0,0.024738925039938645,0.0,0.0,2.217714360158625,0.0,0.0,0.00021668495841943583,0.9992540417362592,0.28898041524093704,0.4845365362311477,0.7068277082578989,8.091151628527781e-20,0.0,2.4798153864246624,11,63,12684.478452444077
285,0.022800872849286336,0.0054964842249379895,7.879361470523435,32.68567900329006,6.662919021008716,6.64011814815943,285,6.662919021008716,160.0,,,220.14627132797614,380.512791210087,7108.060910144355,109721,0.06478304891629091,0.05478388410768149,0.7598715110317958,0.18534460486052282,0.055569629756507616,0.8165685129275062,0.1278618573159862,0.012016401318875748,0.013713591212665929,0.9742700074684584,0.011909904600742855,0.016573551210379296,0.9715165441888778,0.06595361357269884,0.9333868502915742,0.0006595361357269872,0.011926963034796323,0.03964389316485218,0.9484291438003515,6.375250023296372e-17,0.020714380365881822,0.0487806776925114,0.9999999999999999,0.9156575516030379,0.6310307043765145,2.2781769955896844e-17,0.0,0.0,2.6161833140379454,0.0,0.0,0.7000214303130744,0.8999845389607226,0.32653837266714364,0.9327244302944417,0.0668235695665165,0.0,0.0,2.926092341801899,0.0,0.0,0.014561742909087742,0.9081007711925065,0.8805438950932822,0.02136835506755006,0.0,0.36516537540387367,0.0,2.1897401396663003,0.9854871570282309,0.9948186431906285,0.8854464783864261,0.9999999999999998,0.04294757552483971,1.0,0.0,0.0,0.0,4.908699854130125,0.30780830758975253,0.6099461290553265,0.007544529550933301,0.2949152450098092,0.49356478858980146,0.9997040386334282,0.0,0.0,0.0,2.713483038429051,0.4715480160687832,0.8317195135135079,0.9579500013335746,0.9951455440137562,0.9911287254148871,0.8774550863766015,0.1259022731290943,0.43197140735062806,0.006869990270231005,5.689690557471065,11,63,12684.478452444077
295,0.022800872849286336,0.0054964842249379895,7.934326312772814,32.91368773178293,6.662919021008716,6.64011814815943,295,6.662919021008716,168.0,,,232.25147915096022,513.3646583410446,7606.693519849796,115150,0.06605899713286839,0.8862484032842151,0.09185786063779622,0.021893736077988713,0.053547546138767596,0.7917117677604618,0.1547406861007706,0.4466014149156051,0.004466014149156037,0.5489325709352388,0.77346857647195,0.10943199843439298,0.11709942509365702,0.9520753513985811,0.03840389508743313,0.009520753513985767,0.7517330598832549,0.007517330598832532,0.2407496095179125,0.31020511938765,0.6608750758454348,0.9352191444873423,0.6247737022217431,0.7597002617543471,0.48472804589574675,6.3032859562657e-05,0.1450667554402538,7.179182386647091e-18,3.92063113789208,0.7598981193514922,0.459981222400863,0.7195828697490597,0.6575425632449745,0.8267138370812899,0.18091099740731348,0.9999999999999999,0.0,0.0,4.604629609234993,0.20699016366416065,0.0,0.2426753528999563,0.9617060169581021,0.9999999999999999,0.3931799219813933,0.5772826790790699,0.0919643576868522,0.09231591761548277,3.566114409885017,0.9852468437356672,1.0,0.9763607580608278,0.5892571113246493,0.9938198820375458,0.8314673820504023,0.0,0.0,0.0,5.376151977209092,0.08802930703328617,0.0,0.25691948996453573,0.40171725826631316,0.972089968271405,0.8027552777388643,0.04714827550375416,0.5619280316913992,0.025384282517042965,3.1559718909866006,0.0,0.22361214806926663,0.0,0.27961480857369514,1.0,0.9999999999999998,0.5907149847095908,0.0,0.0,3.0939419413525524,11,63,12684.478452444077
305,0.022800872849286336,0.0054964842249379895,7.989291155022194,33.141696460275796,6.662919021008716,6.64011814815943,305,6.662919021008716,172.0,,,232.67551774485037,474.4366777478717,8069.395165572409,120460,0.0669881717215043,0.011928831620936435,0.028398818709273507,0.95967234966979,0.05186700463612542,0.8196228610896282,0.12851013427424646,0.012037019926861575,0.020027569179221286,0.9679354108939172,0.0073278408685958155,0.512955890181223,0.47971626895018116,0.055592772959364115,0.8809755078717532,0.06343171916888274,0.012031430040912384,0.03075052172529107,0.9572180482337966,0.1853465530476238,0.98584225408733,0.936795789707469,0.9026859747308049,0.994334441239398,0.0,0.0,0.0,0.0,4.005005012812625,0.12807669127861568,0.0009640736633454469,0.4511253439118771,1.0,0.2773820132783516,1.0,1.0,0.0,0.0,3.8575481221321897,0.0,0.0,0.9374585960613435,0.9945825916532981,0.9999405417921082,0.4138775823212528,0.0,0.1281780502439619,0.2790489695430661,3.7530863316150307,0.0,0.0,0.5811249305788666,0.6104667576660879,0.6256983636183799,1.0,0.03916750508076187,0.0,0.0,2.8564575569440964,0.0,0.0,0.0,0.7919356988275464,0.9934968131417152,0.0,0.7519741718625811,0.0,0.0,2.537406683831843,0.0,0.0,0.0,0.5648975174413455,0.9128519878509941,1.0,0.9999999999999999,0.0,0.0,3.4777495052923397,11,63,12684.478452444077
