n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.reference_mdgnc_edge_failures,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
30,0.7071819435073314,0.1963550567244164,0.6705701795726954,1.0,0.0,0.0,5.265077401928491,0.6273778560656645,30,-4.007633317264804,,,,,,,,,13,2013,6.796628475189209
40,0.701544917859433,0.2001350780253836,0.6705701795726954,0.9920288891710934,9.960144445855468,7.043634306833821,5.220238558345869,0.6795041054874639,40,-4.007633317264804,,,,,,,,,13,2013,6.796628475189209
50,0.6751569068661645,0.2178300912957059,0.6705701795726954,0.9547145724870519,19.693861754146194,13.927143430461808,5.18184840498408,0.6501987052222217,50,-10.41862773972857,,,,,,,,,13,2013,6.796628475189209
60,0.6723452955750492,0.2197154739840777,0.6705701795726954,0.9507387762765734,29.221128497964322,20.664654442667874,5.174787029972515,0.7039382032622705,60,-10.41862773972857,,,,,,,,,13,2013,6.796628475189209
70,0.6712377542178716,0.2204581581908445,0.6705701795726954,0.949172642741426,38.72068559305432,27.382569691632476,5.172643772982908,0.7036838104729153,70,-10.41862773972857,,,,,,,,,13,2013,6.796628475189209
80,0.6106524073816363,0.2610848850982928,0.6705701795726954,0.8635011300671106,47.784054457097,33.79202049963001,5.169412556644092,0.6911423152532937,80,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
90,0.6036773652495022,0.2657621403533651,0.6705701795726954,0.8536379792949901,56.369750003907505,39.86366936278571,5.159702735680391,0.7432527877691819,90,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
100,0.5729577431339661,0.2863618028717855,0.6705701795726954,0.8101984904935942,64.68893235285043,45.746844904703046,2.6507319621088743,0.7127481074784499,100,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
110,0.5728941966109085,0.2864044152751634,0.6705701795726954,0.8101086316904373,72.79046796377058,51.476104603427416,2.6028190409480123,0.6535865805695893,110,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
120,0.5728941966109085,0.2864044152751634,0.6705701795726954,0.8101086316904373,80.89155428067495,57.2050465695365,2.6028190409480123,0.6535865805695893,120,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
130,0.5722680128817952,0.2868243154108404,0.6705701795726954,0.8092231682890281,88.98821328057228,62.930857617000015,2.5960815933594676,0.6380033627557616,130,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
140,0.5645970269365147,0.2919682498336668,0.6705701795726954,0.7983759089440913,97.02620866673789,68.61518281609156,2.581231458008115,0.6932251271256817,140,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
150,0.5620731157730865,0.2936607093957524,0.6705701795726954,0.7948069389122623,104.99212290601966,74.24853352963957,2.608842738295415,0.7188012217603044,150,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
160,0.5620688053561047,0.2936635998328419,0.6705701795726954,0.7948008437100001,112.94016181913098,79.86924313528553,2.5425449720173123,0.7261213553358209,160,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
170,0.5620053032641289,0.2937061824420613,0.6705701795726954,0.7947110477352035,120.887721276357,85.48961367838669,2.539997807376764,0.7691191439708351,170,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
180,0.5620053032641289,0.2937061824420613,0.6705701795726954,0.7947110477352035,128.83483175370904,91.10966671102798,2.539997807376764,0.7691191439708351,180,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
190,0.5620053032641289,0.2937061824420613,0.6705701795726954,0.7947110477352035,136.78194223106107,96.72971974366928,2.539997807376764,0.7691191439708351,190,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
200,0.5620053032641289,0.2937061824420613,0.6705701795726954,0.7947110477352035,144.7290527084131,102.34977277631057,2.539997807376764,0.7691191439708351,200,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
210,0.5370519220871212,0.3104391757388733,0.6705701795726954,0.7594253883570112,152.49973488887417,107.84505890306683,2.489684345862121,0.7534935512999728,210,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
220,0.5352482842988803,0.3116486414544181,0.6705701795726954,0.7568749304376594,160.08123648284752,113.20655993499683,2.4868273852636213,0.8112834652486439,220,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
230,0.5338824740746125,0.3125645130617676,0.6705701795726954,0.7549435883879828,167.64032907697572,118.5522137268643,2.4766576614057665,0.8289525478322202,230,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
240,0.5338824740746125,0.3125645130617676,0.6705701795726954,0.7549435883879828,175.18976496085554,123.89103846761041,2.4766576614057665,0.8289525478322202,240,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
250,0.5338824740746125,0.3125645130617676,0.6705701795726954,0.7549435883879828,182.73920084473536,129.22986320835653,2.4766576614057665,0.8289525478322202,250,-11.023481686080094,,,,,,,,,13,2013,6.796628475189209
