problem,model,cv_folds,fold,budget,split,target,rmse,nrmse,mae,r2,n_valid
mdgnc,ESP,10,2,250,test,f0,0.484702151933562,0.2494658393595691,0.2639757695295989,0.9377667949926256,4500
mdgnc,ESP,10,2,250,test,f1,1.0487180156819484,0.0910213365201945,0.5472537344181975,0.9917151162980776,4500
mdgnc,ESP,10,2,275,train,f0,1.6759714402043184e-12,7.938810086772016e-13,1.0190797700653838e-12,1.0,275
mdgnc,ESP,10,2,275,train,f1,4.6364359892415945e-11,4.562993009521712e-12,3.634780072884909e-11,1.0,275
mdgnc,ESP,10,2,275,test,f0,0.4246280208926214,0.2185469679162685,0.1901770969356545,0.9522372228146054,4500
mdgnc,ESP,10,2,275,test,f1,1.023066587690431,0.0887949732609334,0.5225820708781271,0.99211545272359,4500
mdgnc,ESP,10,2,300,train,f0,6.391030925105609e-13,3.035286847866884e-13,3.847884973614176e-13,1.0,300
mdgnc,ESP,10,2,300,train,f1,4.109886385301864e-11,3.994008968637705e-12,3.1302308893070103e-11,1.0,300
mdgnc,ESP,10,2,300,test,f0,0.4028820357937024,0.2073547741045396,0.1781109343038419,0.9570039976560554,4500
mdgnc,ESP,10,2,300,test,f1,1.0083912441649543,0.0875212568170395,0.5121147160264234,0.9923400296051658,4500
mdgnc,ESP,10,3,25,train,f0,1.4434137852288577e-12,7.179052922180445e-13,8.753886504564434e-13,1.0,25
mdgnc,ESP,10,3,25,train,f1,5.9401099455937945e-12,5.868216005156536e-13,4.451266022442724e-12,1.0,25
mdgnc,ESP,10,3,25,test,f0,1.3948623455962283,0.7198610556220622,0.9606995936547872,0.4818000605986904,4500
mdgnc,ESP,10,3,25,test,f1,4.605583452084519,0.4032496735198573,3.75783962446248,0.8373897008061285,4500
mdgnc,ESP,10,3,50,train,f0,6.776864957938186e-13,3.219504428045612e-13,3.984190755090822e-13,1.0,50
mdgnc,ESP,10,3,50,train,f1,4.019740527039572e-12,3.8124826280625254e-13,3.00317992696364e-12,1.0,50
mdgnc,ESP,10,3,50,test,f0,0.750812167340226,0.387479410467846,0.5670552195912433,0.8498597064634905,4500
