n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,surrogate.train_fit.mse,surrogate.train_fit.rmse,surrogate.train_fit.mae,surrogate.train_fit.n_points,surrogate.train_fit.n_valid,surrogate.recon_train.adj_precision,surrogate.recon_train.adj_recall,surrogate.recon_train.adj_f1,surrogate.recon_train.adj_edge_rate,surrogate.recon_train.feature_mae,surrogate.recon_train.feature_rmse,surrogate.recon_train.n_graphs,surrogate.recon_infill.adj_precision,surrogate.recon_infill.adj_recall,surrogate.recon_infill.adj_f1,surrogate.recon_infill.adj_edge_rate,surrogate.recon_infill.feature_mae,surrogate.recon_infill.feature_rmse,surrogate.recon_infill.n_graphs,run,seed,runtime_sec
145,1.3011923420531213,0.7855295694498075,66.88994967910568,110.80001780675462,7.941310490212551,6.64011814815943,145,7.941310490212551,65.0,32.73788196197711,2.6819761842489243e-06,0.9353435790108052,42.838910471007694,259.6231561078894,39220,0.0066196623178962,0.0043174993790086,0.0657076812785893,0.0380775721715935,65.0,390.0,0.0367293550131412,1.0,0.0707447439432144,0.0367293550131412,0.5015632656904367,0.5026987809401292,65.0,0.0325540836900472,1.0,0.0630550414323806,0.0325540836900472,0.5016989946365357,0.5027409315109252,10.0,1,53,1219.0756900310516
155,1.2710094763233268,0.767308179148604,74.65413842209774,123.66102689863686,7.911127624482757,6.64011814815943,155,7.911127624482757,70.0,32.73788196197711,2.6819761842489243e-06,0.8162374770035967,46.156866951001575,294.7502583229798,44475,0.0066273245266549,0.0041322840484466,0.0642828441222591,0.0371951771680712,70.0,420.0,0.0364088341859834,1.0,0.0701536884265286,0.0364088341859834,0.5015775910445622,0.5027066426617759,70.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.5016824841499329,0.5027373492717743,10.0,1,53,1219.0756900310516
165,1.2710094763233268,0.767308179148604,82.32722021358379,136.37112166187012,7.911127624482757,6.64011814815943,165,7.911127624482757,79.0,32.73788196197711,2.6819761842489243e-06,0.8930105390027165,44.259858867008006,329.03085829893826,49694,0.0066211385338056,0.0036217597938601,0.0601810584308731,0.0333336236890567,79.0,474.0,0.035934138783737,1.0,0.0692783277246016,0.035934138783737,0.5015876904318605,0.5027092084099974,79.0,0.0298279959708452,1.0,0.0579233691096305,0.0298279959708452,0.5013547897338867,0.5024882197380066,10.0,1,53,1219.0756900310516
175,0.6523163869023829,0.3938032787220042,88.13277750293683,145.98775097799867,7.292434535061813,6.64011814815943,175,7.292434535061813,84.0,32.73788196197711,2.6819761842489243e-06,0.9451915090030524,48.906296796005336,367.1769803709758,54940,0.0066832359004546,0.0034525673904899,0.0587585516371013,0.0315470069324089,84.0,504.0,0.0355928711859243,1.0,0.0686442444899252,0.0355928711859243,0.5015799750884374,0.5027013719081879,84.0,0.0296647947281599,1.0,0.0576150856912136,0.0296647947281599,0.5013666391372681,0.5025498449802399,10.0,1,53,1219.0756900310516
185,0.6523163869023829,0.3938032787220042,92.07081029015689,152.5109148470225,7.292434535061813,6.64011814815943,185,7.292434535061813,93.0,32.73788196197711,2.6819761842489243e-06,1.1686103029933292,44.04007564899803,401.8062742151087,60137,0.0066815151107489,0.0047245803789543,0.0687355830625911,0.0415728482696687,93.0,558.0,0.0350310631817387,1.0,0.0675992792652499,0.0350310631817387,0.5015580455462137,0.502685946162029,93.0,0.029296613484621,1.0,0.0569215312600135,0.029296613484621,0.5015105366706848,0.5026235163211823,10.0,1,53,1219.0756900310516
195,0.6523163869023829,0.3938032787220042,96.00884307737692,159.0340787160463,7.292434535061813,6.64011814815943,195,7.292434535061813,95.0,32.73788196197711,2.6819761842489243e-06,1.081653548011673,38.80290999500721,436.1597557971254,65152,0.0066944952694794,0.0032392722202762,0.0569146046307649,0.0309861481264277,95.0,570.0,0.0349723473975533,1.0,0.0674912937377628,0.0349723473975533,0.5015542933815405,0.5026838377902382,95.0,0.0332821309566497,1.0,0.0644202157855033,0.0332821309566497,0.5012675523757935,0.5024279356002808,1.0,1,53,1219.0756900310516
205,0.6523163869023829,0.3938032787220042,99.94687586459696,165.55724258507013,7.292434535061813,6.64011814815943,205,7.292434535061813,100.0,32.73788196197711,2.6819761842489243e-06,1.0853045580006435,47.27410794899333,470.7819910070248,70466,0.0066809807709679,0.0033384592002053,0.057779401175552,0.0325035618838517,100.0,600.0,0.034660135935992,1.0,0.0669093046337366,0.034660135935992,0.5015452569723129,0.5026767176389694,100.0,0.0295159673318266,1.0,0.0573377892374992,0.0295159673318266,0.5012608289718627,0.5025279700756073,10.0,1,53,1219.0756900310516
215,0.2135257645532426,0.128905463454612,102.56041957548004,169.88645334234826,6.8536439127126725,6.64011814815943,215,6.8536439127126725,102.0,32.73788196197711,2.6819761842489243e-06,1.3494856859906577,43.53928151499713,504.8402642471192,75665,0.006672044726718,0.0033692166961891,0.0580449540975715,0.0306027283485667,102.0,612.0,0.0345766265493105,1.0,0.0667542632596165,0.0345766265493105,0.5015377121813157,0.5026721971876481,102.0,0.029116372577846,1.0,0.0565815463662147,0.029116372577846,0.5013455390930176,0.5025145709514618,10.0,1,53,1219.0756900310516
225,0.2135257645532426,0.128905463454612,103.84947421002614,172.02171098788068,6.8536439127126725,6.64011814815943,225,6.8536439127126725,106.0,32.73788196197711,2.6819761842489243e-06,1.2999519120057812,49.315436381002655,544.3475541402731,80875,0.0067307270991069,0.0034866824022086,0.0590481363144396,0.0321885392240069,106.0,636.0,0.0343495935096212,1.0,0.0663308730384088,0.0343495935096212,0.5015303042699706,0.5026663108816687,106.0,0.0293805470690131,1.0,0.0570800758898258,0.0293805470690131,0.5013411343097687,0.5025411963462829,10.0,1,53,1219.0756900310516
235,0.2135257645532426,0.128905463454612,105.13852884457226,174.1569686334131,6.8536439127126725,6.64011814815943,235,6.8536439127126725,110.0,32.73788196197711,2.6819761842489243e-06,1.1631082789972425,45.62555450999935,578.2957731563656,86153,0.0067124275783358,0.0045427814957011,0.0674001594634697,0.0364148806006581,110.0,660.0,0.0342060140080072,1.0,0.0660643756389618,0.0342060140080072,0.5015188309279355,0.5026591203429482,110.0,0.0294320337474346,1.0,0.0571792446076869,0.0294320337474346,0.5013367354869842,0.5025558233261108,10.0,1,53,1219.0756900310516
245,0.2135257645532426,0.128905463454612,106.42758347911838,176.29222627894552,6.8536439127126725,6.64011814815943,245,6.8536439127126725,115.0,32.73788196197711,2.6819761842489243e-06,1.2715347909979755,39.887506783008575,609.5287836953066,91319,0.006674720306785,0.0033378271904267,0.0577739317549601,0.03143313673771,115.0,690.0,0.0340071589564499,1.0,0.0656944336450618,0.0340071589564499,0.5015086381331734,0.5026528000831604,115.0,0.0322420634329319,1.0,0.0624699667096138,0.0322420634329319,0.5014976859092712,0.5026554644107819,10.0,1,53,1219.0756900310516
255,0.2135257645532426,0.128905463454612,107.7166381136645,178.42748392447794,6.8536439127126725,6.64011814815943,255,6.8536439127126725,118.0,32.73788196197711,2.6819761842489243e-06,1.3942903979914263,48.33234995001112,649.2622787202417,96483,0.0067292919863627,0.0037278056251975,0.0610557583295591,0.0348416505976151,118.0,708.0,0.03396228364653,1.0,0.0656124556721267,0.03396228364653,0.5015088840056274,0.5026527052208528,118.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.500940203666687,0.5023273289203644,10.0,1,53,1219.0756900310516
265,0.2135257645532426,0.128905463454612,109.00569274821062,180.5627415700104,6.8536439127126725,6.64011814815943,265,6.8536439127126725,128.0,32.73788196197711,2.6819761842489243e-06,1.3509254530072212,43.29476937500294,682.8205454023264,101690,0.0067147265749073,0.0030552065506802,0.0552739228812308,0.0286743050727903,128.0,768.0,0.0335402498458279,1.0,0.0648251093225553,0.0335402498458279,0.5014644558541477,0.5026272851973772,128.0,0.0302409894764423,1.0,0.0586986899375915,0.0302409894764423,0.5013452887535095,0.5025306165218353,10.0,1,53,1219.0756900310516
275,0.1963915814259342,0.1185615603590624,110.243027867279,182.61232829990624,6.836509729585364,6.64011814815943,275,6.836509729585364,131.0,32.73788196197711,2.6819761842489243e-06,1.400856189997285,46.248999094998,718.3958252763987,106931,0.0067183120449298,0.0031190154270488,0.0558481461379773,0.0304668617755817,131.0,786.0,0.0334543095091144,1.0,0.0646652885861979,0.0334543095091144,0.5014605949853213,0.5026247055475949,131.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.501360821723938,0.5025401055812836,10.0,1,53,1219.0756900310516
285,0.1963915814259342,0.1185615603590624,111.42864347086962,184.5762441141656,6.836509729585364,6.64011814815943,285,6.836509729585364,140.0,32.73788196197711,2.6819761842489243e-06,1.461441646999447,48.16988807400048,754.2931685063231,112232,0.0067208386957937,0.0033627103313505,0.0579888811010401,0.0313646685370301,140.0,840.0,0.033139691461942,1.0,0.0640783043312174,0.033139691461942,0.5014537709099905,0.5026190242597035,140.0,0.0285602509975433,1.0,0.0555344223976135,0.0285602509975433,0.5012566149234772,0.5024578630924225,10.0,1,53,1219.0756900310516
