n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_tsfc.graph_0.wloa_semantic_type,kernel_weight.f0_tsfc.sizing,kernel_weight.f0_tsfc.interaction.graph_0_wloa_semantic_type_sizing,kernel_weight.g0_jet_mach.graph_0.wloa_semantic_type,kernel_weight.g0_jet_mach.sizing,kernel_weight.g0_jet_mach.interaction.graph_0_wloa_semantic_type_sizing,kernel_weight.g1_pr.graph_0.wloa_semantic_type,kernel_weight.g1_pr.sizing,kernel_weight.g1_pr.interaction.graph_0_wloa_semantic_type_sizing,kernel_weight.g2_pr.graph_0.wloa_semantic_type,kernel_weight.g2_pr.sizing,kernel_weight.g2_pr.interaction.graph_0_wloa_semantic_type_sizing,kernel_weight.g3_pr.graph_0.wloa_semantic_type,kernel_weight.g3_pr.sizing,kernel_weight.g3_pr.interaction.graph_0_wloa_semantic_type_sizing,kernel_weight.g4_pr_perc_sum.graph_0.wloa_semantic_type,kernel_weight.g4_pr_perc_sum.sizing,kernel_weight.g4_pr_perc_sum.interaction.graph_0_wloa_semantic_type_sizing,kernel_diagnostics.f0_tsfc.graph_0.wloa_semantic_type.depth,kernel_diagnostics.f0_tsfc.graph_0.wloa_semantic_type.num_levels,kernel_diagnostics.g0_jet_mach.graph_0.wloa_semantic_type.depth,kernel_diagnostics.g0_jet_mach.graph_0.wloa_semantic_type.num_levels,kernel_diagnostics.g1_pr.graph_0.wloa_semantic_type.depth,kernel_diagnostics.g1_pr.graph_0.wloa_semantic_type.num_levels,kernel_diagnostics.g2_pr.graph_0.wloa_semantic_type.depth,kernel_diagnostics.g2_pr.graph_0.wloa_semantic_type.num_levels,kernel_diagnostics.g3_pr.graph_0.wloa_semantic_type.depth,kernel_diagnostics.g3_pr.graph_0.wloa_semantic_type.num_levels,kernel_diagnostics.g4_pr_perc_sum.graph_0.wloa_semantic_type.depth,kernel_diagnostics.g4_pr_perc_sum.graph_0.wloa_semantic_type.num_levels,run,seed,runtime_sec
175,0.1533804668094971,0.2054488282105909,33.178803213060306,24.77006254707514,6.793498614968927,6.64011814815943,175,6.793498614968927,73.0,,,38.66305621899664,319.4433218697086,2595.9829609999438,52002,0.0499208292181059,0.0059313042550632,0.5373642487071444,0.4567044470377923,0.1137483354986585,0.8851141811463549,0.0011374833549865,0.0086580993116463,0.508405719820348,0.4829361808680056,0.0080586392865656,0.3075321217508479,0.6844092389625864,0.1464372010692224,0.8520984269200854,0.0014643720106922,0.0086066296340518,0.5052957715126033,0.4860975988533447,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
185,0.1533804668094971,0.2054488282105909,35.23329149516621,26.303867215170108,6.793498614968927,6.64011814815943,185,6.793498614968927,83.0,,,38.03077738173306,293.51767909526825,2877.196316000074,57347,0.0501716971419616,0.3135517711295673,0.6558011303653548,0.0306470985050778,0.2241288433240024,0.7736298682427576,0.00224128843324,0.2913196986429767,0.0029131969864297,0.7057671043705934,0.1866281664976592,0.3596749856903456,0.453696847811995,0.0474520895506493,0.9475092287089764,0.0050386817403742,0.0081833682445123,0.3010245321741789,0.6907920995813087,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
195,0.1533804668094971,0.2054488282105909,37.28777977727212,27.83767188326508,6.793498614968927,6.64011814815943,195,6.793498614968927,86.0,,,42.53286310099065,411.5938268760219,3264.153907582164,63205,0.0516439191137119,0.008125777364202,0.3006708253751864,0.6912033972606114,0.2460893849948629,0.7514497211551885,0.0024608938499486,0.0083416146021142,0.2435188788386513,0.7481395065592344,0.0080951758995511,0.296884086161172,0.6950207379392769,0.1310531873021561,0.8642674228111318,0.004679389886712,0.0080955585590647,0.2505871734503738,0.7413172679905613,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
205,0.1261609639805012,0.1689890685226917,39.15996926093853,29.235379037215072,6.766279112139931,6.64011814815943,205,6.766279112139931,95.0,,,38.89504266064614,298.5237667206675,3552.814624165185,68451,0.0519030346403293,0.0086127170106413,0.5207244482386009,0.4706628347507577,0.0082818176277845,0.2492725279835964,0.7424456543886189,0.0153318604200359,0.2137590322193819,0.770909107360582,0.0080964491759351,0.3043646970318809,0.687538853792184,0.2212487974151593,0.7765387146106891,0.0022124879741515,0.0099005057621173,9.900505762117325e-05,0.9900004891802614,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
215,0.1261609639805012,0.1689890685226917,40.84985994616545,30.496988677020084,6.766279112139931,6.64011814815943,215,6.766279112139931,105.0,,,40.906383720226586,335.7048529526219,3874.699038954452,73859,0.0524607568333507,0.008652394357633,0.5310134488926802,0.4603341567496868,0.1765233123737783,0.8065479450041745,0.0169287426220471,0.0156797572018835,0.2036218379469309,0.7806984048511855,0.0059058684820407,0.5366557267233177,0.4574384047946416,0.0125381822543682,0.639310507406608,0.3481513103390237,0.014594391705591,0.2871879895148747,0.6982176187795343,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
225,0.1261609639805012,0.1689890685226917,42.539750631392366,31.758598316825097,6.766279112139931,6.64011814815943,225,6.766279112139931,113.0,,,38.36878193542361,311.95868195034564,4174.86525766924,79182,0.0527249281107984,0.0086285346487343,0.5306535610024578,0.4607179043488077,0.008768319829653,0.8205172101926708,0.1707144699776761,0.0151467049583609,0.2319483142599756,0.7529049807816636,0.0081191879546345,0.2970511734023026,0.6948296386430628,0.175327985668068,0.8229187344752513,0.0017532798566806,0.0083207842239289,0.2622286114018519,0.729450604374219,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
235,0.1261609639805012,0.1689890685226917,44.22964131661928,33.02020795663011,6.766279112139931,6.64011814815943,235,6.766279112139931,123.0,,,40.33944413904101,363.7986597437412,4525.305562461726,84574,0.0535070537335555,0.9365240178220374,0.0508060720144871,0.0126699101634752,0.0153497686355438,0.2435821830203122,0.741068048344144,0.3275242467302398,0.0032752424673023,0.6692005108024577,0.2831055005162596,0.079344411610614,0.6375500878731264,0.0068891039527484,0.5497732143992565,0.4433376816479949,0.0082331364742004,0.2683823838139945,0.7233844797118051,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
245,0.1193522642654354,0.1598690064496283,45.87393169148088,34.24777409785979,6.759470412424865,6.64011814815943,245,6.759470412424865,133.0,,,40.03204694390297,401.1713670408353,4910.986484603025,90049,0.0545368242246224,0.0069334992891498,0.5497039332534249,0.4433625674574253,0.0155024780095327,0.2135555363222703,0.7709419856681969,0.0081821773884825,0.2927515589399929,0.6990662636715245,0.0080759887811146,0.3084466176363676,0.6834773935825177,0.0126130039479601,0.6343208432960199,0.35306615275602,0.0085871739630199,0.5100790730373007,0.4813337529996792,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
255,0.1193522642654354,0.1598690064496283,47.47262175597716,35.44129674051415,6.759470412424865,6.64011814815943,255,6.759470412424865,143.0,,,41.334814296104014,398.5025257738307,5294.73581222631,95493,0.0554463239423445,0.3057135493652537,0.5495961828129645,0.1446902678217818,0.0069515794617375,0.552221651636516,0.4408267689017465,0.4054708902552414,0.0040547089025524,0.590474400842206,0.2332720632083743,0.2716635636591042,0.4950643731325212,0.0127618657048055,0.6266872113511237,0.3605509229440707,0.015321391459545,0.1427628033037114,0.8419158052367435,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
265,0.1193522642654354,0.1598690064496283,49.07131182047344,36.634819383168505,6.759470412424865,6.64011814815943,265,6.759470412424865,153.0,,,41.24643357284367,431.14458692260087,5709.065176461823,101020,0.0565142068547002,0.8331159878964253,0.1512770698771773,0.0156069422263975,0.008299397530007,0.2403053240858601,0.7513952783841328,0.6415339586514808,0.0064153395865147,0.3520507017620043,0.7431332904478212,0.0074313329044781,0.2494353766477005,0.0081886588087765,0.3013406377557005,0.690470703435523,0.0151265332306733,0.2263621764477977,0.7585112903215289,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
275,0.0841492560239034,0.1127155654466524,50.43423467995484,37.6523269846152,6.724267404183333,6.64011814815943,275,6.724267404183333,163.0,,,42.741913446225226,398.0443177977577,6093.015971226618,106434,0.0572468945189189,0.0081999916473138,0.3049248549345472,0.686875153418139,0.0057988431923654,0.5503068987303742,0.4438942580772603,0.0080916442214217,0.2955862207277548,0.6963221350508235,0.0080992165254483,0.298404513702394,0.6934962697721576,0.0080333397675426,0.311923646959811,0.6800430132726463,0.0153170224830518,0.2367762905163778,0.7479066870005703,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
285,0.0841492560239034,0.1127155654466524,51.56139033442137,38.49381954485423,6.724267404183333,6.64011814815943,285,6.724267404183333,173.0,,,43.80467359162867,271.675112628378,6359.379071511328,111490,0.0570399055656231,0.0081034785429078,0.3026523767510262,0.689244144706066,0.0069301078149465,0.5523678485007573,0.4407020436842961,0.0151201007264772,0.2206213732220597,0.7642585260514629,0.0081562525925537,0.3041369086233558,0.6877068387840903,0.0081910860425865,0.2988737290252287,0.6929351849321846,0.0153828885053129,0.2328230368855768,0.75179407460911,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
295,0.0841492560239034,0.1127155654466524,52.688545988887896,39.33531210509327,6.724267404183333,6.64011814815943,295,6.724267404183333,177.0,,,50.58513080980629,293.4129966944456,6645.583848412149,116623,0.0569834753728865,0.0087540858151592,0.5174052002697235,0.4738407139151172,0.0082946722427271,0.240066662215074,0.7516386655421988,0.0086645888881359,0.5046163876896789,0.4867190234221851,0.0082662771916229,0.301553477439267,0.6901802453691102,0.0081051030239457,0.2993616506498968,0.6925332463261574,0.0085492866725096,0.5166320449130166,0.4748186684144738,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
305,0.0841492560239034,0.1127155654466524,53.81570164335442,40.1768046653323,6.724267404183333,6.64011814815943,305,6.724267404183333,186.0,,,45.46138031408191,411.1706379884854,7043.142037176527,122020,0.0577212099424399,0.0087118763440233,0.5185222132568014,0.4727659103991751,0.0084960933028434,0.5133312513908728,0.4781726553062837,0.0081052180382254,0.3012957324698385,0.6905990494919361,0.0082494151201057,0.319563814864822,0.6721867700150722,0.0080911979345822,0.3047572757302364,0.6871515263351814,0.0081353073199527,0.3109567757748559,0.6809079169051914,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,52,8346.038519859314
