fit_index,output,epoch,mse,rmse,mse_scaled,rmse_scaled
1,f0_cost,1,0.49135694801807406,0.7009685784812855,0.49135694801807406,0.7009685784812855
1,f0_cost,2,0.1095926571637392,0.33104781703515157,0.1095926571637392,0.33104781703515157
1,f0_cost,3,0.05019947234541178,0.22405238750214598,0.05019947234541178,0.22405238750214598
1,f0_cost,4,0.040437958762049676,0.20109191620264022,0.040437958762049676,0.20109191620264022
1,f0_cost,5,0.014316919585689902,0.11965333085915286,0.014316919585689902,0.11965333085915286
1,f0_cost,6,0.012056045141071082,0.10980002341106801,0.012056045141071082,0.10980002341106801
1,f0_cost,7,0.011157277063466609,0.10562801268350461,0.011157277063466609,0.10562801268350461
1,f0_cost,8,0.007834027893841267,0.08851004402801564,0.007834027893841267,0.08851004402801564
1,f0_cost,9,0.006664429069496691,0.08163595451451947,0.006664429069496691,0.08163595451451947
1,f0_cost,10,0.00726898128632456,0.08525832092133037,0.00726898128632456,0.08525832092133037
1,f1_payload_mass,1,0.730482879281044,0.8546829115414933,0.730482879281044,0.8546829115414933
1,f1_payload_mass,2,0.29248320683836937,0.540817165813336,0.29248320683836937,0.540817165813336
1,f1_payload_mass,3,0.1420229196548462,0.37685928362566073,0.1420229196548462,0.37685928362566073
1,f1_payload_mass,4,0.09454096127301455,0.30747513927635606,0.09454096127301455,0.30747513927635606
1,f1_payload_mass,5,0.0866691779345274,0.29439629402308615,0.0866691779345274,0.29439629402308615
1,f1_payload_mass,6,0.09580172896385193,0.30951854381256694,0.09580172896385193,0.30951854381256694
1,f1_payload_mass,7,0.08123541921377182,0.28501827873624497,0.08123541921377182,0.28501827873624497
1,f1_payload_mass,8,0.07282090056687593,0.26985347981242697,0.07282090056687593,0.26985347981242697
1,f1_payload_mass,9,0.07608842849731445,0.2758413103530986,0.07608842849731445,0.2758413103530986
1,f1_payload_mass,10,0.07515779342502356,0.27414921744375553,0.07515779342502356,0.27414921744375553
1,g0_delta_delta_v,1,0.681329607963562,0.8254269246659949,0.681329607963562,0.8254269246659949
1,g0_delta_delta_v,2,0.28578025549650193,0.5345841893439255,0.28578025549650193,0.5345841893439255
1,g0_delta_delta_v,3,0.16753247156739234,0.40930730700464213,0.16753247156739234,0.40930730700464213
1,g0_delta_delta_v,4,0.13820879012346268,0.37176442826535017,0.13820879012346268,0.37176442826535017
1,g0_delta_delta_v,5,0.14689092487096786,0.3832635188365413,0.14689092487096786,0.3832635188365413
1,g0_delta_delta_v,6,0.16485954225063323,0.40602899188436437,0.16485954225063323,0.40602899188436437
1,g0_delta_delta_v,7,0.13878398686647414,0.37253722883287,0.13878398686647414,0.37253722883287
1,g0_delta_delta_v,8,0.13054191879928112,0.36130585215199756,0.13054191879928112,0.36130585215199756
1,g0_delta_delta_v,9,0.1353822849690914,0.367943317603529,0.1353822849690914,0.367943317603529
1,g0_delta_delta_v,10,0.14797178506851197,0.3846710088744822,0.14797178506851197,0.3846710088744822
1,g1_structural_constraint,1,0.19226768463850022,0.4384833915195651,0.19226768463850022,0.4384833915195651
1,g1_structural_constraint,2,0.1780901312828064,0.4220072644905611,0.1780901312828064,0.4220072644905611
1,g1_structural_constraint,3,0.10781420767307281,0.3283507388039089,0.10781420767307281,0.3283507388039089
1,g1_structural_constraint,4,0.062171143107116224,0.24934141875572183,0.062171143107116224,0.24934141875572183
1,g1_structural_constraint,5,0.07186722103506327,0.26808062413211303,0.07186722103506327,0.26808062413211303
1,g1_structural_constraint,6,0.0902664752677083,0.30044379718627623,0.0902664752677083,0.30044379718627623
1,g1_structural_constraint,7,0.07561131808906793,0.27497512267306645,0.07561131808906793,0.27497512267306645
1,g1_structural_constraint,8,0.05888090971857309,0.24265388873573218,0.05888090971857309,0.24265388873573218
1,g1_structural_constraint,9,0.05942639838904142,0.24377530307445303,0.05942639838904142,0.24377530307445303
1,g1_structural_constraint,10,0.05341839548200369,0.23112419925659816,0.05341839548200369,0.23112419925659816
1,g2_volume_constraint,1,0.47788904681801797,0.691295195135926,0.47788904681801797,0.691295195135926
1,g2_volume_constraint,2,0.16124555468559265,0.4015539250033458,0.16124555468559265,0.4015539250033458
1,g2_volume_constraint,3,0.06460854038596153,0.25418210083709974,0.06460854038596153,0.25418210083709974
1,g2_volume_constraint,4,0.048070586286485195,0.21925005424511346,0.048070586286485195,0.21925005424511346
1,g2_volume_constraint,5,0.02971084862947464,0.1723683515889,0.02971084862947464,0.1723683515889
1,g2_volume_constraint,6,0.02980239186435938,0.1726336927264182,0.02980239186435938,0.1726336927264182
1,g2_volume_constraint,7,0.020842160610482097,0.14436814264401304,0.020842160610482097,0.14436814264401304
1,g2_volume_constraint,8,0.017745961807668208,0.13321397001691754,0.017745961807668208,0.13321397001691754
