n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_cost.graph_0.esp_semantic_type,kernel_weight.f0_cost.sizing,kernel_weight.f0_cost.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.f1_payload_mass.graph_0.esp_semantic_type,kernel_weight.f1_payload_mass.sizing,kernel_weight.f1_payload_mass.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g0_delta_delta_v.graph_0.esp_semantic_type,kernel_weight.g0_delta_delta_v.sizing,kernel_weight.g0_delta_delta_v.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g1_structural_constraint.graph_0.esp_semantic_type,kernel_weight.g1_structural_constraint.sizing,kernel_weight.g1_structural_constraint.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g2_volume_constraint.graph_0.esp_semantic_type,kernel_weight.g2_volume_constraint.sizing,kernel_weight.g2_volume_constraint.interaction.graph_0_esp_semantic_type_sizing,kernel_diagnostics.f0_cost.graph_0.esp_semantic_type.sigma,kernel_diagnostics.f1_payload_mass.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g0_delta_delta_v.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g1_structural_constraint.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g2_volume_constraint.graph_0.esp_semantic_type.sigma,run,seed,runtime_sec
490,0.12394511229253317,0.7053760654386075,0.8051733690847775,0.2855687644060181,142.39181789856454,61.80217187158017,0.3397891617700668,1.0919407158939276,490,8.457774378399955,480.0,,,422.7490421999246,331.1511717122048,10569.913818419911,216080,0.0489166689116064,0.010815833345340179,0.13331202720427232,0.8558721394503874,0.007304687343671491,0.5773313712736764,0.415363941382652,0.01136237244251457,0.12080180785034016,0.8678358197071453,0.008787204652868984,0.7620054026735481,0.2292073926735829,0.010833175413119468,0.14881485151354032,0.8403519730733402,20.000000000000004,20.000000000000004,12.681263335748872,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
500,0.12394511229253317,0.7053760654386075,0.8051733690847775,0.2855687644060181,145.2475055426247,63.0416229945055,0.3397891617700668,1.0919407158939276,500,8.457774378399955,490.0,,,426.4979175236076,305.97171691060066,10871.186939060688,221878,0.048996236395950424,0.010905083816985071,0.12544637129014152,0.8636485448928733,0.007278128453260376,0.5843991609532475,0.4083227105934922,0.011190415120207128,0.13257017310071598,0.8562394117790768,0.008511084688063313,0.7518978734937518,0.23959104181818486,0.011375816961945166,0.11413590695710839,0.8744882760809465,19.999999999999993,20.000000000000004,11.777279658327632,20.000000000000025,20.000000000000004,1,2001,44517.27482485771
510,0.1227382341984648,0.7063478115396832,0.8051733690847775,0.28278812481695254,148.08928998873955,64.27503972696049,0.33542806028793215,1.018189860259371,510,8.457774378399955,500.0,,,436.0811551036313,389.0766949849203,11255.620104801841,228117,0.04934143489876616,0.011862219026350212,0.11181350554608019,0.8763242754275696,0.016794160168245365,0.946392454345227,0.036813385486527656,0.005808583285056728,0.5408417361921735,0.4533496805227698,0.008799136817715608,0.7625772297002643,0.22862363348202,0.011192223042562491,0.11734751825751415,0.8714602586999234,20.000000000000004,0.0040048374661223905,9.337494987570082,19.999999999999993,20.000000000000004,1,2001,44517.27482485771
520,0.1227382341984648,0.7063478115396832,0.8051733690847775,0.28278812481695254,150.91717123690907,65.50242206894514,0.33542806028793215,1.018189860259371,520,8.457774378399955,510.0,,,456.57768712192774,452.7911734133959,11703.759490169585,234456,0.04991878855806456,0.011666221004746409,0.10129754394866303,0.8870362350465906,0.007306488916513923,0.5866797400270314,0.40601377105645464,0.013666948228647485,0.5064247349059225,0.47990831686542984,0.0072596537280050066,0.5803745341681251,0.41236581210386997,0.011237526521114226,0.1198924476828613,0.8688700257960246,20.000000000000004,20.000000000000004,15.493122738635323,19.99999999999994,20.000000000000004,1,2001,44517.27482485771
530,0.12055556566370729,0.7081052381174092,0.8051733690847775,0.277759270148545,153.71990821173657,66.718891068256,0.33078551505535303,0.9936232055719191,530,8.457774378399955,520.0,,,485.5062534706667,239.50978808198124,11938.147703643888,239916,0.049759697992813684,0.011314523156665496,0.11129461140197486,0.8773908654413597,0.008340027622336642,0.779903122445223,0.21175684993244032,0.011252650673515087,0.1426784973072041,0.8460688520192807,0.007254184972390825,0.5820614890395212,0.41068432598808813,0.011194122668047663,0.1256743314290631,0.8631315459028892,20.000000000000004,20.000000000000004,19.467824808787977,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
540,0.12055232222239884,0.708107849649975,0.8051733690847775,0.27775179728003296,156.49746354887947,67.92443050768652,0.3307699091876328,1.0048210749065887,540,8.457774378399955,530.0,,,492.66327216662467,253.44757934845984,12186.82013586536,245199,0.04970175300823152,0.52199744805697,0.005219974480569707,0.4727825774624603,0.07095211132215103,0.8961014079425527,0.03294648073529629,0.010620275166077555,0.2671311999097564,0.722248524924166,0.08127838867686535,0.8899086774998403,0.028812933823294456,0.01108652490913331,0.12762028589455715,0.8612931891963095,20.000000000000004,20.000000000000014,18.011668263576833,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
550,0.12054859464208736,0.7081108509983729,0.8051733690847775,0.2777432089582824,159.27493858007105,69.12993509200895,0.33073686556224685,1.0156044607387906,550,8.457774378399955,540.0,,,505.6869939798489,379.27501613181084,12561.381615323946,251276,0.04999037558431345,0.011325796654783091,0.11501492810941767,0.8736592752357993,0.007545891032640524,0.5928376500675311,0.39961645889982833,0.007403064486309908,0.5828183134969032,0.40977862201678705,0.007113715015733341,0.5719020590612479,0.42098422592301876,0.011224389882614285,0.13352110958266383,0.855254500534722,20.000000000000004,20.000000000000004,16.946961316926657,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
560,0.12054575961114085,0.7081131336897916,0.8051733690847775,0.2777366770646928,162.05233801018593,70.3354068632751,0.330719864703684,1.0260242527018777,560,8.457774378399955,550.0,,,516.4725707434118,507.7011163132265,13064.306888552383,257797,0.050676721950031936,0.011278863983616418,0.10494892841272606,0.8837722076036575,0.007366601884274761,0.5846700097815676,0.4079633883341576,0.008629622548428487,0.8056943786531429,0.1856759987984286,0.017756766343818953,0.9582013656503676,0.024041868005813427,0.011194073608270782,0.12238141886623614,0.866424507525493,20.000000000000004,20.000000000000004,12.689132871966784,0.0007908334864989687,20.000000000000004,1,2001,44517.27482485771
570,0.12004214603698576,0.7085186299280108,0.8051733690847775,0.2765763545360389,164.8239031681896,71.53834639151573,0.30191054284773083,1.032385145643778,570,8.457774378399955,560.0,,,505.1631446313113,352.42799768410623,13412.013003089465,263637,0.05087302997337045,0.011154836764733812,0.12321240519431778,0.8656327580409484,0.007287639021266076,0.5768299324753219,0.4158824285034121,0.011004863132106758,0.248717886998275,0.7402772498696182,0.007298418656226926,0.5845260493756522,0.40817553196812084,0.011207556578823032,0.1231653163773535,0.8656271270438235,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
580,0.119835562399635,0.7086849655712943,0.8051733690847775,0.27610038712616214,167.5872868765006,72.73773493369883,0.29390219547780355,1.0500866538569704,580,8.457774378399955,570.0,,,550.8252155780792,282.55862264707685,13692.010033469647,267093,0.05126308077512195,0.010922951099885784,0.13607821452746002,0.8529988343726542,0.007432005284011513,0.576168058977162,0.41639993573882655,0.018711107217030874,0.34518750066710796,0.6361013921158611,0.017389534916812957,0.96793427980453,0.01467618527865715,0.0112607388597656,0.12368181072385362,0.8650574504163808,20.000000000000025,19.99999999999994,20.000000000000004,0.00015375982901612263,20.000000000000004,1,2001,44517.27482485771
590,0.11983383117994421,0.7086863595032854,0.8051733690847775,0.27609639840680994,170.34827080416545,73.93608190159672,0.29386332902705664,1.0471496265910303,590,8.457774378399955,580.0,,,575.5336613189429,315.21951395086944,14002.465310514905,272754,0.051337341745730236,0.4231114301719431,0.012418469028707293,0.5644701007993495,0.007409467843848355,0.5820570588985015,0.4105334732576502,0.007070126975898872,0.5809702686042238,0.4119596044198773,0.007433034428031471,0.5870598439989767,0.4055071215729918,0.011151014771445287,0.12398634653661686,0.8648626386919379,20.000000000000004,20.000000000000004,17.428525567200946,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
600,0.11981313701355752,0.7087030218949554,0.8051733690847775,0.27604871917673657,173.10899639208318,75.13431674256424,0.2937195060436118,1.0421783148818722,600,8.457774378399955,590.0,,,588.205849497579,238.4850605931133,14237.408955848776,276875,0.05142179306852831,0.011381873872302063,0.10711945414586473,0.8814986719818333,0.007309961221415888,0.5737561371457763,0.4189339016328079,0.011034721255665165,0.2456885963672818,0.7432766823770531,0.007380856439872824,0.5888645023413757,0.40375464121875154,0.011295498433467886,0.12514082243536262,0.8635636791311695,20.000000000000004,20.000000000000004,19.999751385260577,20.000000000000025,20.000000000000025,1,2001,44517.27482485771
610,0.11978929172137343,0.7087222214892,0.8051733690847775,0.27599377977251194,175.86920888682943,76.3323288862389,0.29275789708398864,1.0219098735028158,610,8.457774378399955,600.0,,,604.8948323680088,315.84452928509563,14548.029177661054,282590,0.05148104737485776,0.01145959455056892,0.10746713869241532,0.8810732667570157,0.015350959399779126,0.807409679069748,0.17723936153047276,0.011219019351850806,0.11830899080875075,0.8704719898393986,0.0176977039350551,0.973903697428863,0.008398598636081871,0.011579157040730495,0.10427020983927422,0.8841506331199953,20.000000000000004,20.000000000000004,20.000000000000004,0.0006168725628199338,20.000000000000014,1,2001,44517.27482485771
620,0.11978140474846297,0.7087285718697502,0.8051733690847775,0.2759756082361981,178.62905582687299,77.53018236858809,0.2930371604132536,1.040038907148513,620,8.457774378399955,610.0,,,620.2146493373439,340.13469877280295,14884.030001130886,287869,0.05170417794597851,0.011356716486052559,0.1121906874591042,0.8764525960548433,0.007333775359502946,0.5839405907616606,0.40872563387883637,0.011599522584306896,0.11520553584907554,0.8731949415666175,0.007346796630947202,0.5814157916455369,0.4112374117235158,0.011310586837096476,0.11488427891558871,0.8738051342473148,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000014,1,2001,44517.27482485771
630,0.11977809492321975,0.7087312368528924,0.8051733690847775,0.27596798241951503,181.38877378015155,78.7279798669465,0.2927732612807688,1.0287651441097454,630,8.457774378399955,620.0,,,663.1531632989645,299.7490844260901,15179.474607815035,293442,0.051729045630192795,0.011407230589624012,0.1084330578332462,0.8801597115771297,0.007391451112442023,0.5821410871534123,0.41046746173414583,0.011240414434200867,0.12889231106289634,0.8598672745029029,0.007424651931797746,0.5889702043085219,0.40360514375968043,0.011537172872749798,0.11836924259894345,0.8700935845283068,20.000000000000004,20.000000000000004,20.000000000000004,19.999999999999993,20.000000000000004,1,2001,44517.27482485771
640,0.11977809492321975,0.7087312368528924,0.8051733690847775,0.27596798241951503,184.1484536043467,79.9257608161787,0.2927732612807688,1.0287651441097454,640,8.457774378399955,630.0,,,650.0300545059144,269.39060185849667,15443.94906316232,298914,0.05166686425915922,0.011438252308605817,0.10715084193158744,0.8814109057598067,0.007378704951344232,0.5795674759420758,0.41305381910658,0.012205695337552338,0.09617896954475334,0.8916153351176943,0.007342566576883295,0.5798067090445244,0.4128507243785923,0.011665958719330663,0.11307851163788328,0.8752555296427862,20.000000000000014,20.000000000000004,20.000000000000004,20.000000000000004,20.000000000000004,1,2001,44517.27482485771
650,0.11924024818426272,0.7091642967237497,0.8051733690847775,0.27472878689302055,186.9019374509094,81.12085253171611,0.29201627000937624,0.9915217809211416,650,8.457774378399955,640.0,,,664.0004930365831,354.5528561063111,15793.592875410803,304774,0.051820669989601484,0.011416387740847564,0.10967624178092261,0.8789073704782299,0.016880200272677937,0.9732185056268453,0.00990129410047669,0.011373437731747977,0.12233812469661273,0.8662884375716393,0.018060493570120628,0.977586252635703,0.0043532537941764465,0.011454631878474193,0.1059203677528658,0.8826250003686601,20.000000000000004,0.004755202536721929,20.000000000000004,0.0001868342953214561,20.000000000000004,1,2001,44517.27482485771
660,0.1192402289825525,0.7091643121844554,0.8051733690847775,0.27472874265240016,189.6492250986365,82.31325491755018,0.292015028371375,0.9935767262803634,660,8.457774378399955,650.0,,,693.2544671082869,342.6372722592205,16131.628806698136,310468,0.05195907084368803,0.011378429791652147,0.11209977318867868,0.8765217970196691,0.007211112195535701,0.5839951587986606,0.40879372900580385,0.02168914393335677,0.3196064575372334,0.6587043985294099,0.0166095369503321,0.9796135383176016,0.0037769247320662996,0.01112158608609694,0.11883458880322673,0.8700438251106763,20.000000000000004,20.000000000000004,20.000000000000004,0.00010455958011978054,20.000000000000004,1,2001,44517.27482485771
670,0.11923482591754297,0.7091686625885125,0.8051733690847775,0.2747162940243725,192.39645028202037,83.50563019205066,0.29185943393262975,0.9904337935320806,670,8.457774378399955,660.0,,,671.3181492108852,310.07372055668384,16436.733161000535,315999,0.05201514296247942,0.011339275510137393,0.10025214514256404,0.8884085793472986,0.017570560657082856,0.9764570245120756,0.005972414830841532,0.0072391642868484445,0.5951681237911752,0.3975927119219765,0.017213645583569113,0.9789799698675923,0.003806384548838657,0.011308356066337706,0.11632918011085237,0.8723624638228099,19.792324790141983,0.006324221810338831,17.60850982354441,0.0004505026048354258,20.000000000000004,1,2001,44517.27482485771
680,0.11855330221368703,0.7097174073252573,0.8051733690847775,0.27314606766833666,195.13576209048392,84.69457083270682,0.2914943766032971,0.9646929117134198,680,8.457774378399955,670.0,,,698.4085456114262,399.3184821065515,16831.94069942925,321978,0.05227667946079934,0.019917177902508732,0.34423965197404616,0.6358431701234452,0.017098158686627965,0.973646833280728,0.009255008032644124,0.007306259382612679,0.6110434225229939,0.3816503180943934,0.01656094369376457,0.9797046539617762,0.0037344023444592315,0.011411833925506551,0.1016988936755435,0.8868892723989499,20.000000000000004,0.0006763831156649064,16.83944752178278,0.002600475675899202,20.000000000000004,1,2001,44517.27482485771
690,0.11855250655700232,0.7097180479668308,0.8051733690847775,0.2731442344803058,197.86721360122712,85.88009987656027,0.2914863685337237,0.9727592107099824,690,8.457774378399955,680.0,,,688.3539088778198,450.7277761474252,17277.838136201724,328094,0.05266124383927083,0.011260737435436234,0.10218641501580579,0.8865528475487581,0.007179339149607472,0.587859472031542,0.4049611888188505,0.007299427866667167,0.6088616870627849,0.383838885070548,0.01702584966963283,0.978924163126199,0.004049987204168177,0.011304578665346867,0.11513863181387604,0.8735567895207771,20.000000000000004,20.000000000000004,18.28736986679618,0.00013209746117446439,20.000000000000004,1,2001,44517.27482485771
700,0.11851793780095012,0.7097458818086064,0.8051733690847775,0.2730645882823211,200.59825771504026,87.06545209835002,0.2905503862900821,0.9803823977834877,700,8.457774378399955,690.0,,,727.8867249684408,302.4244805313647,17575.784438898787,333696,0.05267004830414145,0.01135835310968006,0.10862516468521342,0.8800164822051064,0.016978488990390703,0.97558828330523,0.007433227704379309,0.011078694234812347,0.1499836928291502,0.8389376129360374,0.016940833416403622,0.9801093022023338,0.00294986438126254,0.011382505944856083,0.11084330640686806,0.8777741876482759,20.000000000000004,0.0013085538631769868,20.000000000000004,0.000236478348117173,20.000000000000004,1,2001,44517.27482485771
710,0.11851760473908775,0.7097461499811483,0.8051733690847775,0.27306382090987097,203.32889976100122,88.25062981105022,0.2905843439922726,0.9803833963357295,710,8.457774378399955,700.0,,,740.7854206953198,337.92043022532016,17906.330561824143,339490,0.052744795315986165,0.011302186670935086,0.10404598445641702,0.8846518288726479,0.017367112263291126,0.9733495213043468,0.009283366432362083,0.01188538268871481,0.10228254584780247,0.8858320714634828,0.01679549703938846,0.9792028486288543,0.004001654331757254,0.011152366582990368,0.11988941027437276,0.8689582231426369,20.000000000000014,0.0024017434127158372,20.000000000000004,0.00039161111451358496,20.000000000000004,1,2001,44517.27482485771
720,0.11851760473908775,0.7097461499811483,0.8051733690847775,0.27306382090987097,206.05953797009994,89.4358058584411,0.2905843439922726,0.9803833963357295,720,8.457774378399955,710.0,,,745.0407823426649,343.48511383961886,18245.285449168645,345371,0.052828076037561476,0.01112239265857919,0.11068535013121004,0.8781922572102108,0.0171674032691577,0.9752475818804017,0.007585014850440557,0.014822099366286947,0.803608471547965,0.18156942908574816,0.017155729486336452,0.9782206294316044,0.004623641082059156,0.011357959280213735,0.1059441168991364,0.8826979238206498,20.000000000000004,0.0027043778114721937,13.219766341242028,0.01384250005913351,20.000000000000004,1,2001,44517.27482485771
730,0.11822331852955227,0.7099831013999551,0.8051733690847775,0.2723857873215804,208.7867860112572,90.6195104747843,0.27598084818650975,0.9730401742859349,730,8.457774378399955,720.0,,,750.2521041510627,323.3541367966682,18564.133392307907,351074,0.05287812083010393,0.011368391094417268,0.10516895103739404,0.8834626578681888,0.017557264380061662,0.9751947450871504,0.007247990532788007,0.011247870779941906,0.12328265416169398,0.865469475058364,0.01697834078248102,0.9791497949343837,0.003871864283135262,0.011414042746955937,0.0994285206480625,0.8891574366049816,19.999999999999993,0.0005536965833177678,20.000000000000004,0.0005539063590035493,20.000000000000004,1,2001,44517.27482485771
740,0.11822073537492316,0.7099851812872707,0.8051733690847775,0.27237983574945257,211.51061412661235,91.80173074430668,0.2759281180112885,0.969587381222175,740,8.457774378399955,730.0,,,780.7062734086066,366.06105159409344,18925.50926016085,356979,0.05301574955434591,0.011678533252360908,0.09994278297478588,0.8883786837728532,0.016674601089876947,0.947608161756495,0.03571723715362811,0.021229598750493222,0.3381695486779727,0.640600852571534,0.016642724535257437,0.9776608957449426,0.005696379719799984,0.011553912024380384,0.12869850178524952,0.8597475861903701,20.000000000000004,0.0003943860858114234,20.000000000000004,0.0002467864066719998,20.000000000000004,1,2001,44517.27482485771
750,0.11792022506631714,0.7102271441848957,0.8051733690847775,0.271687461875787,214.23095061473856,92.98243554651289,0.27555621323921126,0.9442881437770908,750,8.457774378399955,740.0,,,796.4557766644284,340.8526575900614,19261.965253000148,362790,0.0530939806857966,0.011168714151578274,0.1126352440589153,0.8761960417895065,0.01724881837722666,0.9772349307661088,0.005516250856664478,0.007651263862736366,0.5999580898380109,0.39239064629925285,0.01644451705495115,0.9796592872359756,0.0038961957090733034,0.01136345872208839,0.11009299647537811,0.8785435448025335,20.000000000000004,0.0003650119446240337,18.214192770612573,0.00013264658873335494,20.000000000000004,1,2001,44517.27482485771
