x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,f0,g0,g1,g2,g3,g4,run,seed
1.0,0.0,0.0,1.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.9106342131271958,0.731756430119276,0.5,3649.5432695373893,19683.91569890082,10500.0,21.809532772316903,0.796924482443,-11.477486645003113,0.5390057146398544,0.0,-0.21459485590457916,1,53
1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.09067386202514172,0.16959052067250013,0.5,18628.36031243205,6247.396660968661,10500.0,35.19461198736362,0.4403877792078781,-10.847693835379596,-13.448888348321097,0.0,-0.6643275834619999,1,53
1.0,0.0,0.0,1.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.20553248468786478,0.05147282127290964,0.5,1506.2473397701979,15315.450778231025,10500.0,,,-5.826419089707054,-13.56044619028781,0.0,-0.7588217429816723,1,53
1.0,0.0,0.0,1.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.7918235640972853,0.6135784294456244,0.5,15909.86514184624,10346.881749108434,10500.0,22.448382907638187,0.817589139762577,-10.137188676698685,-5.182961099769553,0.0,-0.30913725644350054,1,53
1.0,0.0,0.0,1.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.3184889191761613,0.8727683536708355,0.5,6550.328491255641,2476.4698073267937,10500.0,26.579810439190975,0.7791353544725257,-13.172283936186961,-4.134528205630893,0.0,-0.1017853170633316,1,53
1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.6860547941178083,0.3098690686747432,0.5,10870.70578429848,13982.085052877665,10500.0,23.01179251250162,0.8222272869810667,-3.6447758729849085,-11.344534734916753,0.0,-0.5521047450602055,1,53
1.0,0.0,0.0,1.0,1.0,1.0,7.25,1.4500000000000002,3.0,0.016671319492161274,0.6344833998009562,0.5,17181.990697979927,3057.404269464314,10500.0,,,-13.666566955441429,-13.438661223685573,0.0,-0.29241328015923507,1,53
1.0,0.0,0.0,1.0,1.0,0.0,7.25,1.4500000000000002,3.0,0.9782356191426516,0.1965891383588314,0.5,2498.8204715773463,13373.254396952689,10500.0,21.523886684295825,0.7830203358617562,5.592903479991609,-12.148625592085468,0.0,-0.6427286893129349,1,53
1.0,0.0,0.0,2.0,0.0,2.0,7.25,1.4500000000000002,3.0,0.38014470506459475,0.4381931181997061,0.3949044467881322,12141.316071152687,15898.831061087549,2850.5158834159374,,,-13.475791910375634,-10.853689109681856,-11.283051328202848,-0.0335219480097293,1,53
1.0,0.0,0.0,2.0,1.0,2.0,7.25,1.4500000000000002,3.0,0.6229265797883272,0.8752942020073533,0.7193527491763234,7543.850648216903,9735.749523155391,12708.927888423204,,,-11.644218033021275,-11.644218033021277,-11.644218033021277,-0.2333333333333334,1,53
1.0,0.0,0.0,2.0,2.0,0.0,7.25,1.4500000000000002,3.0,0.7376059191301465,0.7747248141095042,0.7613285379484296,14321.543362922966,19100.53368192166,3988.7648010626435,,,-11.45513567740455,-11.45513567740455,-11.45513567740455,-0.2333333333333334,1,53
1.0,0.0,0.0,2.0,0.0,1.0,7.25,1.4500000000000002,3.0,0.26163540966808796,0.337562020868063,0.12441397178918123,10299.269253388047,6858.52715279907,13870.230303145945,27.638683283563243,0.7329816065696402,-11.656930425614448,-12.177525627032553,-13.250233020898447,-0.3304192058742047,1,53
1.0,0.0,0.0,2.0,0.0,0.0,7.25,1.4500000000000002,3.0,0.8506778674200177,0.07844067178666592,0.2987633692100644,19955.687132664025,3441.3858065381646,17536.97756305337,22.105288095315373,0.7807478257030012,-7.8937258400825145,-13.102443028078032,-11.202699524464105,-0.3982367672026158,1,53
1.0,0.0,0.0,2.0,2.0,1.0,7.25,1.4500000000000002,3.0,0.1559935975819826,0.5162751311436296,0.5674469964578748,4660.208219662309,12720.438552089036,7827.443029731512,,,-12.825076558993482,-12.825076558993482,-12.825076558993482,-0.2333333333333334,1,53
1.0,0.0,0.0,2.0,2.0,2.0,7.25,1.4500000000000002,3.0,0.34488891810178757,0.15329151693731546,0.6764292120933533,13862.36531380564,18093.37553475052,4906.855436973274,,,-13.481998912284451,-13.021858591242351,-7.868719570672367,-0.036223416775465034,1,53
0.0,1.0,1.0,0.0,0.0,0.0,4.848376564215869,1.1602596806362273,3.0,0.6499571790918708,0.5,0.5,8383.475190028548,10500.0,10500.0,,0.0,18.94281341131827,0.0,0.0,-0.9,1,53
0.0,1.0,0.0,0.0,0.0,0.0,2.735532463528216,1.5221299371682109,3.0,0.2397322878241539,0.5,0.5,17724.454888142645,10500.0,10500.0,18.209006670985037,-0.0011973470426719368,-5.0007013979643755,0.0,0.0,-0.9,1,53
0.0,1.0,1.0,0.0,0.0,0.0,11.450338431634009,1.2755395455285907,3.0,0.7635219385847449,0.5,0.5,4516.450231894851,10500.0,10500.0,,0.0,21.11917979661635,0.0,0.0,-0.9,1,53
0.0,1.0,0.0,0.0,0.0,0.0,10.778615396469831,1.5981780285947025,3.0,0.8783805593848228,0.5,0.5,15563.070926815271,10500.0,10500.0,,,18.06053143167407,0.0,0.0,-0.9,1,53
0.0,1.0,1.0,0.0,0.0,0.0,3.374300766736269,1.3963736461475493,3.0,0.12092164065688848,0.5,0.5,1742.7667146548629,10500.0,10500.0,,0.0,-9.111687328549085,0.0,0.0,-0.9,1,53
0.0,1.0,0.0,0.0,0.0,0.0,6.803530136588961,1.7126277050934733,3.0,0.5225863382220268,0.5,0.5,11106.932375580072,10500.0,10500.0,10.074806628128696,-0.37969338090564664,3.614866048507249,0.0,0.0,-0.9,1,53
0.0,1.0,1.0,0.0,0.0,0.0,7.356873544398695,1.2595385951921345,3.0,0.483902215026319,0.5,0.5,6203.242695890367,10500.0,10500.0,,0.0,8.502130524658217,0.0,0.0,-0.9,1,53
0.0,1.0,0.0,0.0,0.0,0.0,7.432174602523446,1.6052696618251503,3.0,0.1305328980088234,0.5,0.5,11863.961877301335,10500.0,10500.0,,,-9.525288864721004,0.0,0.0,-0.9,1,53
0.0,0.0,1.0,0.0,0.0,0.0,6.756426127627492,1.3696274721994997,3.1973545849323273,0.8721265038475394,0.5,0.5,7853.215967305005,10500.0,10500.0,,0.0,23.308410236807482,0.0,0.0,-0.9,1,53
0.0,0.0,0.0,0.0,0.0,0.0,3.616869628895074,1.7533864243887365,1.5829905942082405,0.2675648406147957,0.5,0.5,17511.946918442845,10500.0,10500.0,15.855407210647707,-0.01668820695449791,-5.384567327713267,0.0,0.0,-0.9,1,53
0.0,0.0,1.0,0.0,0.0,0.0,10.569370575714856,1.2439007466658951,4.575098343193531,0.7278760215267539,0.5,0.5,2209.5864759758115,10500.0,10500.0,,0.0,20.35000504323711,0.0,0.0,-0.9,1,53
0.0,0.0,0.0,0.0,0.0,0.0,11.208410223480314,1.6322016033343971,3.7420915327966213,0.6015275195240974,0.5,0.5,19636.691133491695,10500.0,10500.0,,,7.380795868195989,0.0,0.0,-0.9,1,53
0.0,0.0,1.0,0.0,0.0,0.0,2.944134322460741,1.1682070577517152,2.734356876462698,0.40558631625026464,0.5,0.5,4946.631379425526,10500.0,10500.0,,0.0,6.390928826635825,0.0,0.0,-0.9,1,53
0.0,0.0,0.0,0.0,0.0,0.0,4.77243250515312,1.5063224419020118,4.11043955758214,0.9879159107804298,0.5,0.5,14582.175235264003,10500.0,10500.0,10.876380895432417,-0.011899338036779783,24.359598911707707,0.0,0.0,-0.9,1,53
0.0,0.0,1.0,0.0,0.0,0.0,9.387679628096521,1.315444857440889,1.1025809235870838,0.01076094713062048,0.5,0.5,9996.230013668537,10500.0,10500.0,,0.0,-13.681951754810477,0.0,0.0,-0.9,1,53
0.0,0.0,0.0,0.0,0.0,0.0,9.052773126401007,1.7695009917020799,4.43082358315587,0.48981732595711946,0.5,0.5,18008.549793623388,10500.0,10500.0,,,1.9258116493425952,0.0,0.0,-0.9,1,53
0.0,0.0,1.0,0.0,0.0,0.0,5.791758538223803,1.2272670065052809,1.4074257798492908,0.5129031557589769,0.5,0.5,4199.764650315046,10500.0,10500.0,,0.0,10.51196741071114,0.0,0.0,-0.9,1,53
0.0,1.0,1.0,1.0,0.0,0.0,2.3663742463104427,1.5454009626060725,3.0,0.09547523129731417,0.5978532936424017,0.5,13556.979699991643,9384.120308794081,10500.0,,0.0,-13.14095815287657,-12.659737942218793,0.0,-0.3217173650860786,1,53
0.0,1.0,1.0,1.0,0.0,1.0,12.475796579848975,1.4300070830620826,3.0,0.8997824508696795,0.035930790938436985,0.5,8646.399360150099,16287.054155953228,10500.0,,0.0,8.697280526472824,-13.403613746834985,0.0,-0.7712553672492504,1,53
0.0,1.0,1.0,1.0,1.0,0.0,10.491438361350447,1.490187105536461,3.0,0.7732470380142331,0.1853919504210353,0.5,11413.969157263637,6616.115388460457,10500.0,,0.0,-1.6896291494964117,-12.648379906491426,0.0,-0.6516864396631717,1,53
0.0,1.0,1.0,1.0,1.0,1.0,4.317677597049624,1.3321007643826306,3.0,0.233805688098073,0.7472526840865612,0.5,5928.198636509478,19305.77413830906,10500.0,,0.0,-12.926780839380738,-9.615288873650798,0.0,-0.20219785273075108,1,53
0.0,1.0,0.0,1.0,0.0,0.0,6.434367049485445,1.692091152444482,3.0,0.6285132812336087,0.9890931453555822,0.5,15271.490273997188,12331.713481806219,10500.0,9.887429052154774,-0.2470882040485043,-13.596942639177541,1.0563653870461849,0.0,-0.008725483715534166,1,53
0.0,1.0,0.0,1.0,0.0,1.0,8.382316809147596,1.1078053661622107,3.0,0.3703467268496752,0.42595089320093393,0.5,2075.0149497762322,3792.5039855763316,10500.0,,,-9.558106729140814,-11.199187259319185,0.0,-0.45923928543925285,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.169953481759876,1.6783847358077764,3.0,0.9576845252886415,0.5008093947544694,0.5,6976.1617332696915,11757.717845961452,10500.0,8.524351661932375,-0.5311388206195858,-9.159862101255808,-9.133071976305079,0.0,-0.39935248419642444,1,53
0.0,1.0,0.0,1.0,1.0,1.0,6.01628535380587,1.1268901915289462,3.0,0.043028129264712334,0.06266975961625576,0.5,12778.594124130905,4412.948379293084,10500.0,18.55871084551022,-0.10816463563381151,-12.294827241955234,-13.807794944476404,0.0,-0.7498641923069954,1,53
0.0,1.0,0.0,2.0,0.0,0.0,4.192953887395561,1.4656921721994878,3.0,0.563467719592154,0.3221115432679653,0.786817479878664,3124.5114356279373,6044.348701834679,16258.741383440793,,,-12.13999026299079,-12.13999026299079,-12.13999026299079,-0.2333333333333334,1,53
0.0,1.0,1.0,2.0,2.0,0.0,9.995650793425739,1.3623145890422166,3.0,0.4300288986414671,0.7589691607281566,0.07939407601952553,16635.184335522354,19923.845048993826,6397.870463319123,,0.0,-13.532681288466682,-6.858596549079861,-13.376042362958875,-0.029309410601854324,1,53
0.0,1.0,1.0,2.0,0.0,1.0,11.951160473749042,1.5646407272666694,3.0,0.3036803985014558,0.8908209735527635,0.4319271259009838,5304.444280453026,9955.886323004961,19794.89476978779,,0.0,-12.70202379157044,-12.70202379157044,-12.70202379157044,-0.2333333333333334,1,53
0.0,1.0,0.0,2.0,2.0,2.0,2.208955531939864,1.4164985389448703,3.0,0.7014891933649778,0.45390299521386623,0.7018616162240505,19390.317553654313,15668.982572853565,9911.268197000027,,,-11.894651298259367,-11.894651298259367,-11.894651298259367,-0.2333333333333334,1,53
0.0,1.0,0.0,2.0,1.0,2.0,5.343545314390212,1.7995708920061588,3.0,0.1588175380602479,0.21210065111517906,0.8752352260053158,9750.143554992974,13741.941379383206,1865.660128183663,,,-13.202332362774296,-13.202332362774298,-13.202332362774298,-0.2333333333333334,1,53
0.0,1.0,0.0,2.0,0.0,1.0,8.808997784275562,1.202585215587169,3.0,0.8379125725477934,0.6501780180260539,0.23902316018939018,14940.276319161057,2679.2943831533194,11577.373852021992,8.985564440835647,-0.0020555521018108536,-13.607353338649053,-4.852723857327158,-12.031198587209074,0.011360942572355315,1,53
0.0,1.0,1.0,2.0,1.0,2.0,9.625206476543099,1.5363715744577349,3.0,0.6607190109789371,0.02109661977738142,0.005353742279112339,3954.550632275641,9091.357426717877,17762.499114498496,,0.0,-2.33411701461217,-13.536246306851417,-13.595124846984508,-0.678839710354805,1,53
0.0,1.0,1.0,2.0,0.0,2.0,5.2169607118703425,1.290785232000053,3.0,0.34005484264343977,0.583385344594717,0.8608575845137239,18365.20284973085,16440.72932563722,8493.633596226573,,0.0,-12.460918960157557,-12.460918960157557,-12.460918960157557,-0.2333333333333334,1,53
0.0,0.0,1.0,1.0,0.0,0.0,3.105237975716591,1.6514622191898525,4.640460576862097,0.7976280488073826,0.8404309209436178,0.5,9003.34066990763,15101.638305932283,10500.0,,0.0,-12.845682451642524,-1.4858499881320792,0.0,-0.1276552632451058,1,53
0.0,0.0,1.0,1.0,0.0,1.0,11.739294745028019,1.15467643160373,1.648227896541357,0.19568527024239302,0.2777147525921464,0.5,13312.052732333541,1226.8168702721596,10500.0,,0.0,-9.940257199059777,-12.83891270571969,0.0,-0.5778281979262829,1,53
0.0,0.0,1.0,1.0,1.0,0.0,11.068843160755932,1.7288707233034075,2.5437366738915443,0.06914985552430153,0.3803602484986186,0.5,6841.671321541071,10897.837176918983,10500.0,,0.0,-13.078929947176189,-13.442490927932274,0.0,-0.49571180120110514,1,53
0.0,0.0,1.0,1.0,1.0,1.0,3.747841832228005,1.274136736802757,3.5515924468636513,0.9359585074707866,0.9428921602666378,0.5,10538.074768148363,5180.066015571356,10500.0,,0.0,-13.263737067125167,10.41679379613809,0.0,-0.045686271786689714,1,53
0.0,0.0,0.0,1.0,0.0,0.0,7.168259407859296,1.5915840963833034,1.1662312746047974,0.4556649662554264,0.6997017618268728,0.5,1199.412140995264,7408.692864701152,10500.0,9.970249328054296,-0.19116864918170284,-12.349152374740077,-8.377967340259008,0.0,-0.24023859053850172,1,53
0.0,0.0,0.0,1.0,0.0,1.0,7.640852991025895,1.388690215535462,4.173970699310303,0.541248413734138,0.1372306877747178,0.5,16185.255742631853,18466.737428680062,10500.0,10.1744973335155,-0.032578212245683136,-2.7805607710499167,-13.056485293039076,0.0,-0.6902154497802258,1,53
0.0,0.0,0.0,1.0,1.0,0.0,7.7342809666879475,1.5114698954857886,1.0078029297292233,0.3335490496829152,0.36125972773879766,0.5,19750.13872794807,19710.63755545765,10500.0,10.874435530039301,-0.11800641421938729,-10.045207706685234,-12.229805673253711,0.0,-0.5109922178089619,1,53
0.0,0.0,0.0,1.0,1.0,1.0,7.097624883521348,1.3082556817680597,4.031130161136389,0.6691024545580149,0.7979382872581482,0.5,4753.858716227114,5831.161734648049,10500.0,10.31439091044367,-0.0018703135731868992,-12.544807928711734,-2.3879529161100876,0.0,-0.16164937019348147,1,53
0.0,0.0,0.0,2.0,1.0,2.0,3.674601273611188,1.6257030283100904,2.626025129109621,0.18931221682578325,0.5555940810590982,0.7150206966325641,14116.004018113017,4496.566268615425,18505.320984870195,,,-13.039482409076808,-13.039482409076808,-13.039482409076808,-0.2333333333333334,1,53
0.0,0.0,0.0,2.0,2.0,2.0,11.159665102139115,1.1712893694639206,3.649480152875185,0.8061518613249063,0.11726776231080294,0.4148625088855624,10392.928809858859,11841.310962103307,9234.13584753871,8.296570550026987,-0.0010537823508375288,-10.967809347033423,-12.9414785621541,-10.002902582202804,-0.2742957830429077,1,53
0.0,0.0,1.0,2.0,0.0,1.0,11.812532878480852,1.7454838463105262,4.533268213272095,0.9295096369460225,0.21976238396018744,0.06624608021229506,12121.318115852773,2503.201431594789,17288.577006198466,,0.0,-7.760663534368196,-12.39912500450285,-13.300682756905827,-0.471193228662014,1,53
0.0,0.0,0.0,2.0,0.0,0.0,3.0144136091694236,1.2483777258545161,1.5566900968551636,0.07759689725935459,0.6581489741802216,0.8038705317303538,7823.042463511229,13565.859611146152,8002.745964564383,,,-13.343884241010088,-13.343884241010088,-13.343884241010088,-0.2333333333333334,1,53
0.0,0.0,1.0,2.0,2.0,0.0,5.123535317834467,1.6090547000057995,3.161013938486576,0.5346973212435842,0.9141038302332163,0.6187770394608378,17162.00180258602,15789.704953320324,4405.651297420263,,0.0,-12.2740315284071,-12.274031528407102,-12.274031528407102,-0.2333333333333334,1,53
0.0,0.0,1.0,2.0,0.0,2.0,9.695843582507223,1.3637886852025987,2.1845597997307777,0.4640021566301584,0.4774874495342374,0.2630592165514827,2778.0213467776775,10076.592707075179,13528.828714042902,,0.0,-13.12163289964177,-10.67728006453892,-12.432632525771114,-0.10756266713142393,1,53
0.0,0.0,0.0,2.0,1.0,1.0,8.738683655392379,1.6972332185134293,3.3563159480690956,0.036823853850364685,0.8482681261375546,0.49697271548211575,11383.801351301372,1143.475060351193,15811.671297065914,,,-13.755806836370695,-13.755806836370695,-13.755806836370695,-0.2333333333333334,1,53
0.0,0.0,1.0,2.0,1.0,2.0,5.437293685507029,1.100610802974552,2.3640289083123207,0.9658888494595885,0.2854949776083231,0.6329107191413641,6185.551442205906,15018.34844890982,5953.119429759681,,0.0,-13.704652149161038,-11.32372652161896,-3.9355072802682862,0.03472455739974978,1,53
0.0,0.0,0.0,2.0,0.0,1.0,2.3000978687778115,1.4836831534281374,4.978698015213013,0.42372049391269684,0.044570207595825195,0.9439119305461645,15839.930842630565,16654.240644536912,4637.933166697621,16.48136618388872,-0.051927740142186374,-13.973242293076911,-13.524851636953017,-3.4047034735771415,0.09078571051359186,1,53
0.0,1.0,0.0,1.0,0.0,0.0,8.93065217874656,1.5100509347434246,3.0,0.9339730696068586,0.6200995730399408,0.5,4260.799888994916,5316.749071514169,10500.0,7.9548568746420925,-0.5210263759243589,-10.692971302682725,-6.372623451623454,0.0,-0.30392034156804737,1,53
0.0,1.0,0.0,1.0,0.0,0.0,8.928788763421776,1.5220236098629396,3.0,0.9448399123213543,0.1112151054685051,0.5,14817.077691083281,5647.583147646118,10500.0,7.916907164745791,-0.4896736432201292,3.817983669545825,-13.018566122739493,0.0,-0.711027915625196,1,53
0.0,1.0,0.0,1.0,0.0,0.0,12.5,1.5123116706659703,3.0,0.8914497684295564,0.6204993747813133,0.5,3942.8733971402826,18077.937269680682,10500.0,,,-10.779058300572895,-6.602192497404392,0.0,-0.30360050017494933,1,53
0.0,1.0,0.0,1.0,0.0,0.0,8.05770631377094,1.5238409889369613,3.0,0.45952828623645736,0.22308212714878894,0.5,15003.676858243736,18303.93096006302,10500.0,9.22394651891009,-0.21524664731205856,-6.795887488552623,-12.747020461572442,0.0,-0.6215342982809688,1,53
0.0,1.0,0.0,1.0,0.0,0.0,8.274518917378163,1.5210979916282734,3.0,0.5862016300589816,0.21984685402960866,0.5,14805.801120188376,18309.665398781155,10500.0,8.817394063976456,-0.28794099244330107,-5.187569129934678,-12.613019806726228,0.0,-0.6241225167763131,1,53
0.0,1.0,0.0,1.0,0.0,0.0,12.49260938274993,1.5203568837921124,3.0,0.45626883190017686,0.21691819128546966,0.5,14890.791531753566,18375.391695114642,10500.0,,,-6.704497556980282,-12.781956975823281,0.0,-0.6264654469716243,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.452971408310715,1.5207771011670006,3.0,0.5853554796020226,0.1857893297865708,0.5,14882.308671523137,11612.78020489578,10500.0,8.798690012225823,-0.30147301811551763,-4.316698072193697,-12.81020429118487,0.0,-0.6513685361707433,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.275429566768441,1.5238540581914295,3.0,0.5859341790210578,0.10568596378672367,0.5,14842.305900269163,5555.842875339799,10500.0,8.819455026294957,-0.30088195744185886,-1.936335463946616,-13.211116106602905,0.0,-0.7154512289706211,1,53
0.0,1.0,0.0,1.0,0.0,0.0,8.776923579271445,1.5198633869641576,3.0,0.58359153191688,0.2199799836917379,0.5,14925.08118494658,18228.85393089558,10500.0,8.56254375849568,-0.35647116414627766,-5.215777919960987,-12.614531476663299,0.0,-0.6240160130466097,1,53
0.0,1.0,0.0,1.0,0.0,0.0,8.05536025503752,1.5093287383322354,3.0,0.583367225402384,0.24089741459306366,0.5,14796.694561118198,18428.457468817152,10500.0,8.8408412002238,-0.20496921130889045,-5.674874935969363,-12.480558600862164,0.0,-0.6072820683255491,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.910242458881063,1.4689109318058429,3.0,0.9999999999999604,0.23364027745836075,0.5,15131.357599680829,11907.938095968737,10500.0,7.885417428575932,-0.3288525660810191,-0.9105026225910375,-12.100919418853376,0.0,-0.6130877780333114,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.98817994955348,1.4805644186306683,3.0,0.9448566456499564,0.23151084566668223,0.5,14935.806084912123,12674.925974934686,10500.0,7.926847705206928,-0.37715972877887394,-1.4508868316821175,-12.17093175054206,0.0,-0.6147913234666542,1,53
0.0,1.0,0.0,1.0,1.0,0.0,11.825295075051994,1.3460714369836677,3.0,0.9592259533922959,0.25886513084497714,0.5,12482.252364416127,12865.614116063593,10500.0,6.87681219116461,-0.4844832288841918,-1.4988733187038328,-11.830634225900113,0.0,-0.5929078953240183,1,53
0.0,1.0,0.0,1.0,1.0,0.0,12.495436515044611,1.3454167648444513,3.0,0.9735354626219406,0.23536364539157972,0.5,10501.03460956793,12975.838997341707,10500.0,6.805784655800548,-0.6886819815205883,-0.35525970316071387,-12.033933366331754,0.0,-0.6117090836867363,1,53
0.0,1.0,0.0,1.0,1.0,0.0,9.098001610343836,1.4804407892887688,3.0,0.9729989263146732,0.2366618012024642,0.5,15235.901081570126,12857.671870265352,10500.0,7.894924863607188,-0.39978087737893586,-1.3762510000617016,-12.104011523564495,0.0,-0.6106705590380287,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.98870217407703,1.4805857097845663,3.0,0.9516833534626346,0.23168255383567246,0.5,15327.9840674002,12563.940273934713,10500.0,7.909009189310779,-0.3717320656671692,-1.3893105292979637,-12.163818057411303,0.0,-0.6146539569314621,1,53
0.0,1.0,0.0,1.0,1.0,0.0,11.258772602366069,1.3073892219418248,3.0,0.9416980303614889,0.2181837846834438,0.5,12288.336450428365,12859.712247384077,10500.0,7.054491607326238,-0.20322914181020357,0.3797887821435122,-12.186801966817894,0.0,-0.6254529722532449,1,53
0.0,1.0,0.0,1.0,1.0,0.0,9.614167351756198,1.4227962643331438,3.0,0.9445514205277618,0.23382920183335906,0.5,15079.984212011477,12877.861953230455,10500.0,7.765395335195354,-0.38505914958651943,-1.158007894692176,-12.119269086605076,0.0,-0.6129366385333128,1,53
0.0,1.0,0.0,1.0,1.0,0.0,9.158164871487221,1.4339080590796711,3.0,0.951875119160709,0.23165630210367186,0.5,15081.81438697371,12458.138561195707,10500.0,7.901786332470748,-0.36147809799665986,-1.0710777573907393,-12.137834349812309,0.0,-0.6146749583170625,1,53
0.0,1.0,0.0,1.0,1.0,0.0,8.929736823786927,1.4806501338878175,3.0,0.980124682112326,0.234461644452064,0.5,15112.152117136247,12497.328351109601,10500.0,7.882511008138324,-0.3644200587377915,-1.2191022101354463,-12.116871214993841,0.0,-0.6124306844383488,1,53
0.0,0.0,0.0,1.0,1.0,0.0,8.991051343139432,1.5200308263207583,1.0562977247474183,0.999999999999995,0.25239381635443786,0.5,16128.191549414374,12154.206949108326,10500.0,,,-1.9877559116879429,-11.966481460551199,0.0,-0.5980849469164498,1,53
0.0,1.0,0.0,2.0,1.0,0.0,12.495617324776656,1.238703312789696,3.0,0.996192760561385,0.06077178505165593,0.19291900741608758,12278.579532503429,6027.779627458592,11781.104201630378,6.808056918229132,-0.10062606669101926,-4.880391137592673,-13.220876794201804,-12.319671589024999,-0.49704736602580524,1,53
0.0,0.0,0.0,1.0,1.0,0.0,9.63987712495803,1.5205961554923615,1.0626880815683406,0.9904453559810265,0.2635776825726071,0.5,16224.133110736419,12231.783532416317,10500.0,,,-2.493428884855309,-11.874594103994855,0.0,-0.5891378539419143,1,53
0.0,1.0,0.0,1.0,1.0,0.0,11.97888215066528,1.3167649596969724,3.0,0.9992570013517408,0.26634682946168337,0.5,11817.021789619916,5889.98921633251,10500.0,6.8361601763949436,-0.315651169661479,-1.2234149632542959,-11.694900548454305,0.0,-0.5869225364306533,1,53
0.0,1.0,0.0,1.0,1.0,0.0,12.49766424038135,1.3434736471685378,3.0,0.9980696020355382,0.2547230672406485,0.5,12471.10589156746,6093.005377103741,10500.0,6.802968489857765,-0.6978327478873427,-0.9350631471605144,-11.830720512638251,0.0,-0.5962215462074811,1,53
0.0,0.0,0.0,1.0,1.0,0.0,9.316051134159823,1.5202807340775886,1.0902888200961072,1.0,0.2660871415499702,0.5,15160.964320062194,11025.822257123,10500.0,,,-2.502698963519805,-11.842006533267162,0.0,-0.5871302867600239,1,53
0.0,1.0,0.0,2.0,1.0,0.0,12.147465335662147,1.2449941918834013,3.0,0.978521532770663,0.0639898580039054,0.17444888158262295,12302.592656249595,7939.165551094699,11873.675078933094,6.9136902231052115,-0.05715116227133488,-4.535517405975774,-13.20917045222127,-12.482572151881705,-0.5092490083307774,1,53
0.0,1.0,0.0,2.0,1.0,0.0,12.497131838799108,1.3975925437671988,3.0,0.9861687340018384,0.018391433395257496,0.1680819305961705,12385.179039642564,5046.367516026257,10212.262126356867,,,-3.550726050865922,-13.463193471118437,-12.593219874820523,-0.5508213088068576,1,53
