n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
30,0.68291412002975,0.1922310144478626,0.606242745548614,1.0,0.0,0.0,10.993454424010377,0.6174448160506252,30,-7.109709264540848,,,,,,0.0,0,,0,2000,1715.415240526199
40,0.5387047980612197,0.2796568697317684,0.606242745548614,0.7888324201551902,8.944162100775952,6.108094590454849,10.831837648857556,0.8837403017679952,40,-3.43578068039573,30.0,,,21.390833392040804,4.589281341992319,2.5223808793816715,3315,0.0007608992094665,0,2000,1715.415240526199
50,0.5381799616135899,0.2799750480207435,0.606242745548614,0.788063895340376,16.828643678253783,11.492518388828898,10.802299568402065,0.7784444410564129,50,-3.43578068039573,40.0,,,10.759768469026312,3.6742911459878087,4.253337360685691,6239,0.0006817338292491,0,2000,1715.415240526199
60,0.4529515040031077,0.3316441821613959,0.606242745548614,0.6632627598670469,24.085276954290897,16.448175716912388,10.574565031916752,0.7280444235470994,60,-3.43578068039573,50.0,,,14.939199387095869,10.504121793899683,10.380581348901616,11751,0.0008833785506681,0,2000,1715.415240526199
70,0.4408187119394472,0.3389995993332399,0.606242745548614,0.6454965551455337,30.6290735293538,20.91702679662516,10.420807620184055,0.5636954731628929,70,-3.43578068039573,60.0,,,21.44364848313853,10.559906284091994,16.845279643312097,17229,0.0009777282281799,0,2000,1715.415240526199
80,0.4352429760533299,0.3423798487652936,0.606242745548614,0.6373319327975958,37.04321596906945,25.29733523658905,10.345115490222772,0.577423263962683,80,-3.43578068039573,70.0,,,27.094949955120683,12.238166426075622,25.5354962493293,23007,0.0011099011713534,0,2000,1715.415240526199
90,0.4352429760533299,0.3423798487652936,0.606242745548614,0.6373319327975958,43.41653529704541,29.649764997122347,10.345115490222772,0.577423263962683,90,-3.43578068039573,80.0,,,34.98323765397072,10.5217401238624,32.13849850045517,27475,0.0011697360691703,0,2000,1715.415240526199
100,0.4285341473411898,0.3464470275031568,0.606242745548614,0.6275081079338665,49.74073550070272,33.96865061409495,4.860596379913479,0.6160246011924594,100,-3.883210933376168,90.0,,,40.19539898401126,8.124810168053955,37.5718350301031,32115,0.0011699154610027,0,2000,1715.415240526199
110,0.4178595310104375,0.3529184362151901,0.606242745548614,0.6118771288434249,55.93766168458917,38.200619005853085,3.567095081971595,0.8223962742437894,110,-3.883210933376168,100.0,,,40.29686255985871,10.008461096091196,44.94105436839163,36410,0.0012343052559294,0,2000,1715.415240526199
120,0.092425252525297,0.5502106066996539,0.606242745548614,0.135339495574159,59.67374480667709,40.75204292353176,3.7850131210225766,0.9636989852401634,120,-10.968143911204836,110.0,,,44.69201661995612,13.055823530070484,54.87040967051871,41885,0.0013100252995229,0,2000,1715.415240526199
130,0.0862340052950621,0.5539640054188818,0.606242745548614,0.126273571984872,60.98181014447225,41.64533921263356,3.673098582150456,0.9888970958247588,130,-10.968143911204836,120.0,,,54.28031505411491,11.733423317084087,63.59853861154989,47124,0.0013495997498419,0,2000,1715.415240526199
140,0.0841287498721735,0.5552403012465349,0.606242745548614,0.1231908191743181,62.2291321002682,42.497152988469736,3.5454126499986183,1.12997954220184,140,-10.968143911204836,130.0,,,65.27019998198375,7.814716245979071,69.38670294731855,50395,0.0013768568895191,0,2000,1715.415240526199
