n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,surrogate.train_fit.mse,surrogate.train_fit.rmse,surrogate.train_fit.mae,surrogate.train_fit.n_points,surrogate.train_fit.n_valid,run,seed,runtime_sec
305,0.1184281425270556,0.0956457694510711,44.60738273746957,55.2326518037417,6.7585462906864855,6.64011814815943,305,6.7585462906864855,170.0,,,59.96452390681952,37.74834464071319,950.3881784006952,118654,0.0080097441165126,0.006034899038166,0.0776846126215868,0.042553753929384,170.0,1020.0,0,2000,2117.180712461472
75,3.048198048756816,1.0,0.0,0.0,9.688316196916244,6.64011814815943,75,9.688316196916244,,,,,,0.0,0,,,,,,,1,2001,1852.4331040382383
85,3.048198048756816,1.0,10.0,30.48198048756816,9.688316196916244,6.64011814815943,85,9.688316196916244,32.0,,,18.354900021106005,65.03994482196867,49.54067365685478,5448,0.0090933688797457,0.0054686944579387,0.0739506217549166,0.0480553851758344,32.0,192.0,1,2001,1852.4331040382383
95,1.8344080497989248,0.60180080836515,18.00900404182575,54.89501098034686,8.474526197958355,6.64011814815943,95,8.474526197958355,37.0,,,16.99560173880309,22.537596261128783,69.42316391924396,8362,0.0083022200333944,0.0048735178535363,0.0698105855407069,0.0442933675177416,37.0,222.0,1,2001,1852.4331040382383
105,1.8344080497989248,0.60180080836515,24.02701212547725,73.2390914783361,8.474526197958355,6.64011814815943,105,8.474526197958355,41.0,,,19.91479758825153,19.369186088908464,86.60435752384365,10773,0.0080390195418029,0.0130394634192353,0.1141904699142415,0.0722068159269507,41.0,246.0,1,2001,1852.4331040382383
115,1.2731597367099772,0.417676186502785,29.124397099816925,88.77693041088062,7.913277884869407,6.64011814815943,115,7.913277884869407,43.0,,,22.5677502467297,39.75566081609577,121.78926580958068,15799,0.0077086692708133,0.005819907966144,0.0762883212958839,0.0491859435884606,43.0,258.0,1,2001,1852.4331040382383
125,1.1492292082084274,0.3770192060444143,33.09787406255292,100.88887513547265,7.789347356367857,6.64011814815943,125,7.789347356367857,50.0,,,22.07387730199844,40.34124590037391,156.33244552882388,20872,0.0074900558417412,0.0053791277235252,0.0733425369313419,0.0503848693493427,50.0,300.0,1,2001,1852.4331040382383
135,1.1492292082084274,0.3770192060444143,36.86806612299706,112.38116721755692,7.789347356367857,6.64011814815943,135,7.789347356367857,55.0,,,23.085853000171483,38.73522718902677,190.45981155056504,25898,0.0073542285717261,0.0067224901301318,0.0819907929595262,0.0548810634126352,55.0,330.0,1,2001,1852.4331040382383
145,1.1492292082084274,0.3770192060444143,40.63825818344121,123.8734592996412,7.789347356367857,6.64011814815943,145,7.789347356367857,60.0,,,29.006611022166908,36.68417034111917,216.08217820944265,28551,0.0075682875629379,0.0057918916711101,0.0761044786534281,0.0512403949759814,60.0,360.0,1,2001,1852.4331040382383
155,1.1492292082084274,0.3770192060444143,44.40845024388536,135.36575138172546,7.789347356367857,6.64011814815943,155,7.789347356367857,65.0,,,32.194547628983855,33.72017010208219,239.80410494096577,31165,0.0076946608355836,0.0064080974266088,0.080050592918534,0.0528000762312798,65.0,390.0,1,2001,1852.4331040382383
165,1.0923480036458582,0.3583586060267192,48.08533930424103,146.5736374409969,7.732466151805288,6.64011814815943,165,7.732466151805288,68.0,,,26.250771556049585,22.76367918401957,259.9632380749099,34077,0.0076287008268013,0.0068620831809738,0.0828376917892686,0.0544923618764174,68.0,408.0,1,2001,1852.4331040382383
175,1.0923480036458582,0.3583586060267192,51.66892536450822,157.49711747745548,7.732466151805288,6.64011814815943,175,7.732466151805288,72.0,,,36.045216964092106,52.44008429301903,301.73072184063494,39337,0.0076704050090407,0.0074324401673405,0.0862116011180664,0.0555732369412905,72.0,432.0,1,2001,1852.4331040382383
185,1.0923480036458582,0.3583586060267192,55.25251142477541,168.42059751391406,7.732466151805288,6.64011814815943,185,7.732466151805288,78.0,,,37.75161592802033,72.45250580785796,354.5342829669826,44947,0.0078878297320618,0.0072286240865293,0.0850213154834091,0.0548187881458914,78.0,468.0,1,2001,1852.4331040382383
195,1.0923480036458582,0.3583586060267192,58.83609748504261,179.34407755037265,7.732466151805288,6.64011814815943,195,7.732466151805288,81.0,,,32.60841355100274,43.50254077091813,392.75268118223175,50001,0.0078548965257141,0.0080168079209004,0.089536628934199,0.0578944202228369,81.0,486.0,1,2001,1852.4331040382383
205,1.0923480036458582,0.3583586060267192,62.4196835453098,190.26755758683123,7.732466151805288,6.64011814815943,205,7.732466151805288,89.0,,,33.29413247620687,43.554318686015904,429.18911082390696,55124,0.0077858847475492,0.0067331159231056,0.0820555660702283,0.0511382001205295,89.0,534.0,1,2001,1852.4331040382383
215,1.0923480036458582,0.3583586060267192,66.00326960557699,201.19103762328984,7.732466151805288,6.64011814815943,215,7.732466151805288,90.0,,,33.352631909772754,64.55998287210241,479.21068515861407,60534,0.0079163888915091,0.0065947362716417,0.0812079815759617,0.0509105696348283,90.0,540.0,1,2001,1852.4331040382383
225,1.0769463611246586,0.3533059020111515,69.56159214576634,212.0375094471424,7.717064509284088,6.64011814815943,225,7.717064509284088,96.0,,,36.69090981502086,54.43529614619911,521.7345708245412,65845,0.0079236778923918,0.0057143574665317,0.0755933691968529,0.0453593158254818,96.0,576.0,1,2001,1852.4331040382383
235,0.2352439512090463,0.0771747594632142,71.71399545313817,218.59846100881092,6.875362099368476,6.64011814815943,235,6.875362099368476,99.0,,,35.56704352563247,61.19994149403647,569.6699646296911,71208,0.0080000837634772,0.005031162267482,0.0709306863598688,0.0431850225862963,99.0,594.0,1,2001,1852.4331040382383
245,0.2352439512090463,0.0771747594632142,72.48574304777031,220.9509005209014,6.875362099368476,6.64011814815943,245,6.875362099368476,106.0,,,42.91864162217826,36.71949029387906,601.6407393314876,75923,0.0079243541394766,0.0057695775175687,0.0759577350739788,0.0472568239289083,106.0,636.0,1,2001,1852.4331040382383
255,0.2352439512090463,0.0771747594632142,73.25749064240246,223.30334003299183,6.875362099368476,6.64011814815943,255,6.875362099368476,115.0,,,45.59014657698572,37.805105495266616,635.180836061947,80938,0.0078477456332247,0.0052227125956339,0.072268337435103,0.0419705318919703,115.0,690.0,1,2001,1852.4331040382383
265,0.2352439512090463,0.0771747594632142,74.0292382370346,225.6557795450823,6.875362099368476,6.64011814815943,265,6.875362099368476,116.0,,,42.86909848777577,23.15596963930875,655.3292264603078,83866,0.0078140036064711,0.0047867307072589,0.0691862031568359,0.0401208506773164,116.0,696.0,1,2001,1852.4331040382383
275,0.2059543875739011,0.0675659469232644,74.75294176896699,227.86177123899705,6.846072535733331,6.64011814815943,275,6.846072535733331,117.0,,,48.43606171989813,65.39532438479364,707.0245440863073,89245,0.0079222874568469,0.0044713251746413,0.0668679682257608,0.0405466360752891,117.0,702.0,1,2001,1852.4331040382383
285,0.2059543875739011,0.0675659469232644,75.42860123819963,229.92131511473607,6.846072535733331,6.64011814815943,285,6.846072535733331,125.0,,,48.38328755786642,57.21304387412965,750.7291345251724,94614,0.0079346516850061,0.0047363784209255,0.0688213514901121,0.0406818109017166,125.0,750.0,1,2001,1852.4331040382383
295,0.1785119643086332,0.0585631121906393,76.05924653376916,231.8436468741488,6.818630112468063,6.64011814815943,295,6.818630112468063,130.0,,,46.135077512823045,49.536960371769965,790.4884626111016,99842,0.0079173941088029,0.0046421727663409,0.0681334922511755,0.0406899977876233,130.0,780.0,1,2001,1852.4331040382383
305,0.1760862931513536,0.0577673400267312,76.64089879485601,233.6166381614487,6.816204441310783,6.64011814815943,305,6.816204441310783,139.0,,,51.12622791295871,52.92424059705809,832.7325973580591,105106,0.0079227883979797,0.0040150598642194,0.0633645000313226,0.0386861835532241,139.0,834.0,1,2001,1852.4331040382383
75,1.8513486218994268,1.0,0.0,0.0,8.491466770058857,6.64011814815943,75,8.491466770058857,,,,,,0.0,0,,,,,,,2,2002,2318.407617330551
85,1.8513486218994268,1.0,10.0,18.513486218994267,8.491466770058857,6.64011814815943,85,8.491466770058857,31.0,,,24.04515108303167,22.51323496014811,19.57505497080274,2535,0.007721915175859,0.0071135277405486,0.0843417319038957,0.0571859091828676,31.0,186.0,2,2002,2318.407617330551
95,1.8513486218994268,1.0,20.0,37.02697243798853,8.491466770058857,6.64011814815943,95,8.491466770058857,35.0,,,16.624929510988295,98.89108142396437,86.99657481512986,8411,0.0103431904428878,0.0041014715414481,0.0640427321516511,0.0428613129203723,35.0,210.0,2,2002,2318.407617330551
105,0.629445852623741,0.3399931515750657,26.69996575787533,49.43094481060437,7.269564000783171,6.64011814815943,105,7.269564000783171,38.0,,,18.35990109690465,60.666125409072265,133.3879274528008,13775,0.0096833341163557,0.0037602784253561,0.0613211091334471,0.0415803269693116,38.0,228.0,2,2002,2318.407617330551
115,0.629445852623741,0.3399931515750657,30.099897273625988,55.72540333684178,7.269564000783171,6.64011814815943,115,7.269564000783171,48.0,,,23.15027577499859,46.26957109896466,173.21048606792465,18852,0.0091879103579421,0.0032737642187627,0.057216817621769,0.0371074532036483,48.0,288.0,2,2002,2318.407617330551
125,0.629445852623741,0.3399931515750657,33.49982878937664,62.01986186307919,7.269564000783171,6.64011814815943,125,7.269564000783171,53.0,,,27.40125018195249,39.00564871309325,206.5953421313316,23127,0.0089330800419998,0.0036164453829081,0.0601368887032592,0.0402893311317726,53.0,318.0,2,2002,2318.407617330551
135,0.629445852623741,0.3399931515750657,36.8997603051273,68.31432038931659,7.269564000783171,6.64011814815943,135,7.269564000783171,59.0,,,31.944439467974007,144.66777335084043,298.4342485056259,29840,0.0100011477381241,0.003276646771808,0.057242001815171,0.0360043054180942,59.0,354.0,2,2002,2318.407617330551
145,0.629445852623741,0.3399931515750657,40.29969182087796,74.608778915554,7.269564000783171,6.64011814815943,145,7.269564000783171,65.0,,,33.92089259601198,55.97743402887136,342.35326908295974,35134,0.0097442155485558,0.0034677440593597,0.0588875543672829,0.0351524028372421,65.0,390.0,2,2002,2318.407617330551
155,0.6185213689544709,0.3340923268789251,43.67011921314791,80.84861502344506,7.258639517113901,6.64011814815943,155,7.258639517113901,75.0,,,43.84749819012359,65.8793173530139,395.5968242564704,40441,0.0097820732488432,0.0050526663467027,0.0710821098920311,0.0454169719506212,75.0,450.0,2,2002,2318.407617330551
165,0.6185213689544709,0.3340923268789251,47.01104248193717,87.03382871298977,7.258639517113901,6.64011814815943,165,7.258639517113901,85.0,,,38.082284974865615,44.26852260786109,433.8782187663018,45480,0.0095399784249406,0.0049688229985033,0.0704898786954789,0.0468159407247626,85.0,510.0,2,2002,2318.407617330551
175,0.6185213689544709,0.3340923268789251,50.35196575072642,93.21904240253448,7.258639517113901,6.64011814815943,175,7.258639517113901,90.0,,,44.11817506607622,44.188006442040205,472.7942561453674,50223,0.0094138991327751,0.005006104116615,0.070753827575722,0.0488703803661154,90.0,540.0,2,2002,2318.407617330551
185,0.58429849047433,0.3156069492059565,53.60046213115083,99.23314169967848,7.22441663863376,6.64011814815943,185,7.22441663863376,92.0,,,44.3476188511122,64.16912044584751,525.3203587892931,55459,0.0094722291925439,0.0056829338645164,0.0753852363829709,0.0496465667345001,92.0,552.0,2,2002,2318.407617330551
195,0.58429849047433,0.3156069492059565,56.75653162321039,105.0761266044218,7.22441663863376,6.64011814815943,195,7.22441663863376,102.0,,,46.81965867686085,51.59348631999456,568.6611272383016,60593,0.0093849310520736,0.0059198641122083,0.0769406531828811,0.0528996447220135,102.0,612.0,2,2002,2318.407617330551
205,0.58429849047433,0.3156069492059565,59.91260111526996,110.91911150916508,7.22441663863376,6.64011814815943,205,7.22441663863376,112.0,,,56.485579608008265,26.976165069034323,592.568384157028,63505,0.0093310508488627,0.0055952263745479,0.0748012458087965,0.0513563414059268,112.0,672.0,2,2002,2318.407617330551
215,0.58429849047433,0.3156069492059565,63.06867060732952,116.7620964139084,7.22441663863376,6.64011814815943,215,7.22441663863376,117.0,,,59.50708254007623,51.20055765518919,635.3347705930937,68658,0.0092536160475559,0.0047642399010581,0.0690234735510908,0.0460080336111263,117.0,702.0,2,2002,2318.407617330551
225,0.58429849047433,0.3156069492059565,66.2247400993891,122.6050813186517,7.22441663863376,6.64011814815943,225,7.22441663863376,124.0,,,64.7368687922135,55.2320441941265,682.2068477282301,73798,0.0092442457482347,0.0045104829397735,0.0671601290928892,0.0434942260825652,124.0,744.0,2,2002,2318.407617330551
235,0.58429849047433,0.3156069492059565,69.38080959144867,128.448066223395,7.22441663863376,6.64011814815943,235,7.22441663863376,131.0,,,69.77364385011606,22.50931073189713,701.5724292348605,76728,0.0091436298252901,0.005114702772086,0.0715171501955023,0.0477575223809875,131.0,786.0,2,2002,2318.407617330551
245,0.58429849047433,0.3156069492059565,72.53687908350824,134.2910511281383,7.22441663863376,6.64011814815943,245,7.22441663863376,135.0,,,71.92582294018939,32.30582714499906,729.2113513590302,81365,0.0089622239459107,0.003656865853753,0.0604720253816014,0.0385631755461223,135.0,810.0,2,2002,2318.407617330551
255,0.58429849047433,0.3156069492059565,75.69294857556781,140.1340360328816,7.22441663863376,6.64011814815943,255,7.22441663863376,143.0,,,77.58952031191438,24.56993772904389,749.6938759845216,84327,0.0088903183557404,0.0041337176898927,0.064293994197691,0.0404488493090713,143.0,858.0,2,2002,2318.407617330551
265,0.58429849047433,0.3156069492059565,78.84901806762738,145.9770209376249,7.22441663863376,6.64011814815943,265,7.22441663863376,148.0,,,73.57130626798607,24.67170087783597,770.760378864361,87258,0.0088331199301423,0.0051647568616511,0.0718662428519198,0.0450746711503465,148.0,888.0,2,2002,2318.407617330551
