n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
30,0.6290884589885424,0.2429293430748267,0.6549522358144216,1.0,0.0,0.0,3.363482208810009,0.6099768506131507,30,-3.471982395538088,,,,0.0,0,,11,2011,589.7736024856567
40,0.515883400215691,0.3170732494236087,0.6549522358144216,0.8200490612165034,9.100245306082517,5.724859296021167,2.8422445604562023,0.935605458304026,40,-3.471982395538088,30.0,21.008664392051287,5.152051305049099,2.5142752901883796,5170,0.000486320172183439,11,2011,589.7736024856567
50,0.5135499731185805,0.3186015327179712,0.6549522358144216,0.8163398418471604,17.282189821400834,10.872026162692524,2.8422445604562023,0.9600356284218933,50,-3.471982395538088,40.0,15.6942602340132,4.242288504028693,4.875009389943443,8510,0.0005728565675609216,11,2011,589.7736024856567
60,0.5132574813326398,0.3187931008671304,0.6549522358144216,0.8158748964459827,25.44326351286655,16.006063434948626,2.7346130503860158,0.9960438441399136,60,-3.471982395538088,50.0,12.618949246010743,3.1453665439621545,6.413252121012192,10996,0.0005832350055485806,11,2011,589.7736024856567
70,0.23825139005083867,0.498908955214731,0.6549522358144216,0.37872478289285855,31.416261909560756,19.76360779186602,2.365100574809465,0.786177160274059,70,-3.471982395538088,60.0,6.70197970897425,7.138627849984914,10.897739193227608,16322,0.0006676718045109428,11,2011,589.7736024856567
80,0.2347386971769075,0.5012096012662416,0.6549522358144216,0.3731410007971277,35.175590828010684,22.12855822800475,2.3512909178262706,0.9159061309028738,80,-4.014024655072619,70.0,8.970055330020841,3.8079971019760706,13.069566084595863,18943,0.000689941724362343,11,2011,589.7736024856567
90,0.23416700589803316,0.501584031747536,0.6549522358144216,0.37223223944456124,38.90245702921913,24.473086743379454,1.9484877947880654,0.9542797293704834,90,-4.014024655072619,80.0,8.97695158899296,5.723877426004037,16.473468590003904,23318,0.0007064700484605842,11,2011,589.7736024856567
100,0.22387310689177145,0.5083260439169349,0.6549522358144216,0.35586904145677367,42.5429634337258,26.763287307328476,1.7553747321211446,1.0184825533001325,100,-7.213742539512428,90.0,13.17448719398817,6.849097309983335,20.874686306342483,27980,0.0007460574090901531,11,2011,589.7736024856567
110,0.20607125348084152,0.5199854076100641,0.6549522358144216,0.32757118738462615,45.9601645779328,28.91300910919154,1.470361013491134,0.842247641959227,110,-4.698236343580663,100.0,18.940931126009673,8.97846038499847,27.175218053802382,33364,0.0008145071949946763,11,2011,589.7736024856567
120,0.2060712224054434,0.5199854279629655,0.6549522358144216,0.3275711379871246,49.23587620479155,30.973721488622967,1.4681380242720157,0.8304191627398866,120,-4.698236343580663,110.0,21.830251684994437,11.959802614001092,36.44046092830831,39181,0.0009300543867769662,11,2011,589.7736024856567
130,0.16482627696944582,0.546998897192316,0.6549522358144216,0.26200810810367736,52.183772435245565,32.82820898549741,1.1537982581246782,0.8465736505100382,130,-11.310710816505933,120.0,21.312497596023604,8.954433127015363,42.76764742314117,44427,0.0009626499071092167,11,2011,589.7736024856567
140,0.15708526883496726,0.5520688877774503,0.6549522358144216,0.24970298944528604,54.742327922990384,34.437766714519476,1.1299280402215066,0.8192494629319887,140,-11.310710816505933,130.0,26.25366678298451,10.568980293988716,50.63824007695075,49814,0.001016546353975805,11,2011,589.7736024856567
150,0.15676481067104808,0.5522787725683942,0.6549522358144216,0.24919358864585886,57.236810813446105,36.00701711204955,0.9991414050213407,0.7946333123016442,150,-11.310710816505933,140.0,31.15054483403219,12.243590314988978,60.230031992541626,55444,0.0010863219102615544,11,2011,589.7736024856567
160,0.1002980653634221,0.5892617936567873,0.6549522358144216,0.15943396183850328,59.27994856586792,37.292331492221905,0.8337610589085713,0.8947858198497048,160,-11.310710816505933,150.0,31.79769189300714,11.99970707600005,69.5359819867299,60945,0.0011409628679420773,11,2011,589.7736024856567
170,0.0800121402814275,0.6025481056448035,0.6549522358144216,0.12718742354624052,60.71305549279164,38.19388252044615,0.8060974971109489,0.9068591429944283,170,-11.310710816505933,160.0,42.98924118705327,9.49287906702375,76.60252162296092,65575,0.001168166551627311,11,2011,589.7736024856567
180,0.07990395356858698,0.6026189627742639,0.6549522358144216,0.1270154497780133,61.984069859412905,38.993462989696226,0.8051626281041971,0.8679205280469499,180,-11.310710816505933,170.0,44.07287135801744,10.968018929997925,85.40532250789693,69863,0.001222468581479423,11,2011,589.7736024856567
190,0.07711332761610556,0.6044466894811633,0.6549522358144216,0.12257946639187993,63.23204444026237,39.77854939561969,0.7873472598562503,0.8226549539452035,190,-11.310710816505933,180.0,47.12406839901814,10.677678253035992,93.43573767924681,74933,0.0012469237542771117,11,2011,589.7736024856567
200,0.07711332761610556,0.6044466894811633,0.6549522358144216,0.12257946639187993,64.45783910418118,40.549682671780744,0.7873472598562503,0.91058281627608,200,-11.310710816505933,190.0,59.865915551024955,13.238919925992377,104.02183361892821,80349,0.0012946251181586356,11,2011,589.7736024856567
