x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,run,seed
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35510157914878976,0.2953284815939726,0.11680996998509022,-9.84872138308785,39.103440184367116,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.3418766925686896e-17,4.5102810375396984e-17,2.42861286636753e-17,0.0,0.0,0.0,0.26562138322195566,0.0682364931391117,0.0897651858059087,-9.836779864809781,37.041738373001856,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0022527519729096833,0.0017537358934245806,8.649248065901686e-19,0.026646677463844973,0.17825611831543176,0.1005287195210137,-9.831960835217783,36.35662801899975,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.1707892985647111e-18,0.0,0.0007710320104968453,4.63292845463408e-19,2.8690615469397314e-19,0.010600770857664397,0.16344130395668563,5.293115837187641e-19,-9.831833155384349,35.54887864094908,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337729008455074,0.18183415372049827,0.09310073178122272,-9.867628728598081,39.95224671808337,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.2500725161431774e-17,8.673617379884035e-18,1.7780915628762273e-17,3.230922474006803e-17,1.3877787807814457e-17,6.245004513516506e-17,0.08397693725878674,-9.830484507625009,35.00386162355272,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.1575623232461538e-17,0.0,2.2551405187698492e-17,4.8138576458356397e-17,5.2909066017292616e-17,1.1221492485224971e-17,0.2574831208894373,0.3189556926409792,0.0688472516779959,-9.844202693083663,38.37171639125047,24,2024
2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,49.0,41.0,3.0,0.4023262206465006,0.5065362686291337,0.5537917083129287,0.7889224542304873,0.2910951664671302,0.356087957508862,0.41281870659440756,0.5683243656530976,0.6163144782185555,-10.832748723244782,74.77729322020326,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,4.163336342344337e-17,0.5,0.5,-3.276635086584403,11.5,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.025063501460364575,0.5,0.5,0.0031731986988385776,0.5,0.5,0.17198308073349483,0.5,0.5,-3.3695113841982542,13.555334930332176,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00817140227491814,0.5,0.5,0.0,0.5,0.5,4.9370032829395746e-18,0.5,0.5,-3.2766835922201722,11.50046740270597,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05748673012557834,0.5,0.5,0.005666024651803308,0.5,0.5,0.15581506006403079,0.5,0.5,-3.2774981451401035,12.492019577278722,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002372727160584441,0.5,0.5,0.001424811163371052,0.5,0.5,0.03417830599671325,0.5,0.5,-3.367095270857428,12.713658111799756,24,2024
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04439862229154342,0.5,0.5,0.004985767484268817,0.5,0.5,0.07880584118474646,0.5,0.5,-3.481763401583727,15.016548315643801,24,2024
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.02908983126284956,0.5,0.5,0.00027469992950416775,0.5,0.5,0.12711791214128873,0.5,0.5,-3.4853412030793662,15.270279200405065,24,2024
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07443790991935605,0.5,0.5,3.462738795178969e-18,0.5,0.5,0.07114214649250876,0.5,0.5,-3.485658341647393,15.965639895987188,24,2024
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050598012679763396,1.52654625869175e-16,0.5,4.076572395370014e-17,0.5,0.5,7.199381292024876e-11,0.5,0.5,-3.640016923611762,16.517921112641954,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19251081924677088,0.5,0.5,0.0040047068916446325,0.5,0.5,0.15493997298597426,0.5,0.5,-3.375158784886402,13.713090987955153,24,2024
2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.003331186974315792,0.07936880751516623,0.0926580811590223,0.005538877686019433,0.006242161499812724,0.0009381648814032686,0.4091155647255595,0.6238110103250901,0.6239485610506799,-10.20108781687248,48.62183821193115,24,2024
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03408520362364169,0.13839062014772088,0.5,0.0008874298155048225,0.5,0.5,0.09953537758217217,0.5,0.5,-3.6411590848086752,17.244733198342615,24,2024
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012043346136558447,0.19804983819928584,0.5,0.00286010294663707,0.5,0.5,0.17309210756544965,0.5,0.5,-3.643333497358308,17.83129472725102,24,2024
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006981545921644641,0.2640216218982017,0.5,0.0007790233075571287,0.5,0.5,0.15367238813758427,0.5,0.5,-3.6438670419328902,17.915001580363338,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02552798619032024,0.5,0.5,5.848445772804958e-05,0.5,0.5,0.02453612126088,0.5,0.5,-3.276931306491224,11.65212938086418,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022445680722481556,0.5,0.5,5.2008199170409014e-05,0.5,0.5,0.021298036139372985,0.5,0.5,-3.276874416404748,11.63162692611293,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02427507483047378,0.5,0.5,3.685572172485416e-05,0.5,0.5,0.022917823439083138,0.5,0.5,-3.2769133282421974,11.641853029771024,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026478219448538075,0.5,0.5,4.676440830024434e-05,0.5,0.5,0.025029096800580377,0.5,0.5,-3.2769526515646668,11.65536283998944,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025528720576720846,0.5,0.5,3.92412474823556e-05,0.5,0.5,0.025003158015410434,0.5,0.5,-3.2769401722128757,11.654816404597346,24,2024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02401006621182438,0.5,0.5,3.557290598452183e-05,0.5,0.5,0.021945283147234658,0.5,0.5,-3.2769061498613707,11.635920519275787,24,2024
2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,31.0,6.0,0.00745130332251062,0.26791816941734,0.005914123930801165,0.9431317728056539,0.33116877434807346,0.04288213028317536,0.6520491993303777,0.737188536218755,0.534735976132529,-10.546167123379423,63.45003284472047,24,2024
2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,31.0,6.0,0.007453508326109571,0.2680022253343607,0.0059363285637318375,0.943113129672604,0.33126677443043373,0.0428907015428134,0.3823807666106913,0.7372652326219022,0.551774077605135,-10.54224265747467,61.935556007872954,24,2024
2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,31.0,6.0,0.0043097399772721,0.21303799179943256,0.06257495270074878,0.9430836473120946,0.36190856068248506,0.005600730704515124,0.3449460876286289,0.684923052393731,0.38358958527873704,-10.534584080185462,60.1895456755999,24,2024
2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,32.0,6.0,0.001729869837921654,0.2133810082249658,0.06728796356962546,0.9430985687838425,0.34804744860238623,0.008028028068291181,0.3437801902173993,0.6829056516453719,0.4237395684192867,-10.535960619907923,60.34803155455421,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,12.0,0.35896388070986224,0.6692116184562733,0.6596420248082779,0.29433230319454645,0.013940466325363948,0.3497675873838136,0.004316417414626168,0.1428238458241915,0.3106119578777709,-10.282665341412988,54.277543479892074,24,2024
2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,10.0,0.19668112170436017,0.4084938516850776,0.45841537450256187,0.2884241481106477,0.09869805641134559,0.2807221353494404,0.0029159936391493463,0.000837619415465574,0.0017226618320119584,-10.150140361041274,47.44979111110639,24,2024
