x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,f0,f1,run,seed
2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0729958406285774,3.0285108158244597e-18,0.03453277898659318,0.0,0.032908037213563175,0.3992370913774365,0.0,0.02461966760494952,0.08268981106516554,-11.025482838523585,45.78237398258195,34,2034
2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.07759064355618563,0.0,0.27474968828152413,6.915713979539639e-19,0.0,0.3568046902869577,0.0,0.0,0.35010929627212595,-11.05510469657939,47.31203781360231,34,2034
2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0650704350862815,0.0008388170961663698,0.07888081554481657,0.0005628469067214122,0.03249798756304958,0.4009810654158622,0.00044069472913747,0.028811052855856504,0.025803329443591056,-11.024755977871129,45.50778119886749,34,2034
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-17,0.5,0.5,1.3877787807814457e-17,0.5,0.5,9.974659986866641e-18,0.5,0.5,-3.482849974437949,11.5,34,2034
1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09398387401026191,0.16191524274715177,0.5110583648930351,0.0,9.437206715140568e-19,0.5,0.3905698216741309,0.0,0.27738325373205475,-8.20422526058694,41.081329619582036,34,2034
1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1245301794872972,0.09017584424077833,0.498348318084591,0.0,0.0,0.5,0.4179027719908409,0.0,0.18428635357550055,-8.204223719352333,40.517068215775964,34,2034
2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9741436820771545,0.4748767649453124,0.30374331025881257,1.9874081271457286e-18,1.828870082684166e-18,0.0878526895941302,0.9879466508535406,0.3076331145938193,0.20937420315016048,-11.658721861265084,58.92390692534911,34,2034
2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8578886696544306,0.48634167668644424,0.14535789029286003,0.02866031952558657,0.02932365183664285,0.1565260055506512,0.9402104336950025,0.31672402461496385,0.2644485106339843,-11.506051884379598,57.870768461059136,34,2034
2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028908122858212645,0.15355244327196202,0.5,0.0,0.0,1.1621478302830056e-18,0.004562014516197762,0.0,0.07609352381853146,-7.490912341156534,34.154831456822194,34,2034
2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08592483770357193,0.15328927953205382,0.5,1.1009866106665835e-18,5.04856604063535e-05,0.12156533114366892,0.0002015330093214723,0.10707898901095077,0.3289991334874647,-7.498020772880843,37.06353760054776,34,2034
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04230024920631206,0.14571433101951903,0.5,0.001165493334804854,0.00033897104432570454,0.5,0.002703414976810703,0.0009593449518867439,0.5,-7.214194047261826,25.192157187278642,34,2034
