n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
30,0.6759134816994151,0.1964751006498377,0.606242745548614,1.0,0.0,0.0,7.985159245554497,0.7965772437799001,30,-7.4008792479605745,,,,,,0.0,0,,27,2027,513.9001884460449
40,0.5917463246754759,0.24750082900905188,0.606242745548614,0.8754764340366138,9.377382170183068,6.338299031874454,7.79910686602207,0.8567732951770645,40,-7.4008792479605745,30.0,,,0.141118248924613,16.76635826099664,13.686342198168859,5178,0.0026431715330569447,27,2027,513.9001884460449
50,0.5418359013502454,0.27775866107723324,0.606242745548614,0.8016349962245682,17.76293932148898,12.006210162003061,7.353350027362314,0.7107885050718656,50,-10.45914843375057,40.0,,,0.10336378798820078,20.723439204972237,31.092861380660906,10536,0.0029511068128949226,27,2027,513.9001884460449
60,0.5310071456234715,0.28432351567990793,0.606242745548614,0.7856140763583929,25.699184684403782,17.370425396871646,2.4070277410816394,0.866980182431862,60,-10.45914843375057,50.0,,,0.12204453581944108,8.365021181991324,37.72256709379144,12933,0.002916768506440226,27,2027,513.9001884460449
70,0.5309790171895821,0.28434056833889704,0.606242745548614,0.7855724609229103,33.5551173708103,22.680356210936914,2.3122646892025114,0.8675213156817633,70,-10.45914843375057,60.0,,,0.13968739402480423,13.236987526994199,48.61248891497962,16594,0.0029295220510413174,27,2027,513.9001884460449
80,0.5309790171895821,0.28434056833889704,0.606242745548614,0.7855724609229103,41.41084198003941,27.990146382832734,2.3122646892025114,0.8675213156817633,80,-10.45914843375057,70.0,,,0.17212185496464372,15.13636596314609,61.36129442579113,20596,0.0029792821142838963,27,2027,513.9001884460449
90,0.525922100226951,0.28740628756233394,0.606242745548614,0.7780908569905302,49.22915856960661,33.274651969915396,2.2692612743351157,0.9788575578813694,90,-10.45914843375057,80.0,,,0.18101846217177808,21.357250622007996,79.55443928879686,25886,0.003073261194807883,27,2027,513.9001884460449
100,0.5258337912334939,0.2874598242489839,0.606242745548614,0.7779602056633292,57.009413882875904,38.53343142721762,2.247684369412931,0.9345752818474382,100,-10.45914843375057,90.0,,,0.21180256200022995,20.477348192827776,97.08376574912108,30977,0.003134059649066116,27,2027,513.9001884460449
110,0.5258337912334939,0.2874598242489839,0.606242745548614,0.7779602056633292,64.7890159395092,43.79176933955256,2.247684369412931,0.9345752818474382,110,-10.45914843375057,100.0,,,0.25580015894956887,21.440259269904345,115.38502160273492,36218,0.0031858474129641315,27,2027,513.9001884460449
120,0.5258337912334939,0.2874598242489839,0.606242745548614,0.7779602056633292,72.56861799614249,49.050107251887496,2.247684369412931,0.9345752818474382,120,-10.45914843375057,110.0,,,0.27785556693561375,18.928031669929624,131.43805013340898,40987,0.0032068228983191983,27,2027,513.9001884460449
