n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
75,2.418008390511969,1.0,0.0,0.0,9.0581265386714,6.64011814815943,75,9.0581265386714,,,,,,,0,2000,34.95377254486084
85,2.418008390511969,1.0,10.0,24.180083905119687,9.0581265386714,6.64011814815943,85,9.0581265386714,,,,,,,0,2000,34.95377254486084
95,2.414018663563591,0.9983499945806504,19.99174997290325,48.34021917549749,9.05413681172302,6.64011814815943,95,9.05413681172302,,,,,,,0,2000,34.95377254486084
105,2.414018663563591,0.9983499945806504,29.975249918709757,72.48040581113341,9.05413681172302,6.64011814815943,105,9.05413681172302,,,,,,,0,2000,34.95377254486084
115,2.411066360467861,0.9971290297952032,39.95264504058902,96.60583093129068,9.05118450862729,6.64011814815943,115,9.05118450862729,,,,,,,0,2000,34.95377254486084
125,2.411066360467861,0.9971290297952032,49.92393533854106,120.71649453596928,9.05118450862729,6.64011814815943,125,9.05118450862729,,,,,,,0,2000,34.95377254486084
135,2.411066360467861,0.9971290297952032,59.895225636493095,144.8271581406479,9.05118450862729,6.64011814815943,135,9.05118450862729,,,,,,,0,2000,34.95377254486084
145,2.411066360467861,0.9971290297952032,69.86651593444513,168.93782174532652,9.05118450862729,6.64011814815943,145,9.05118450862729,,,,,,,0,2000,34.95377254486084
155,2.1534685928754,0.8905959968234197,79.30514106753824,191.76049651204283,8.79358674103483,6.64011814815943,155,8.79358674103483,,,,,,,0,2000,34.95377254486084
165,1.9762395307851603,0.8173005265572002,87.84462368444134,212.40903713034564,8.61635767894459,6.64011814815943,165,8.61635767894459,,,,,,,0,2000,34.95377254486084
175,1.9588436064859056,0.8101062073118599,95.98165735378664,232.08445281670097,8.598961754645336,6.64011814815943,175,8.598961754645336,,,,,,,0,2000,34.95377254486084
185,1.3391752415595288,0.5538339928076027,102.80135835438396,248.5745470569281,7.979293389718959,6.64011814815943,185,7.979293389718959,,,,,,,0,2000,34.95377254486084
195,1.3391752415595288,0.5538339928076027,108.33969828246,261.9662994725234,7.979293389718959,6.64011814815943,195,7.979293389718959,,,,,,,0,2000,34.95377254486084
205,1.3390920021961348,0.5537995680455876,113.87786608672594,275.3576356913017,7.979210150355565,6.64011814815943,205,7.979210150355565,,,,,,,0,2000,34.95377254486084
215,1.3390920021961348,0.5537995680455876,119.41586176718182,288.74855571326304,7.979210150355565,6.64011814815943,215,7.979210150355565,,,,,,,0,2000,34.95377254486084
225,1.3242353654728394,0.5476554054440055,124.92313663462978,302.06519255160794,7.964353513632269,6.64011814815943,225,7.964353513632269,,,,,,,0,2000,34.95377254486084
235,1.235880965724208,0.5111152511189313,130.2169899174445,314.8657742075932,7.875999113883638,6.64011814815943,235,7.875999113883638,,,,,,,0,2000,34.95377254486084
245,1.235880965724208,0.5111152511189313,135.32814242863378,327.22458386483527,7.875999113883638,6.64011814815943,245,7.875999113883638,,,,,,,0,2000,34.95377254486084
255,1.235880965724208,0.5111152511189313,140.4392949398231,339.58339352207736,7.875999113883638,6.64011814815943,255,7.875999113883638,,,,,,,0,2000,34.95377254486084
265,1.235880965724208,0.5111152511189313,145.55044745101242,351.94220317931945,7.875999113883638,6.64011814815943,265,7.875999113883638,,,,,,,0,2000,34.95377254486084
275,1.235880965724208,0.5111152511189313,150.66159996220173,364.3010128365616,7.875999113883638,6.64011814815943,275,7.875999113883638,,,,,,,0,2000,34.95377254486084
285,1.235880965724208,0.5111152511189313,155.77275247339105,376.6598224938036,7.875999113883638,6.64011814815943,285,7.875999113883638,,,,,,,0,2000,34.95377254486084
295,1.235880965724208,0.5111152511189313,160.88390498458037,389.0186321510457,7.875999113883638,6.64011814815943,295,7.875999113883638,,,,,,,0,2000,34.95377254486084
305,1.2282442911646223,0.5079570013007954,165.979266246679,401.33925843548985,7.868362439324052,6.64011814815943,305,7.868362439324052,,,,,,,0,2000,34.95377254486084
75,3.8551445807851614,1.0,0.0,0.0,10.495262728944592,6.64011814815943,75,10.495262728944592,,,,,,,1,2001,35.4968855381012
85,3.8551445807851614,1.0,10.0,38.55144580785162,10.495262728944592,6.64011814815943,85,10.495262728944592,,,,,,,1,2001,35.4968855381012
95,2.286214914239008,0.5930296170042432,17.965148085021216,69.25824328297247,8.926333062398438,6.64011814815943,95,8.926333062398438,,,,,,,1,2001,35.4968855381012
105,2.286214914239008,0.5930296170042432,23.895444255063648,92.12039242536255,8.926333062398438,6.64011814815943,105,8.926333062398438,,,,,,,1,2001,35.4968855381012
115,1.3270608580639092,0.3442311514536328,28.581748097353028,110.18677128687712,7.967179006223339,6.64011814815943,115,7.967179006223339,,,,,,,1,2001,35.4968855381012
125,1.3126092362660966,0.3404824926173748,32.005316317708065,123.38512175852716,7.952727384425526,6.64011814815943,125,7.952727384425526,,,,,,,1,2001,35.4968855381012
135,1.3126092362660966,0.3404824926173748,35.41014124388181,136.51121412118812,7.952727384425526,6.64011814815943,135,7.952727384425526,,,,,,,1,2001,35.4968855381012
145,1.3126092362660966,0.3404824926173748,38.81496617005556,149.63730648384907,7.952727384425526,6.64011814815943,145,7.952727384425526,,,,,,,1,2001,35.4968855381012
155,1.3126092362660966,0.3404824926173748,42.2197910962293,162.76339884651003,7.952727384425526,6.64011814815943,155,7.952727384425526,,,,,,,1,2001,35.4968855381012
165,1.3126092362660966,0.3404824926173748,45.624616022403046,175.88949120917098,7.952727384425526,6.64011814815943,165,7.952727384425526,,,,,,,1,2001,35.4968855381012
175,1.3126092362660966,0.3404824926173748,49.02944094857679,189.01558357183197,7.952727384425526,6.64011814815943,175,7.952727384425526,,,,,,,1,2001,35.4968855381012
185,1.3126092362660966,0.3404824926173748,52.43426587475054,202.1416759344929,7.952727384425526,6.64011814815943,185,7.952727384425526,,,,,,,1,2001,35.4968855381012
195,1.3107124574117757,0.3399904802389611,55.836630739032216,215.25828440288225,7.950830605571205,6.64011814815943,195,7.950830605571205,,,,,,,1,2001,35.4968855381012
205,0.5185742864817886,0.1345148737265186,58.20915750885961,224.4047181223501,7.158692434641218,6.64011814815943,205,7.158692434641218,,,,,,,1,2001,35.4968855381012
215,0.5185742864817886,0.1345148737265186,59.5543062461248,229.59046098716797,7.158692434641218,6.64011814815943,215,7.158692434641218,,,,,,,1,2001,35.4968855381012
225,0.5185742864817886,0.1345148737265186,60.89945498338998,234.77620385198583,7.158692434641218,6.64011814815943,225,7.158692434641218,,,,,,,1,2001,35.4968855381012
