problem,model,cv_folds,fold,budget,weight_name,weight_value
mdgnc,MG LdWLOA,10,1,100,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.1079229182602861
mdgnc,MG LdWLOA,10,1,125,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0137502990684927
mdgnc,MG LdWLOA,10,1,125,f0_failure_rate.sizing,0.5239024004800359
mdgnc,MG LdWLOA,10,1,125,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.4623473004514714
mdgnc,MG LdWLOA,10,1,125,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0123149435420705
mdgnc,MG LdWLOA,10,1,125,f1_mass.sizing,0.8843348562787375
mdgnc,MG LdWLOA,10,1,125,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.103350200179192
mdgnc,MG LdWLOA,10,1,150,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.006167232045952
mdgnc,MG LdWLOA,10,1,150,f0_failure_rate.sizing,0.3868974115579136
mdgnc,MG LdWLOA,10,1,150,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6069353563961344
mdgnc,MG LdWLOA,10,1,150,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0124862473952748
mdgnc,MG LdWLOA,10,1,150,f1_mass.sizing,0.8968156479949421
mdgnc,MG LdWLOA,10,1,150,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.090698104609783
mdgnc,MG LdWLOA,10,1,175,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0060859066248347
mdgnc,MG LdWLOA,10,1,175,f0_failure_rate.sizing,0.3938079187486724
mdgnc,MG LdWLOA,10,1,175,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6001061746264928
mdgnc,MG LdWLOA,10,1,175,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0122172164267399
mdgnc,MG LdWLOA,10,1,175,f1_mass.sizing,0.884394622664611
mdgnc,MG LdWLOA,10,1,175,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.103388160908649
mdgnc,MG LdWLOA,10,1,200,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0074527714591823
mdgnc,MG LdWLOA,10,1,200,f0_failure_rate.sizing,0.3653791478134458
mdgnc,MG LdWLOA,10,1,200,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.627168080727372
mdgnc,MG LdWLOA,10,1,200,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0122482052341379
mdgnc,MG LdWLOA,10,1,200,f1_mass.sizing,0.8888424828000725
mdgnc,MG LdWLOA,10,1,200,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0989093119657895
mdgnc,MG LdWLOA,10,1,225,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.9485578166950328
mdgnc,MG LdWLOA,10,1,225,f0_failure_rate.sizing,0.0094855781669503
mdgnc,MG LdWLOA,10,1,225,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0419566051380167
mdgnc,MG LdWLOA,10,1,225,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.3150005570648579
mdgnc,MG LdWLOA,10,1,225,f1_mass.sizing,0.6818494373644935
mdgnc,MG LdWLOA,10,1,225,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0031500055706485
mdgnc,MG LdWLOA,10,1,250,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0060679004528172
mdgnc,MG LdWLOA,10,1,250,f0_failure_rate.sizing,0.3874806537626195
mdgnc,MG LdWLOA,10,1,250,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6064514457845632
mdgnc,MG LdWLOA,10,1,250,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0102643236016939
mdgnc,MG LdWLOA,10,1,250,f1_mass.sizing,0.840622133324568
mdgnc,MG LdWLOA,10,1,250,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.1491135430737379
mdgnc,MG LdWLOA,10,1,275,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0074571942709068
mdgnc,MG LdWLOA,10,1,275,f0_failure_rate.sizing,0.3660212443112683
mdgnc,MG LdWLOA,10,1,275,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6265215614178249
mdgnc,MG LdWLOA,10,1,275,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0118573935285071
mdgnc,MG LdWLOA,10,1,275,f1_mass.sizing,0.6258073154423849
mdgnc,MG LdWLOA,10,1,275,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.3623352910291079
mdgnc,MG LdWLOA,10,1,300,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0129922682224794
mdgnc,MG LdWLOA,10,1,300,f0_failure_rate.sizing,0.0910253254692961
mdgnc,MG LdWLOA,10,1,300,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.8959824063082245
mdgnc,MG LdWLOA,10,1,300,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0122120752606943
mdgnc,MG LdWLOA,10,1,300,f1_mass.sizing,0.8882464131988224
mdgnc,MG LdWLOA,10,1,300,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0995415115404832
mdgnc,MG LdWLOA,10,2,25,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.9803416764073494
mdgnc,MG LdWLOA,10,2,25,f0_failure_rate.sizing,0.0098034167640734
mdgnc,MG LdWLOA,10,2,25,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.009854906828577
mdgnc,MG LdWLOA,10,2,25,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0138232993432493
mdgnc,MG LdWLOA,10,2,25,f1_mass.sizing,0.5289137656267284
mdgnc,MG LdWLOA,10,2,25,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.4572629350300224
mdgnc,MG LdWLOA,10,2,50,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0133131994041386
mdgnc,MG LdWLOA,10,2,50,f0_failure_rate.sizing,0.0726960459079634
mdgnc,MG LdWLOA,10,2,50,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.913990754687898
mdgnc,MG LdWLOA,10,2,50,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0129760293518947
mdgnc,MG LdWLOA,10,2,50,f1_mass.sizing,0.3645184929315588
mdgnc,MG LdWLOA,10,2,50,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6225054777165463
mdgnc,MG LdWLOA,10,2,75,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0057451837370523
mdgnc,MG LdWLOA,10,2,75,f0_failure_rate.sizing,0.5671318181578053
mdgnc,MG LdWLOA,10,2,75,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.4271229981051422
mdgnc,MG LdWLOA,10,2,75,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0121056718997087
mdgnc,MG LdWLOA,10,2,75,f1_mass.sizing,0.6313969362483117
mdgnc,MG LdWLOA,10,2,75,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.3564973918519796
mdgnc,MG LdWLOA,10,2,100,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0061108247975818
mdgnc,MG LdWLOA,10,2,100,f0_failure_rate.sizing,0.3849155817860847
mdgnc,MG LdWLOA,10,2,100,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6089735934163334
mdgnc,MG LdWLOA,10,2,100,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0124647956442123
mdgnc,MG LdWLOA,10,2,100,f1_mass.sizing,0.9171238779675176
mdgnc,MG LdWLOA,10,2,100,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0704113263882701
mdgnc,MG LdWLOA,10,2,125,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0061121389171339
mdgnc,MG LdWLOA,10,2,125,f0_failure_rate.sizing,0.387668361525928
mdgnc,MG LdWLOA,10,2,125,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.606219499556938
mdgnc,MG LdWLOA,10,2,125,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0057095743684248
mdgnc,MG LdWLOA,10,2,125,f1_mass.sizing,0.5512343755938572
mdgnc,MG LdWLOA,10,2,125,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.4430560500377178
mdgnc,MG LdWLOA,10,2,150,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0130973465169102
mdgnc,MG LdWLOA,10,2,150,f0_failure_rate.sizing,0.3635229444566795
mdgnc,MG LdWLOA,10,2,150,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6233797090264104
mdgnc,MG LdWLOA,10,2,150,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0122961442743558
mdgnc,MG LdWLOA,10,2,150,f1_mass.sizing,0.8879965086352933
mdgnc,MG LdWLOA,10,2,150,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0997073470903508
mdgnc,MG LdWLOA,10,2,175,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0132923561410923
mdgnc,MG LdWLOA,10,2,175,f0_failure_rate.sizing,0.0752796293776184
mdgnc,MG LdWLOA,10,2,175,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.9114280144812892
mdgnc,MG LdWLOA,10,2,175,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0127985374043548
mdgnc,MG LdWLOA,10,2,175,f1_mass.sizing,0.3690756491712594
mdgnc,MG LdWLOA,10,2,175,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6181258134243857
mdgnc,MG LdWLOA,10,2,200,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0129772906007284
mdgnc,MG LdWLOA,10,2,200,f0_failure_rate.sizing,0.09042893526225
mdgnc,MG LdWLOA,10,2,200,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.8965937741370215
mdgnc,MG LdWLOA,10,2,200,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0121981552392689
mdgnc,MG LdWLOA,10,2,200,f1_mass.sizing,0.884130439681304
mdgnc,MG LdWLOA,10,2,200,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.103671405079427
mdgnc,MG LdWLOA,10,2,225,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0129640371040358
mdgnc,MG LdWLOA,10,2,225,f0_failure_rate.sizing,0.0955052064050872
mdgnc,MG LdWLOA,10,2,225,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.8915307564908768
mdgnc,MG LdWLOA,10,2,225,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0121756085613707
mdgnc,MG LdWLOA,10,2,225,f1_mass.sizing,0.8845472656787831
mdgnc,MG LdWLOA,10,2,225,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.1032771257598462
mdgnc,MG LdWLOA,10,2,250,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0061661553508595
mdgnc,MG LdWLOA,10,2,250,f0_failure_rate.sizing,0.3836669326494983
mdgnc,MG LdWLOA,10,2,250,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6101669119996421
mdgnc,MG LdWLOA,10,2,250,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0121748693012638
mdgnc,MG LdWLOA,10,2,250,f1_mass.sizing,0.8879806557185599
mdgnc,MG LdWLOA,10,2,250,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.0998444749801763
mdgnc,MG LdWLOA,10,2,275,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0131519641947277
mdgnc,MG LdWLOA,10,2,275,f0_failure_rate.sizing,0.080522735357562
mdgnc,MG LdWLOA,10,2,275,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.9063253004477104
mdgnc,MG LdWLOA,10,2,275,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0103628497124875
mdgnc,MG LdWLOA,10,2,275,f1_mass.sizing,0.8503226192073373
mdgnc,MG LdWLOA,10,2,275,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.1393145310801751
mdgnc,MG LdWLOA,10,2,300,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0131367063353093
mdgnc,MG LdWLOA,10,2,300,f0_failure_rate.sizing,0.0819175314312949
mdgnc,MG LdWLOA,10,2,300,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.9049457622333956
mdgnc,MG LdWLOA,10,2,300,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0129055858243966
mdgnc,MG LdWLOA,10,2,300,f1_mass.sizing,0.371465155092405
mdgnc,MG LdWLOA,10,2,300,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6156292590831983
mdgnc,MG LdWLOA,10,3,25,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0062099296965222
mdgnc,MG LdWLOA,10,3,25,f0_failure_rate.sizing,0.3821498916705335
mdgnc,MG LdWLOA,10,3,25,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6116401786329443
mdgnc,MG LdWLOA,10,3,25,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0136042006810341
mdgnc,MG LdWLOA,10,3,25,f1_mass.sizing,0.1497063481044515
mdgnc,MG LdWLOA,10,3,25,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.8366894512145142
mdgnc,MG LdWLOA,10,3,50,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0132296009395615
mdgnc,MG LdWLOA,10,3,50,f0_failure_rate.sizing,0.0774787034186652
mdgnc,MG LdWLOA,10,3,50,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.9092916956417731
mdgnc,MG LdWLOA,10,3,50,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0057693323967175
mdgnc,MG LdWLOA,10,3,50,f1_mass.sizing,0.5509699902424285
mdgnc,MG LdWLOA,10,3,50,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.4432606773608538
mdgnc,MG LdWLOA,10,3,75,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0127949628108832
mdgnc,MG LdWLOA,10,3,75,f0_failure_rate.sizing,0.358460686275588
mdgnc,MG LdWLOA,10,3,75,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.6287443509135286
mdgnc,MG LdWLOA,10,3,75,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.012784614904815
mdgnc,MG LdWLOA,10,3,75,f1_mass.sizing,0.365610487651263
mdgnc,MG LdWLOA,10,3,75,f1_mass.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.621604897443922
mdgnc,MG LdWLOA,10,3,100,f0_failure_rate.graph_0.mg_ld_wloa_adsg_semantic_type,0.0057669675152358
mdgnc,MG LdWLOA,10,3,100,f0_failure_rate.sizing,0.5512023292940066
mdgnc,MG LdWLOA,10,3,100,f0_failure_rate.interaction.graph_0_mg_ld_wloa_adsg_semantic_type_sizing,0.4430307031907576
mdgnc,MG LdWLOA,10,3,100,f1_mass.graph_0.mg_ld_wloa_adsg_semantic_type,0.0123048165339876
mdgnc,MG LdWLOA,10,3,100,f1_mass.sizing,0.8898267098901362
