n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,surrogate.train_fit.mse,surrogate.train_fit.rmse,surrogate.train_fit.mae,surrogate.train_fit.n_points,surrogate.train_fit.n_valid,surrogate.recon_train.adj_precision,surrogate.recon_train.adj_recall,surrogate.recon_train.adj_f1,surrogate.recon_train.adj_edge_rate,surrogate.recon_train.feature_mae,surrogate.recon_train.feature_rmse,surrogate.recon_train.n_graphs,surrogate.recon_infill.adj_precision,surrogate.recon_infill.adj_recall,surrogate.recon_infill.adj_f1,surrogate.recon_infill.adj_edge_rate,surrogate.recon_infill.feature_mae,surrogate.recon_infill.feature_rmse,surrogate.recon_infill.n_graphs,run,seed,runtime_sec
175,0.3757465751409885,0.16450435070584205,20.627913317055,47.11649113188679,7.015864723300418,6.64011814815943,175,7.015864723300418,81.0,22.669141499092802,31.89144581905566,1.021953778108582,16.123601376079023,282.07235218491405,39306,0.007176317920544295,0.015751610891768075,0.1255054217624405,0.08021462512950225,81.0,486.0,0.0,0.0,0.0,0.03398087061941624,0.011323423446788465,0.05802874740811042,81.0,0.0,0.0,0.0,0.028560250997543335,0.011464335024356842,0.057744164019823074,1.0,10,62,956.0241236686707
185,0.3757465751409885,0.16450435070584205,22.27295682411342,50.87395688329667,7.015864723300418,6.64011814815943,185,7.015864723300418,84.0,22.669141499092802,31.89144581905566,1.0401325880084187,39.77075262204744,316.8342766603455,44337,0.007146046792979802,0.015013783402639461,0.12253074472408736,0.07735255401848122,84.0,504.0,0.0,0.0,0.0,0.03384388963292752,0.011323051615839913,0.05802776198834181,84.0,0.0,0.0,0.0,0.028560250997543335,0.011453037150204182,0.057620247825980186,2.0,10,62,956.0241236686707
195,0.3757465751409885,0.16450435070584205,23.918000331171843,54.63142263470655,7.015864723300418,6.64011814815943,195,7.015864723300418,91.0,22.669141499092802,31.89144581905566,1.1579133039340377,44.138672259869054,354.8872875457164,49409,0.0071826446102069745,0.013915195243101804,0.117962685808275,0.07314705325279297,91.0,546.0,0.0,0.0,0.0,0.03345590283336875,0.011316975353510825,0.05792088868035065,91.0,0.0,0.0,0.0,0.029172255657613277,0.012687586946412921,0.06689069047570229,4.0,10,62,956.0241236686707
205,0.3757465751409885,0.16450435070584205,25.563043838230264,58.388888386116435,7.015864723300418,6.64011814815943,205,7.015864723300418,94.0,22.669141499092802,31.89144581905566,1.1449228988494724,43.85567841818556,390.57167492923327,54556,0.007159096615023705,0.014316544915024437,0.1196517651981133,0.07611605949493297,94.0,564.0,0.0,0.0,0.0,0.03329965862584241,0.011319113816035556,0.05789887140247416,94.0,0.0,0.0,0.0,0.029131455346941948,0.012521004304289818,0.0665134321898222,10.0,10,62,956.0241236686707
215,0.3757465751409885,0.16450435070584205,27.208087345288686,62.146354137526316,7.015864723300418,6.64011814815943,215,7.015864723300418,97.0,22.669141499092802,31.89144581905566,1.2269687168300152,45.9414629121311,428.09324450953864,59710,0.0071695401860582585,0.014252378373297066,0.11938332535700731,0.07427965784292684,97.0,582.0,0.0,0.0,0.0,0.033153079008472336,0.011318873057199507,0.05789310392952457,97.0,0.0,0.0,0.0,0.032809942960739136,0.013382872752845287,0.07127544954419136,10.0,10,62,956.0241236686707
225,0.3757465751409885,0.16450435070584205,28.853130852347107,65.9038198889362,7.015864723300418,6.64011814815943,225,7.015864723300418,98.0,22.669141499092802,31.89144581905566,1.16700538713485,18.995194993913174,444.1817702217959,62044,0.00715914141934427,0.014668151826119897,0.12111214565897137,0.07747460243720915,98.0,588.0,0.0,0.0,0.0,0.03310621341652408,0.011321027335539764,0.057899568610045374,98.0,0.0,0.0,0.0,0.028560250997543335,0.011530689895153046,0.05859667807817459,1.0,10,62,956.0241236686707
235,0.1674998782993038,0.07333256121521661,30.0423154119524,68.62005215613766,6.807618026458734,6.64011814815943,235,6.807618026458734,102.0,22.669141499092802,31.89144581905566,1.2252225279808044,40.22720930213109,475.23919783206657,67219,0.0070700129105173625,0.012428541564380589,0.11148336900354505,0.07021990418995908,102.0,612.0,0.0,0.0,0.0,0.032936169163269156,0.011312288003882356,0.05780085954157745,102.0,0.0,0.0,0.0,0.03331570699810982,0.011375666502863169,0.06069642379879951,10.0,10,62,956.0241236686707
245,0.1674998782993038,0.07333256121521661,30.775641024104566,70.2950509391307,6.807618026458734,6.64011814815943,245,6.807618026458734,112.0,22.669141499092802,31.89144581905566,1.307430078042671,47.027517972979695,512.5318510937504,72419,0.00707731190839076,0.012871734693298113,0.11345366760619999,0.07210659686931892,112.0,672.0,0.0,0.0,0.0,0.03297005646995136,0.011317946798434215,0.058059392064543705,112.0,0.0,0.0,0.0,0.0322420634329319,0.011699497886002063,0.060303061828017236,10.0,10,62,956.0241236686707
255,0.1674998782993038,0.07333256121521661,31.50896663625673,71.97004972212375,6.807618026458734,6.64011814815943,255,6.807618026458734,112.0,22.669141499092802,31.89144581905566,1.3097846289165318,47.50673078885302,548.4543853013311,77685,0.007059977927544971,0.012871734693298113,0.11345366760619999,0.07210659686931892,112.0,672.0,0.0,0.0,0.0,0.03297005646995136,0.011317946798434215,0.058059392064543705,112.0,0.0,0.0,0.0,0.029399586841464043,0.011130023468285798,0.05915711745619774,10.0,10,62,956.0241236686707
265,0.1674998782993038,0.07333256121521661,32.242292248408894,73.64504850511679,6.807618026458734,6.64011814815943,265,6.807618026458734,122.0,22.669141499092802,31.89144581905566,1.4704406231176108,42.061709051951766,580.9811605706345,82875,0.007010330745950341,0.011187374650288842,0.10577038645239432,0.06514541055710246,122.0,732.0,0.0,0.0,0.0,0.03267739502499338,0.011302543246782705,0.05814936955566289,122.0,0.0,0.0,0.0,0.0322420634329319,0.011489402782171965,0.057731055468320844,10.0,10,62,956.0241236686707
275,0.1674998782993038,0.07333256121521661,32.97561786056106,75.32004728810983,6.807618026458734,6.64011814815943,275,6.807618026458734,125.0,22.669141499092802,31.89144581905566,1.4876510750036687,51.8662992590107,623.1714405836537,88073,0.007075624091193144,0.01098611183507373,0.10481465467707142,0.06573929312962075,125.0,750.0,0.0,0.0,0.0,0.032666947066783907,0.011304552905261516,0.058113268584012986,125.0,0.0,0.0,0.0,0.028560250997543335,0.011871351208537818,0.06215976141393185,10.0,10,62,956.0241236686707
285,0.1674998782993038,0.07333256121521661,33.70894347271322,76.99504607110288,6.807618026458734,6.64011814815943,285,6.807618026458734,129.0,22.669141499092802,31.89144581905566,1.4572257390245795,46.857064900919795,659.4964279003907,93303,0.007068330363443734,0.011144050049531642,0.1055653828180983,0.06707312051117911,129.0,774.0,0.0,0.0,0.0,0.0325396076537842,0.011320996098220348,0.05821959168989529,129.0,0.0,0.0,0.0,0.028560250997543335,0.01194184012711048,0.06244383305311203,10.0,10,62,956.0241236686707
295,0.1674998782993038,0.07333256121521661,34.44226908486539,78.67004485409592,6.807618026458734,6.64011814815943,295,6.807618026458734,134.0,22.669141499092802,31.89144581905566,1.448094730032608,48.02339735487476,695.6610178316478,98578,0.007056960151673271,0.011101137190639312,0.1053619342582477,0.0675207802979551,134.0,804.0,0.0,0.0,0.0,0.03239112419646178,0.011340169104010756,0.05833893166437967,134.0,0.0,0.0,0.0,0.028560250997543335,0.012028064578771591,0.06296126879751682,10.0,10,62,956.0241236686707
305,0.1674998782993038,0.07333256121521661,35.17559469701755,80.34504363708896,6.807618026458734,6.64011814815943,305,6.807618026458734,138.0,22.669141499092802,31.89144581905566,1.7439845080953091,41.684515012893826,727.211016759742,103787,0.007006764014373111,0.010654830841022664,0.10322224005040127,0.0642470732382408,138.0,828.0,0.0,0.0,0.0,0.032280084393594574,0.01135617248929929,0.0584370917438165,138.0,0.0,0.0,0.0,0.03331570699810982,0.01166509073227644,0.06342069394886493,10.0,10,62,956.0241236686707
