sample_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,is_active0,is_active1,is_active2,is_active3,is_active4,is_active5,is_active6,is_active7,is_active8,is_active9,is_active10,is_active11,is_active12,is_active13,is_active14,is_active15,is_active16,is_active17,is_active18,is_active19,is_active20,is_active21,is_active22,is_active23,is_active24,is_active25,is_active26,is_active27,is_active28,is_active29,f0,f1,cv,is_feasible
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574743248522282,0.5,0.5,0.0826520835980773,0.5,0.5,0.5099545009434223,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5822667210049586,21.47293908650761,0.0,True
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770492561161518,0.5,0.5,0.6621413193643093,0.5,0.5,0.20588520541787148,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3745304167156984,17.70332213945729,0.0,True
2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13509991951286793,0.5,0.5,0.2556835850700736,0.5,0.5,0.9718706691637635,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4990847452317126,18.99308944316971,0.0,True
3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7150677312165499,0.5,0.5,0.9916802980005741,0.5,0.5,0.30841066781431437,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5029996167565893,22.87979881647962,0.0,True
4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5239452179521322,0.5,0.5,0.8001639805734158,0.5,0.5,0.809839865192771,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4827908106514673,23.081653214501472,0.0,True
5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07705708406865597,0.5,0.5,0.43941043969243765,0.5,0.5,0.4742611702531576,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.375874941569173,17.023594219109718,0.0,True
6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31899493932724,0.5,0.5,0.5958766080439091,0.5,0.5,0.7072953386232257,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4149087697284863,20.031336079217535,0.0,True
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664014250040054,0.5,0.5,0.14114229287952185,0.5,0.5,0.012356455437839031,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4822625563791756,16.53259049964136,0.0,True
8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8365779956802726,0.5,0.5,0.40210727881640196,0.5,0.5,0.8156277444213629,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.503782163880912,23.705449339421545,0.0,True
9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264446078799665,0.5,0.5,0.8529391586780548,0.5,0.5,0.40216819010674953,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.413199287404773,19.520166192856458,0.0,True
10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006364383734762669,0.5,0.5,0.1979421256110072,0.5,0.5,0.6662005288526416,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.44860162150244,16.685139464444156,0.0,True
11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5790156060829759,0.5,0.5,0.554793231189251,0.5,0.5,0.11213078629225492,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3835939266675563,17.848357609502486,0.0,True
12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6448625447228551,0.5,0.5,0.746332436800003,0.5,0.5,0.6135435290634632,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4491945490134412,22.570189706285852,0.0,True
13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18968125898391008,0.5,0.5,0.01423815917223692,0.5,0.5,0.16860509291291237,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4871851238312854,12.848912372578944,0.0,True
14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4477133257314563,0.5,0.5,0.9192420169711113,0.5,0.5,0.9035923862829804,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5378651755506176,23.840136973787196,0.0,True
15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024364007636905,0.5,0.5,0.34365521650761366,0.5,0.5,0.3180132443085313,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.450706075561265,21.17075096686014,0.0,True
16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371353080496192,0.5,0.5,0.5626469179987907,0.5,0.5,0.2413278054445982,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.430043776431059,22.471406439813116,0.0,True
17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47832275833934546,0.5,0.5,0.17436366062611341,0.5,0.5,0.5468624215573072,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4721749304348997,17.428905121118042,0.0,True
18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22022964898496866,0.5,0.5,0.7669290006160736,0.5,0.5,0.27940823417156935,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3819034079801003,18.117531096770154,0.0,True
19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796224797144532,0.5,0.5,0.47265325020998716,0.5,0.5,0.9443326024338603,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5036484997037443,23.23512212039564,0.0,True
20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6126150460913777,0.5,0.5,0.28891782741993666,0.5,0.5,0.4379025809466839,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.437519306579843,18.48800281308251,0.0,True
21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03636286873370409,0.5,0.5,0.9584386870265007,0.5,0.5,0.7739700339734554,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4910944175920857,21.90370813355755,0.0,True
22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2943835211917758,0.5,0.5,0.11588011216372252,0.5,0.5,0.04044382367283106,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4417333049435292,13.044575217864203,0.0,True
23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8702384633943439,0.5,0.5,0.628920167684555,0.5,0.5,0.7358705112710595,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.483618491449588,24.98994895593033,0.0,True
24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002458401024342,0.5,0.5,0.8899163939058781,0.5,0.5,0.43565670773386955,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.484787349338381,23.93619244204724,0.0,True
25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34874987974762917,0.5,0.5,0.37297390308231115,0.5,0.5,0.8505815826356411,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4576691918261253,19.692718264675612,0.0,True
26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10675098188221455,0.5,0.5,0.7170006595551968,0.5,0.5,0.0850805202499032,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3612421561020005,16.392257483760318,0.0,True
27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578506607562304,0.5,0.5,0.04357736464589834,0.5,0.5,0.6406146297231317,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5638072273363477,17.78353348415732,0.0,True
28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495216634124517,0.5,0.5,0.2272746404632926,0.5,0.5,0.13420058600604534,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.450275562033506,17.60133042628801,0.0,True
29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595289669930935,0.5,0.5,0.5254528261721134,0.5,0.5,0.5796277802437544,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3864746617106767,18.323266185955447,0.0,True
30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40784119069576263,0.5,0.5,0.4314345633611083,0.5,0.5,0.34414844494313,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3854789336489493,17.31783910762239,0.0,True
31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919892847537994,0.5,0.5,0.82362025603652,0.5,0.5,0.930215391330421,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5943695791849906,28.91131307166613,0.0,True
32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9699230631813407,0.5,0.5,0.6406576260924339,0.5,0.5,0.255542921833694,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.439223299074549,23.462458526994293,0.0,True
33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42907178308814764,0.5,0.5,0.0963227329775691,0.5,0.5,0.9661220638081431,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5988980129538657,19.16338694601137,0.0,True
34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18658457044512033,0.5,0.5,0.9389489889144897,0.5,0.5,0.23113478533923626,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.422909700559837,18.764199259019687,0.0,True
35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.728016191162169,0.5,0.5,0.3006028039380908,0.5,0.5,0.5510732214897871,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4621522738973023,20.320109174727172,0.0,True
36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5446881772950292,0.5,0.5,0.49214215856045485,0.5,0.5,0.04966022167354822,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3806965723497435,16.827610754798886,0.0,True
37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1207872899249196,0.5,0.5,0.7552451714873314,0.5,0.5,0.7287299642339349,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.424071362343138,20.505977800179444,0.0,True
38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631638390943408,0.5,0.5,0.16262544225901365,0.5,0.5,0.464697640389204,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.454898840690669,16.18715431406949,0.0,True
39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7866675509139895,0.5,0.5,0.5822054147720337,0.5,0.5,0.7531571947038174,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.472356357172843,23.844096506482206,0.0,True
40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8573007918894291,0.5,0.5,0.8431708849966526,0.5,0.5,0.07488779816776514,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.454048833052058,22.1531046334062,0.0,True
41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3081563599407673,0.5,0.5,0.4196884771808982,0.5,0.5,0.6448266813531518,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.411285395549979,18.551813346407904,0.0,True
42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050551505759358406,0.5,0.5,0.5137763880193233,0.5,0.5,0.4117925278842449,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3649698054286765,17.07130167856318,0.0,True
43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5992997158318758,0.5,0.5,0.24677093978971243,0.5,0.5,0.8723712228238583,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5229147042814595,20.728974021454594,0.0,True
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6572932656854391,0.5,0.5,0.055254473350942135,0.5,0.5,0.3709422526881099,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.529189755299156,17.081421416042318,0.0,True
45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2416855301707983,0.5,0.5,0.6975030936300755,0.5,0.5,0.909402254037559,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4571069930995773,21.550315354463386,0.0,True
46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4992178678512573,0.5,0.5,0.3534239148721099,0.5,0.5,0.14341680519282818,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.393385208967733,16.225573677463316,0.0,True
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9154049903154373,0.5,0.5,0.9016612432897091,0.5,0.5,0.572486100718379,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5262683787446836,26.21064813810937,0.0,True
48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8856496997177601,0.5,0.5,0.12944295164197683,0.5,0.5,0.9926840448752046,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.669546018308672,23.7233897133742,0.0,True
49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46537334099411964,0.5,0.5,0.6153805516660213,0.5,0.5,0.2816170984879136,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.3820479822843477,18.397992326479816,0.0,True
50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20777996070683002,0.5,0.5,0.4589839717373252,0.5,0.5,0.5170964188873768,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.384768988403294,17.658689928247533,0.0,True
51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275990027934313,0.5,0.5,0.7884102500975132,0.5,0.5,0.19666922464966774,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4161489433661956,20.167640406634252,0.0,True
52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5684471037238836,0.5,0.5,0.9721074365079403,0.5,0.5,0.7030830485746264,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5302031844193933,23.813067678619902,0.0,True
53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016097700223326683,0.5,0.5,0.2674360489472747,0.5,0.5,0.02254893910139799,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.379040027418233,13.241723879959396,0.0,True
54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27364151179790497,0.5,0.5,0.6738413013517857,0.5,0.5,0.7880499865859747,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.431482000709708,20.795505466479863,0.0,True
55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8265092074871063,0.5,0.5,0.06314690317958593,0.5,0.5,0.49812511168420315,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5682465813305906,19.649454379609487,0.0,True
56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7560577681288123,0.5,0.5,0.32414264511317015,0.5,0.5,0.6733408374711871,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.479343587516684,21.48626433674159,0.0,True
57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3284648200497031,0.5,0.5,0.9309346079826355,0.5,0.5,0.10291414987295866,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4250540802323903,18.458316513205553,0.0,True
58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08602722827345133,0.5,0.5,0.02599849086254835,0.5,0.5,0.8364403452724218,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.5716007253303363,16.726437804840707,0.0,True
59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5141394222155213,0.5,0.5,0.7267674431204796,0.5,0.5,0.3753728922456503,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4046470310005943,19.96321743052955,0.0,True
60,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980180712416768,0.5,0.5,0.5430321097373962,0.5,0.5,0.8818031633272767,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4873958930936695,23.459616232847694,0.0,True
61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1529852570965886,0.5,0.5,0.2175082666799426,0.5,0.5,0.34187879506498575,0.5,0.5,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-3.4097657643431916,15.020153792691936,0.0,True
