n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.reference_mdgnc_edge_failures,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,run,seed,runtime_sec
150,0.5629159382125256,0.2930955378011898,0.6705701795726954,0.820441063389706,108.077758301216,74.1536417773588,4.028604260011192,0.5754709693648701,150,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
160,0.5573223582954686,0.2968464256906249,0.6705701795726954,0.8122885092625693,116.24140616447737,79.75483325989877,4.022541016434673,0.6665758237370596,160,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
170,0.5119734752935289,0.3272560343086568,0.6705701795726954,0.7461932306108573,124.0338148638445,85.10131242784377,3.940958655780843,0.7024473225989869,170,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
180,0.4939419886228114,0.3393474115634025,0.6705701795726954,0.7199126244059653,131.3643441389286,90.13088974742547,3.894254622531492,0.7149033830345723,180,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
190,0.4923556551485042,0.3404111594861308,0.6705701795726954,0.7176005684945905,138.55191010343137,95.06237796628204,3.888099815455522,0.7244561869833928,190,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
200,0.49022468824147036,0.341840122347644,0.6705701795726954,0.7144947179819781,145.7123865358142,99.97527968323192,3.8852651460026824,0.7673043260079593,200,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
210,0.4601234812157606,0.3620250941482291,0.6705701795726954,0.6706226855433387,152.6379735534408,104.72702053051808,3.820251781696419,0.758805238283502,210,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
220,0.4596163338797345,0.3623651720284179,0.6705701795726954,0.6698835263342644,159.3405046128288,109.32571960599554,3.7959759626315313,0.7435094710468216,220,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
230,0.4593039368309716,0.3625746561735048,0.6705701795726954,0.6694282125840432,166.03706330742034,113.92032095954907,3.795401165976959,0.7402532415814096,230,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
240,0.4568368533173436,0.3642290088082592,0.6705701795726954,0.6658324774413867,172.71336675754748,118.50102491029065,3.2414761223369584,0.7086672863694595,240,-11.09011215289015,,,,,,,,,11,2011,7.540618419647217
