epoch,train_loss,train_loss_adj,train_loss_features,train_loss_features_binary,train_loss_features_continuous,train_loss_kl,train_adj_precision,train_adj_recall,train_adj_f1,train_adj_edge_rate,train_loss_recon,val_loss,val_loss_adj,val_loss_features,val_loss_features_binary,val_loss_features_continuous,val_loss_kl,val_adj_precision,val_adj_recall,val_adj_f1,val_adj_edge_rate,val_loss_recon,val_adj_f1_smooth
1,0.6991120947996775,0.1921213636663225,0.44535338531600105,0.38478329745928447,0.060570087250736024,24.654939093695745,0.05394886217680242,0.123483353179776,0.034713531380726234,0.07064159615834555,0.6374747489823236,0.39141948318481445,0.11001265066862106,0.19984669291973114,0.18648159766197206,0.013365094155073165,32.62405923461914,0.0,0.0,0.0,0.0705827341079712,0.3098593435883522,0.0
2,0.3777197749349806,0.11651466841167873,0.19004872209495968,0.17546472378571829,0.014583998156090577,28.462554390801323,0.004492424262894525,0.00020940574217173788,0.00038835973458157646,0.07064159573449029,0.3065633905066384,0.3417576141357422,0.11248703664541244,0.16393363082408904,0.15143897545337676,0.012494653269648551,26.13477882385254,0.0,0.0,0.0,0.0705827341079712,0.2764206674695015,0.0
3,0.340066603369183,0.11731909207503001,0.15681028678682116,0.14356406019793616,0.013246226443184747,26.374889894273547,0.02198064011997647,0.002181686941948202,0.0037678984511229727,0.0706415967411465,0.2741293788618512,0.30896152544021604,0.1071498476266861,0.13635624659061432,0.12465358912944793,0.01170265658199787,26.182172439575194,0.0,0.0,0.0,0.0705827341079712,0.2435060942173004,0.0
4,0.3030935643249088,0.108624854710367,0.12634780931472778,0.11507951184113821,0.011268296271562577,27.248360151502823,0.16774627367655437,0.062487484653790795,0.08527288982603284,0.07064159660869175,0.23497266402509476,0.273604528427124,0.09862008202075959,0.10138861662149429,0.0926235575079918,0.008765058021992445,29.438329696655273,0.3348921966552734,0.13222211456298827,0.1787492980957031,0.0705827341079712,0.20000869864225387,0.04468732452392578
5,0.264972584856881,0.0913477691411972,0.09881225012408362,0.08961910818682776,0.00919314128657182,29.925026455349393,0.33438981109195287,0.2698564729690552,0.2906631580988566,0.07064159679412842,0.1901600192652808,0.2642128756046295,0.0932323980331421,0.08852532148361206,0.08099042254686356,0.00753490024805069,32.982062438964846,0.38667433929443357,0.16891795539855958,0.2164971523284912,0.0705827341079712,0.18175771951675415,0.07904929008483887
6,0.2314446918434567,0.07292758202552796,0.0789911416636573,0.0707187820871671,0.00827235965927442,31.810387481689453,0.41689729796515573,0.4577619938320584,0.4284334593878852,0.07064159605238172,0.15191872368918524,0.19772984707355498,0.053288548797369,0.05902778768539429,0.052560758799314496,0.0064670294970273975,34.1654038696289,0.5609728279113769,0.6228848342895508,0.5846564102172852,0.0705827341079712,0.11231633648276329,0.1959805721282959
7,0.20007687009705438,0.05622805036107699,0.059630815876854794,0.052830026500754884,0.006800789120296637,33.68720212131076,0.505441354115804,0.7143813707563612,0.5864189342922634,0.0706415966351827,0.11585886623793179,0.1716346298456192,0.041962848484516146,0.045169639766216275,0.04035943818092346,0.004810201488435268,33.80085705566406,0.5894045944213867,0.9646122207641602,0.7282974090576172,0.0705827341079712,0.08713248825073241,0.34164005393981933
8,0.18203777739736768,0.04931984086500274,0.048219782133897146,0.043007867094543246,0.005211915043907033,33.79926265123155,0.534220826043023,0.8429390636020236,0.6496819252438015,0.0706415966351827,0.09753962299889989,0.15771302366256715,0.03779237008094788,0.03556290170550346,0.03227962130308151,0.003283280747011304,33.7431005859375,0.5972892837524414,0.9716131362915039,0.7365224685668945,0.0705827341079712,0.07335527178645135,0.4889445476531982
9,0.17086074878109825,0.04706294999519984,0.04064062567220794,0.03653924565513929,0.004101380342617631,33.26286993408203,0.5384653358459472,0.8777902056376139,0.6637743983798556,0.07064159573449029,0.08770357566740777,0.14932987344264984,0.037075245797634125,0.02905063556134701,0.026580311626195906,0.0024703238885849716,33.28159722900391,0.5936098861694336,0.9731263046264649,0.7344105300903321,0.0705827341079712,0.06612588135898113,0.600076794052124
10,0.1626607976357142,0.045715081993076535,0.03557818461789025,0.032256925481888986,0.003321258750640684,32.54701318020291,0.5459733719295926,0.8926160888671875,0.6739438455369737,0.07064159750938416,0.08129326661096678,0.1415899338722229,0.03633985179662704,0.025582305774092675,0.0235894715487957,0.0019928343622013928,31.867110137939452,0.6041796035766601,0.9985794448852539,0.7497314758300782,0.0705827341079712,0.06192215757071971,0.7067236587524415
11,0.15651431630717383,0.044879966851737764,0.03198377950986227,0.02911837888095114,0.0028654005380554333,31.86022824774848,0.5505985950893826,0.9027991790771485,0.680364423751831,0.0706415957874722,0.07686374636160004,0.1383911397457123,0.03646978741884232,0.022804739847779275,0.021220217958092688,0.0015845219474285841,31.646645263671875,0.5897642440795898,0.9918407211303711,0.7366967697143555,0.0705827341079712,0.05927452726662159,0.7371317306518554
12,0.15093101704120637,0.04385315995746189,0.028800674986508158,0.02626296284960376,0.0025377120736779436,31.310873441908093,0.5578895418379042,0.9112835180494521,0.6884848198360867,0.0706415962908003,0.07265383494397004,0.1320527904033661,0.035059145390987395,0.020385333612561226,0.01906333164870739,0.001322002130560577,30.643326126098632,0.6014251480102539,0.9723400192260743,0.7392651062011719,0.0705827341079712,0.055444479003548625,0.7393252700805665
13,0.1457341645028856,0.04251918417877621,0.02597713234192795,0.02371442184680038,0.002262710531759593,30.89514016893175,0.5725803190867106,0.9185620358784994,0.7017362653944228,0.07064159594641792,0.06849631652070416,0.12739024960994721,0.032857016384601596,0.016543868258595468,0.015487752944231034,0.0010561151234433055,31.195746154785155,0.6353933715820312,0.9988016357421875,0.7729735412597656,0.0705827341079712,0.049400884643197064,0.7466154846191406
14,0.14132656388812595,0.04134157949686051,0.023501195061537954,0.021446091713176834,0.0020551033932715655,30.59351591152615,0.5877315750122071,0.9252783326043023,0.715269660949707,0.07064159658220079,0.06484277455839846,0.12300555771589279,0.031977475300431255,0.014858943328261376,0.013987433180212975,0.0008715101140551269,30.46765591430664,0.651853630065918,0.9995446472167969,0.785729751586914,0.0705827341079712,0.04683641862869263,0.7568793289184571
15,0.1381016073094474,0.040462025741736095,0.021892743829223845,0.020004164690772694,0.0018885792452428077,30.29873597208659,0.5988247201707628,0.9260772166781955,0.7238446328904894,0.07064159684711033,0.062354769570959936,0.12144457602500916,0.031350299701094625,0.013564241938292981,0.012721088528633118,0.0008431535409763456,30.612014739990233,0.6660888671875,0.9991088333129883,0.7960834655761718,0.0705827341079712,0.04491454163938761,0.7661497268676758
