n_eval,delta_hv.delta_hv,delta_hv.hv,delta_hv.true_hv,delta_hv.ratio,delta_hv.regret,delta_hv.abs_regret,IGD.indicator,spread.delta,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_failure_rate.graph_0.wloa_semantic_type,kernel_weight.f0_failure_rate.sizing,kernel_weight.f0_failure_rate.interaction.graph_0_wloa_semantic_type_sizing,kernel_weight.f1_mass.graph_0.wloa_semantic_type,kernel_weight.f1_mass.sizing,kernel_weight.f1_mass.interaction.graph_0_wloa_semantic_type_sizing,kernel_diagnostics.f0_failure_rate.graph_0.wloa_semantic_type.depth,kernel_diagnostics.f0_failure_rate.graph_0.wloa_semantic_type.num_levels,kernel_diagnostics.f1_mass.graph_0.wloa_semantic_type.depth,kernel_diagnostics.f1_mass.graph_0.wloa_semantic_type.num_levels,run,seed,runtime_sec
130,0.1410495484678272,0.5625715186848036,0.6549522358144216,0.2188949090348772,48.58547437044467,31.30707448730344,1.283288014712881,0.8618013103323052,130,-3.5088543803436054,120.0,,,10.724654162302611,43.38379624765366,517.2901127953082,41591,0.01243754929661,0.0154489426381024,0.2070976863481269,0.7774533710137707,0.1716842665670383,0.8265988907672913,0.0017168426656703,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
140,0.1398723364897572,0.563342536301868,0.6549522358144216,0.2170679928082494,50.765288879660304,32.71168391209137,1.0542464903260829,0.9122355534109464,140,-3.5088543803436054,130.0,,,11.026245916262267,60.3701342465356,575.2839505160227,44279,0.0129922525467156,0.0154151203620279,0.2016827396866407,0.7829021399513313,0.1739801555649628,0.8242800428793876,0.0017398015556496,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
150,0.1335002271881481,0.5675159635358108,0.6549522358144216,0.2071791111982939,52.88652439969302,34.078546730480895,0.941683387308168,0.895538874146795,150,-3.5088543803436054,140.0,,,11.453179366886616,162.0164232905954,733.1952823698521,50019,0.0146583354799146,0.0155852798823875,0.1954695143209829,0.7889452057966295,0.183050877808111,0.8151186134138079,0.0018305087780811,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
160,0.1327796857701365,0.5679878837485344,0.6549522358144216,0.2060609023853994,54.95272446761149,35.40994629527232,0.8864982050738748,0.8364043769696221,160,-3.5088543803436054,150.0,,,11.81836472917348,91.28195179346947,820.5946516739205,54905,0.0149457180889521,0.0154569623085869,0.2028699537501419,0.781673083941271,0.1839159181587277,0.814244922659685,0.0018391591815872,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
170,0.1258730168005701,0.572511422032182,0.6549522358144216,0.1953424371917864,56.95974116549742,36.703209808125855,0.862700061603863,0.640722190554221,170,-3.5088543803436054,160.0,,,12.167323359288275,122.69629840180278,939.344723880291,60209,0.0156014005195284,0.0083064622945877,0.2388477960740352,0.7528457416313771,0.2062427010492855,0.7916948719402216,0.0020624270104928,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
180,0.1248529762933374,0.5731794998430153,0.6549522358144216,0.1937594354986365,58.90525052894954,37.95683977359539,0.8286196641237445,0.6126232476239969,180,-3.5088543803436054,170.0,,,12.485205488279462,131.6018382171169,1067.508540570736,64631,0.0165169739068053,0.0082614287941553,0.2387678811421055,0.7529706900637391,0.1639648365402304,0.8343955150943674,0.0016396483654023,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
190,0.1220616611674434,0.5750076779255822,0.6549522358144216,0.1894275912835549,60.82118566286049,39.19141296089929,0.7809270680770017,0.6507218319463083,190,-3.5088543803436054,180.0,,,13.018965804949405,96.1724106175825,1159.743449529633,69732,0.0166314382138707,0.0081568050889776,0.2428022276449149,0.7490409672661075,0.1808184215624593,0.8173733942219161,0.0018081842156245,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
200,0.1211328518347393,0.575616003674682,0.6549522358144216,0.187986171324388,62.70825447590021,40.40738552591021,0.7672308404322169,0.6431400960836661,200,-3.5088543803436054,190.0,,,13.446128774434328,101.28104848228396,1257.4760400354862,74207,0.0169455178087712,0.0080960261508093,0.2993826488641086,0.692521324985082,0.1739301538254621,0.8243305446362833,0.0017393015382546,6.0,7.0,6.0,7.0,0,52,1513.9429304599762
30,0.5682713059480861,0.2827616734345414,0.6549522358144216,1.0,0.0,0.0,3.673599089744762,0.5355154332100325,30,-3.442439242563571,,,,,,0.0,0,,,,,,,,,,,,1,53,1919.018613100052
40,0.5453568658936427,0.2977695371806346,0.6549522358144216,0.9596769363249592,9.798384681624796,5.568140859208643,3.066833749264917,0.6725602765155257,40,-3.442439242563571,30.0,,,8.848722784779966,41.17380590643734,38.838494970463216,2630,0.0147674885819251,0.2225517133142622,0.7752227695525953,0.0022255171331426,0.2302140289014201,0.7674838308095658,0.0023021402890142,6.0,7.0,6.0,7.0,1,53,1919.018613100052
50,0.5325936957572794,0.3061288039975256,0.6549522358144216,0.9372172942441934,19.28285583447056,10.957893667463257,2.9165037403172875,0.8765585795559893,50,-3.7457404844988935,40.0,,,8.93103430699557,72.23862184491009,108.25476750079542,6287,0.017218827342261,0.0129158469036866,0.6385279480530905,0.3485562050432229,0.1665475129280006,0.8317870119427194,0.00166547512928,6.0,7.0,6.0,7.0,1,53,1919.018613100052
60,0.3337347412755367,0.4363719208470613,0.6549522358144216,0.5872806488420952,26.905345549902,15.289535852627337,2.343211306636279,0.8318800247576839,60,-3.7457404844988935,50.0,,,8.590952886268497,86.22495884634554,191.3456127382815,10526,0.0181783785614935,0.0087625979002208,0.8094812688838748,0.1817561332159044,0.1760455516953035,0.8221939927877434,0.001760455516953,6.0,7.0,6.0,7.0,1,53,1919.018613100052
70,0.1951509755918929,0.5271376680291457,0.6549522358144216,0.3434116302358592,31.55880694529177,17.933964436964484,2.3829799342072224,0.9432616061832992,70,-3.651632469224047,60.0,,,8.85208093188703,98.78581744991244,286.16350732184947,15962,0.0179277977272177,0.0068346064137081,0.5532244735986398,0.439940919987652,0.1582446159337218,0.8401729379069409,0.0015824461593372,6.0,7.0,6.0,7.0,1,53,1919.018613100052
80,0.1883159402785313,0.5316142896895024,0.6549522358144216,0.3313838624393518,34.93278440866783,19.85129901631661,1.832762475894881,1.0791906017644082,80,-3.651632469224047,70.0,,,9.131475559435785,72.54687283374369,354.7657627603039,21142,0.0167801420282047,0.1517767135716413,0.5145751920821581,0.3336480943462005,0.1955399311330317,0.8025046695556379,0.0019553993113303,6.0,7.0,6.0,7.0,1,53,1919.018613100052
90,0.1868229699641738,0.5325921139348955,0.6549522358144216,0.3287566484682597,38.23348696320589,21.726993567530133,1.39280766795222,1.0304384303621312,90,-3.651632469224047,80.0,,,9.368536134250462,91.78234213963152,442.8006846634671,26130,0.0169460652377905,0.0086195592286024,0.5198073671475442,0.4715730736238534,0.1424278173328435,0.856147904493828,0.0014242781733284,6.0,7.0,6.0,7.0,1,53,1919.018613100052
100,0.1812996669198237,0.5362096136128731,0.6549522358144216,0.3190371659138218,41.472456035116295,23.567606751950123,1.276833592671524,0.9681842603247192,100,-3.651632469224047,90.0,,,9.555634272284806,109.64137090556324,548.5085975360125,31680,0.0173140340131317,0.0085497474391441,0.5165737244338334,0.4748765281270224,0.1594782635717971,0.8389269537924848,0.0015947826357179,6.0,7.0,6.0,7.0,1,53,1919.018613100052
110,0.1596711067414527,0.550375287459144,0.6549522358144216,0.2809768944343626,44.472526336857214,25.272460620256503,1.2562949256312377,0.9561064646647836,110,-3.4872774741321746,100.0,,,9.93625783547759,142.2616466479376,686.7795690363273,37412,0.0183572000704674,0.0153433286562581,0.2239766408949959,0.7606800304487459,0.1521614847831079,0.8463169003690609,0.001521614847831,6.0,7.0,6.0,7.0,1,53,1919.018613100052
120,0.1583183247722339,0.5512612950344533,0.6549522358144216,0.2785963730970026,47.27039267451404,26.862407777824934,1.2562949256312377,0.9715891205600746,120,-3.4872774741321746,110.0,,,10.287232519127429,131.95438945107162,814.7226710096002,43003,0.0189457170664744,0.0154173200012068,0.2149288880042406,0.7696537919945524,0.159060826594493,0.839348565139562,0.0015906082659449,6.0,7.0,6.0,7.0,1,53,1919.018613100052
130,0.1542316086834239,0.5539378988739582,0.6549522358144216,0.2714048854289919,50.02039896714402,28.425157445103228,1.2463469280184554,0.8945793482335898,130,-3.4872774741321746,120.0,,,10.59149849973619,106.62693025544286,917.5456765377894,47985,0.0191215103998705,0.0151622262967288,0.2242629170386066,0.7605748566646646,0.1557057511053753,0.842737191383571,0.0015570575110537,6.0,7.0,6.0,7.0,1,53,1919.018613100052
140,0.1302732444552374,0.5696294830916652,0.6549522358144216,0.2292448045355618,52.52364741696679,29.847681710796536,1.1696984403812511,1.0122349558090258,140,-3.4872774741321746,130.0,,,11.075837098062038,121.3206445798278,1034.8550481218845,53368,0.0193909280490534,0.0149582645045501,0.2423567698233458,0.7426849656721038,0.1662165630042632,0.8321212713656941,0.0016621656300426,6.0,7.0,6.0,7.0,1,53,1919.018613100052
150,0.1193940805619162,0.5767548158073874,0.6549522358144216,0.2101004912833367,54.72037389606128,31.096018335882302,0.9933680071924724,0.9955244936735272,150,-3.4872774741321746,140.0,,,11.266596350818872,105.44268181733788,1136.6693153949454,58042,0.0195835656144678,0.0153512294728387,0.2322836413319934,0.7523651291951678,0.1595747463036536,0.8388295062333099,0.0015957474630365,6.0,7.0,6.0,7.0,1,53,1919.018613100052
160,0.1184259471205804,0.577388896969357,0.6549522358144216,0.208396844748306,56.8128605762195,32.28511847429479,0.8139504552462663,0.9747875861939178,160,-3.4872774741321746,150.0,,,11.76395420357585,100.45829585194588,1233.8162521002814,62383,0.0197780846079906,0.0081845498021287,0.2374441623928144,0.7543712878050568,0.1616301342184575,0.8367535644393579,0.0016163013421845,6.0,7.0,6.0,7.0,1,53,1919.018613100052
170,0.1183625351362654,0.5774304287902615,0.6549522358144216,0.2082852572307748,58.8962710861149,33.46906088557902,0.7962161928480813,0.9748464373705232,170,-3.4872774741321746,160.0,,,12.12196356896311,112.98836547601968,1343.4038500515744,66738,0.0201295191652667,0.0153547483441847,0.2227741861185572,0.7618710655372579,0.1461397410443648,0.8523988615451915,0.0014613974104436,6.0,7.0,6.0,7.0,1,53,1919.018613100052
180,0.1180118948757772,0.5776600814128349,0.6549522358144216,0.2076682275535448,60.9760385100365,34.650933035639234,0.7364404773762574,0.9656314405725122,180,-3.4872774741321746,170.0,,,14.234519514255226,84.83696243353188,1425.4289936181158,70055,0.0203472841855415,0.0154325672642238,0.2278370966228056,0.7567303361129705,0.1491146061448638,0.8493942477936877,0.0014911460614486,6.0,7.0,6.0,7.0,1,53,1919.018613100052
190,0.1160426338875683,0.5789498532999644,0.6549522358144216,0.2042028740021747,63.0353940178151,35.821205679455964,0.7481197452959761,0.9595520092979476,190,-3.4872774741321746,180.0,,,14.092315010726452,112.63675208482891,1534.069554368965,75365,0.0203551987576323,0.0153545917240568,0.2217950962854691,0.7628503119904739,0.1499656256902345,0.8485347180528632,0.0014996562569023,6.0,7.0,6.0,7.0,1,53,1919.018613100052
200,0.1143669899847656,0.5800473200205338,0.6549522358144216,0.2012542051440716,65.06267941354633,36.97325379881764,0.718524326042607,0.9718088563063616,200,-3.4872774741321746,190.0,,,14.955512872897089,131.8792804935947,1661.9126419844106,80785,0.020572044834863,0.0154753095935693,0.2205276008005845,0.7639970896058462,0.133467361248237,0.8651979651392806,0.0013346736124823,6.0,7.0,6.0,7.0,1,53,1919.018613100052
30,0.6065093766546663,0.2577175635320368,0.6549522358144216,1.0,0.0,0.0,4.334362302176666,0.854354190978625,30,-3.540551982110368,,,,,,0.0,0,,,,,,,,,,,,2,54,1703.8902683258057
40,0.6064871632717882,0.2577321122368178,0.6549522358144216,0.9999633750379908,9.999816875189955,6.064982699632273,4.284393220314216,0.8931717849354387,40,-3.540551982110368,30.0,,,8.647906627506018,32.933662842959166,30.592295652255416,2589,0.0118162594253593,0.1368555516458985,0.8617758928376426,0.0013685555164589,0.2409795240890845,0.7566106806700247,0.0024097952408908,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
50,0.5975119565455954,0.2636104439490344,0.6549522358144216,0.9851652415355916,19.925459958057868,12.084978298719191,2.9296616720870703,0.9109462872540448,50,-4.089524339325826,40.0,,,8.88881081994623,53.19483049120754,80.9449056321755,6151,0.0131596334957202,0.0155022847670309,0.1938841133925167,0.7906136018404523,0.1458842070768954,0.6813610461360188,0.1727547467870858,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
60,0.4472671336911252,0.3620136265971113,0.6549522358144216,0.7374447138115554,28.538509734793603,17.308873749902794,2.6047946595542246,1.1791616243599476,60,-7.470042153893229,50.0,,,8.818805381655693,59.03889172151685,136.49639654625207,10621,0.0128515579085069,0.0081480291488047,0.2989894908187062,0.6928624800324891,0.159509784564383,0.8388908035015522,0.0015994119340647,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
70,0.4389651741626987,0.3674510135518951,0.6549522358144216,0.7237566162355249,35.844516385029,21.740035289171917,2.0730410835420248,1.0754267913213464,70,-7.470042153893229,60.0,,,9.159772956743836,60.78285820223391,193.9643808249384,14797,0.0131083585067877,0.0081871853392616,0.2929460384012067,0.6988667762595316,0.168716399692585,0.8295964363104892,0.0016871639969258,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
80,0.4306801055159562,0.3728773377859551,0.6549522358144216,0.710096367992636,43.01378130616981,26.088261687565183,2.049011489612089,1.1560993041478211,80,-7.470042153893229,70.0,,,9.262250130996108,123.21093172580004,313.26548833493143,20659,0.0151636327186665,0.976333090533174,0.0097633309053317,0.0139035785614942,0.1625269735697207,0.8358477566945821,0.0016252697356972,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
90,0.3141963873301648,0.4491686094477162,0.6549522358144216,0.518040444919719,49.15446537073158,29.81264415179579,1.9983220242073,0.963258065413254,90,-7.470042153893229,80.0,,,10.975549523718657,39.20547146163881,349.92451896332204,23316,0.0150079138344193,0.9803921568627452,0.0098039215686274,0.0098039215686274,0.4599526983653517,0.535447774650995,0.0045995269836535,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
100,0.1565138730887453,0.5524431246989733,0.6549522358144216,0.2580568068906558,53.03495162978345,32.16619545389034,1.9556351231915663,1.1007981160837257,100,-3.7462880005807984,90.0,,,9.7081486787647,132.52265411615372,478.54050741624087,28939,0.0165361798063596,0.008554742149879,0.5147582978061392,0.4766869600439816,0.175519321692695,0.8227254850903781,0.0017551932169269,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
110,0.1523947045119764,0.5551409833680245,0.6549522358144216,0.2512652077244748,55.58156170285911,33.71073834189395,1.67564069143871,0.9126071950558337,110,-3.7462880005807984,100.0,,,9.912780797109008,93.72209030762316,568.4782461989671,33950,0.0167445727893657,0.0122879315479522,0.6331664888693825,0.3545455795826652,0.1548608553077032,0.8435905361392197,0.001548608553077,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
120,0.1477557075194519,0.5581793048202148,0.6549522358144216,0.2436165263172525,58.055970373067744,35.21149040205109,1.3712968153074427,1.0092815642703712,120,-3.482849974437949,110.0,,,10.523981276899576,70.51245995797217,635.217773062177,38876,0.0163395867131952,0.9803921568627452,0.0098039215686274,0.0098039215686274,0.1500840942570726,0.8484150648003567,0.0015008409425707,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
130,0.1471414461886177,0.5585816166522191,0.6549522358144216,0.2426037450570149,60.48707172993908,36.68597617059144,1.175137822340601,0.9923358485087826,130,-3.482849974437949,120.0,,,10.630482029169798,86.39521896280348,717.6928396970034,44086,0.0162793821098989,0.267056347801274,0.6747821529097418,0.0581614992889843,0.169566678449808,0.8287376547656939,0.001695666784498,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
140,0.1467659981029594,0.5588275172153532,0.6549522358144216,0.2419847140904549,62.91001402567643,38.15551339204932,1.1516346692879469,0.9425192600296628,140,-3.482849974437949,130.0,,,11.0332640260458,90.60697591863573,804.7308157589287,48690,0.0165276404961784,0.2123443806785534,0.5337052350740918,0.2539503842473545,0.1485787972605776,0.8499354147668167,0.0014857879726057,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
150,0.1446542953854895,0.5602105816315355,0.6549522358144216,0.2385029827294041,65.31245250977572,39.612614859491565,0.98113776013441,1.0886208272644189,150,-3.482849974437949,140.0,,,11.529276982881129,82.71512049436569,883.5135066760704,53802,0.0164215736715376,0.9803921568627452,0.0098039215686274,0.0098039215686274,0.1625575544922934,0.8358168699627837,0.0016255755449229,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
160,0.1331425220447645,0.5677502433192322,0.6549522358144216,0.2195226111410526,67.60258047912801,41.00159894664284,0.93838525937826,1.1538208762896942,160,-3.482849974437949,150.0,,,11.695000175386667,116.26832004170863,995.8085106946528,59158,0.0168330320615073,0.0101369091644062,0.6275054505024132,0.3623576403331806,0.1941211137453199,0.8039376751172269,0.0019412111374531,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
170,0.132844240231048,0.5679456036600286,0.6549522358144216,0.2190308103129076,69.79534758639781,42.3315327580219,0.934242299477658,1.1343431772520656,170,-3.482849974437949,160.0,,,12.017605013214052,148.92018053866923,1140.696978116408,64792,0.0176055219489506,0.0083712639075813,0.2348809415440725,0.7567477945483462,0.164597514937844,0.8337565099127776,0.0016459751493784,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
180,0.1305882256045887,0.5694231854836581,0.6549522358144216,0.2153111404886704,71.9670573404057,43.64869508720008,0.8728234956737219,1.1398484990952926,180,-3.482849974437949,170.0,,,12.628992838785052,97.60928429290652,1234.4542169552296,69840,0.0176754612966098,0.9803921568627452,0.0098039215686274,0.0098039215686274,0.1586697761191028,0.8397435261197062,0.001586697761191,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
190,0.1291297581640754,0.5703784119946849,0.6549522358144216,0.2129064498166847,74.10814529193247,44.9472850060434,0.8424620644344498,1.100878665820295,190,-3.482849974437949,180.0,,,12.797364968806503,95.01658007875083,1325.4820003164932,75020,0.0176683817690814,0.0059551921272092,0.5372416711741079,0.4568031366986828,0.191865939884157,0.8062154007170015,0.0019186593988415,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
200,0.1282506368856322,0.5709541944415533,0.6549522358144216,0.2114569730034948,76.22996240603337,46.23418698129194,0.8245834231341908,1.0985148987214048,200,-3.482849974437949,190.0,,,13.205132562667131,127.5393697284162,1449.432896328159,79819,0.018158995932399,0.2591493323637965,0.3899195280670475,0.3509311395691561,0.1796601612306106,0.8185432371570833,0.0017966016123061,6.0,7.0,6.0,7.0,2,54,1703.8902683258057
30,0.4998181270855287,0.3275952359791779,0.6549522358144216,1.0,0.0,0.0,3.299570298603057,0.7067994283854259,30,-3.491220255252267,,,,,,0.0,0,,,,,,,,,,,,3,55,1765.963971376419
40,0.4978874592711761,0.328859731180803,0.6549522358144216,0.9961372593154828,9.980686296577414,4.9885279317835245,2.6068221010427024,0.5921100684416113,40,-3.491220255252267,30.0,,,8.47211795905605,50.103795914910734,46.73590482072905,4164,0.011223800389224,0.9803921568627452,0.0098039215686274,0.0098039215686274,0.6520267197075302,0.3414530130953944,0.0065202671970753,6.0,7.0,6.0,7.0,3,55,1765.963971376419
50,0.2071153480573305,0.5193015755327909,0.6549522358144216,0.4143814256298252,17.033279721303956,8.513541968426058,2.0301084691808007,0.8360202769694505,50,-3.491220255252267,40.0,,,8.797371038235724,72.69721370609477,116.46415589516982,7777,0.0149754604468522,0.0083287517081358,0.2367025507441663,0.7549686975476978,0.1828530046043404,0.7650263678516552,0.0521206275440043,6.0,7.0,6.0,7.0,3,55,1765.963971376419
60,0.2035726145450314,0.5216218967675659,0.6549522358144216,0.4072933803583241,21.141653751244704,10.566981781437867,1.6729204491968936,0.9096782969915576,60,-3.491220255252267,50.0,,,9.688803417608142,65.85990409413353,178.53395928349346,12873,0.0138688696716766,0.0057660221259602,0.5477778445310739,0.4464561333429657,0.193732902483314,0.8043297684918529,0.0019373290248331,6.0,7.0,6.0,7.0,3,55,1765.963971376419
70,0.1885729303829226,0.5314459734460492,0.6549522358144216,0.3772830959183161,25.064536132627904,12.527709506077638,1.647403936947292,0.937859560455764,70,-3.491220255252267,60.0,,,9.270877718925476,86.06021493067965,260.5333361304365,18223,0.0142969508934004,0.0083034114364116,0.234122861370169,0.7575737271934193,0.1796751527988334,0.8185280956731783,0.0017967515279883,6.0,7.0,6.0,7.0,3,55,1765.963971376419
80,0.1884397577730091,0.5315331951446612,0.6549522358144216,0.3770166537812732,28.83603488112585,14.412772946857295,1.6381626137434628,1.0728956931102334,80,-3.491220255252267,70.0,,,10.152115133125337,47.71897392580286,305.43165708100423,21413,0.0142638423892497,0.0082244162171663,0.235131400430379,0.7566441833524546,0.1730520285456349,0.8252174511689081,0.0017305202854568,6.0,7.0,6.0,7.0,3,55,1765.963971376419
90,0.1882186392366795,0.5316780172244103,0.6549522358144216,0.3765742557881892,32.603989428973165,16.29606493190574,1.350844533769282,0.9923571901666084,90,-3.491220255252267,80.0,,,10.245534195099026,59.276364215184,361.51427167188376,25254,0.0143151291546639,0.9803921568627452,0.0098039215686274,0.0098039215686274,0.2936808629594744,0.703382328410931,0.0029368086295947,6.0,7.0,6.0,7.0,3,55,1765.963971376419
100,0.1369143769969389,0.5652798584851378,0.6549522358144216,0.2739283943047352,35.85650267943779,17.921730013073834,1.3376527132143508,1.127807730201189,100,-3.491220255252267,90.0,,,9.523455669172108,35.26877237809822,394.1795903686434,27868,0.0141445238398393,0.0084524840701025,0.2375482252554179,0.7539992906744795,0.1383211186826274,0.8602956701305463,0.0013832111868262,6.0,7.0,6.0,7.0,3,55,1765.963971376419
110,0.1363197458460738,0.5656693134868819,0.6549522358144216,0.2727386992563934,38.58983814724344,19.2879006272889,0.950519204622782,1.1020822429606327,110,-11.346778400188152,100.0,,,10.923360580112783,73.98264661896974,464.66541339922696,32313,0.0143801384396133,0.0068247888764347,0.5491239177737017,0.4440512933498636,0.167173704607687,0.8311545583462362,0.0016717370460768,6.0,7.0,6.0,7.0,3,55,1765.963971376419
120,0.1343886520590905,0.5669340876802339,0.6549522358144216,0.2688751063166102,41.29790717510845,20.64144261681472,0.9409588936808112,1.0246526660856607,120,-11.346778400188152,110.0,,,10.228052734863011,87.78467371221632,548.5640757153742,37278,0.0147154910594821,0.0082009051262281,0.2348692272662176,0.7569298676075542,0.1724052073788318,0.82587074054738,0.0017240520737883,6.0,7.0,6.0,7.0,3,55,1765.963971376419
130,0.1234774344686156,0.5740804140365731,0.6549522358144216,0.2470447304274866,43.87750635882893,21.93077304945325,0.9110131329376212,1.082352287684476,130,-11.346778400188152,120.0,,,10.468577232211828,113.43446101713926,657.7938529406674,42666,0.0154172843233644,0.0083217049799823,0.2312013589936153,0.7604769360264023,0.1238359524414236,0.8579562131569451,0.0182078344016312,6.0,7.0,6.0,7.0,3,55,1765.963971376419
140,0.1084857508352688,0.583899250750856,0.6549522358144216,0.2170504528674383,46.19798227530356,23.090588975972675,0.8363021853477068,1.1065273069319344,140,-11.346778400188152,130.0,,,10.955430275760593,95.99427556758748,749.7236945456825,47827,0.0156757416217969,0.0155744604072883,0.2158847758481409,0.7685407637445707,0.2161692662514752,0.78166904108601,0.0021616926625147,6.0,7.0,6.0,7.0,3,55,1765.963971376419
150,0.1084857508352688,0.583899250750856,0.6549522358144216,0.2170504528674383,48.368486803977945,24.175446484325363,0.8363021853477068,1.1065273069319344,150,-11.346778400188152,140.0,,,11.307472966611384,127.36031319759786,872.3864254248329,53288,0.0163711609635346,0.0152568210986092,0.2065941814483366,0.7781489974530541,0.2215959816064761,0.7761880585774592,0.0022159598160647,6.0,7.0,6.0,7.0,3,55,1765.963971376419
160,0.1072723781810917,0.5846939518835854,0.6549522358144216,0.2146228245193983,50.52685319091213,25.25423712940717,0.833342037946118,1.1145724817514429,160,-11.346778400188152,150.0,,,11.637700949329885,111.0426438502036,979.2733215340412,58600,0.0167111488316389,0.0154099863196973,0.2324665546359116,0.7521234590443912,0.2283292137151865,0.7693874941476616,0.0022832921371518,6.0,7.0,6.0,7.0,3,55,1765.963971376419
170,0.1053777766973639,0.5859348253613302,0.6549522358144216,0.2108322427436325,52.654128527227286,26.31748790379945,0.8168628255041551,1.0843949084826452,170,-11.346778400188152,160.0,,,12.04198858421296,95.18894474813716,1070.9686772287823,62885,0.0170305903988038,0.0082364239830586,0.2892985781505473,0.702464997866394,0.1634481371072209,0.8349173815217069,0.0016344813710722,6.0,7.0,6.0,7.0,3,55,1765.963971376419
180,0.10379852910383,0.5869691571036199,0.6549522358144216,0.2076725982490588,54.74665273219074,27.363369432805417,0.7974134806962733,1.0591500862179382,180,-11.346778400188152,170.0,,,14.030482522211967,115.40297391079366,1183.1785370446742,66842,0.0177011240992889,0.0080742527138971,0.2964348627548813,0.6954908845312215,0.1686687304567267,0.8296445822387061,0.0016866873045672,6.0,7.0,6.0,7.0,3,55,1765.963971376419
190,0.0941777061040886,0.5932703366376753,0.6549522358144216,0.1884239506342934,56.7271354766075,28.35325060884501,0.7244512677818937,0.933048619997501,190,-11.116250656753255,180.0,,,13.342292263638228,185.8380375253037,1364.8995173927397,72560,0.0188106328196353,0.0153683218207899,0.2234763533347705,0.7611553248444396,0.2257866464375352,0.7719554870980894,0.0022578664643753,6.0,7.0,6.0,7.0,3,55,1765.963971376419
200,0.0839394053177839,0.5999759346286061,0.6549522358144216,0.1679398980730049,58.50895472014399,29.243836165954374,0.6396797925876541,0.9167484312576824,200,-11.116250656753255,190.0,,,13.178639173973352,144.20338501874355,1505.0707522029988,78047,0.0192841589324765,0.0156382157804675,0.2052461903361769,0.7791155938833554,0.2132877959133628,0.7845793261275037,0.0021328779591336,6.0,7.0,6.0,7.0,3,55,1765.963971376419
30,0.6213873249054238,0.2479732180608718,0.6549522358144216,1.0,0.0,0.0,3.319833663474882,0.7228243465026919,30,-3.5164359751911767,,,,,,0.0,0,,,,,,,,,,,,4,56,1743.9351737499237
40,0.5287327317981269,0.3086575509749715,0.6549522358144216,0.8508907578354625,9.254453789177312,5.750600283517753,3.383111609868698,0.910129975896632,40,-3.5164359751911767,30.0,,,8.69702565483749,62.13860226143152,58.23446764377877,5186,0.0112291684619704,0.9762310848197376,0.0140066043320648,0.0097623108481973,0.0059499763678489,0.5300306494875989,0.4640193741445521,6.0,7.0,6.0,7.0,4,56,1743.9351737499237
50,0.4530460930282556,0.3582286842585771,0.6549522358144216,0.7290880822154041,17.154347989431646,10.659494407649666,2.807747907798893,0.4433453119400448,50,-3.5164359751911767,40.0,,,9.580603885930032,45.662312340922654,100.80633615143596,8750,0.0115207241315926,0.3908040064018346,0.5868568445601785,0.0223391490379868,0.288300933538583,0.7088160571260312,0.0028830093353858,6.0,7.0,6.0,7.0,4,56,1743.9351737499237
60,0.311736364017247,0.4507798072166672,0.6549522358144216,0.5016780219401704,23.308178510209515,14.483406692877178,2.13079171059397,0.8255704639311167,60,-3.5164359751911767,50.0,,,8.822987229097635,79.13069759868085,176.02116030547768,13995,0.0125774319618061,0.0068661956976514,0.5473546278064727,0.4457791764958759,0.1789286708260532,0.8192820424656863,0.0017892867082605,6.0,7.0,6.0,7.0,4,56,1743.9351737499237
70,0.307968900226777,0.4532473160495855,0.6549522358144216,0.4956150341071896,28.294643790446315,17.5819330140973,2.104348683479476,0.972895629434296,70,-3.5164359751911767,60.0,,,9.178222671616822,62.265941421967,234.80942189553755,18425,0.0127440663172611,0.0086572144369117,0.8026673572390927,0.1886754283239956,0.1637587783068742,0.8346036339100571,0.0016375877830687,6.0,7.0,6.0,7.0,4,56,1743.9351737499237
