n_eval,best_gap.gap,best_gap.ratio,best_gap.regret,best_gap.abs_regret,best_gap.f_best,best_gap.f_opt,n_eval.n_eval,f_best.f_best,doe.size,time.sample,time.pretrain,time.train,time.infill,time.infill_eval,time.infill_n_eval,time.infill_eval_per_point,kernel_weight.f0_tsfc.graph_0.esp_semantic_type,kernel_weight.f0_tsfc.sizing,kernel_weight.f0_tsfc.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g0_jet_mach.graph_0.esp_semantic_type,kernel_weight.g0_jet_mach.sizing,kernel_weight.g0_jet_mach.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g1_pr.graph_0.esp_semantic_type,kernel_weight.g1_pr.sizing,kernel_weight.g1_pr.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g2_pr.graph_0.esp_semantic_type,kernel_weight.g2_pr.sizing,kernel_weight.g2_pr.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g3_pr.graph_0.esp_semantic_type,kernel_weight.g3_pr.sizing,kernel_weight.g3_pr.interaction.graph_0_esp_semantic_type_sizing,kernel_weight.g4_pr_perc_sum.graph_0.esp_semantic_type,kernel_weight.g4_pr_perc_sum.sizing,kernel_weight.g4_pr_perc_sum.interaction.graph_0_esp_semantic_type_sizing,kernel_diagnostics.f0_tsfc.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g0_jet_mach.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g1_pr.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g2_pr.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g3_pr.graph_0.esp_semantic_type.sigma,kernel_diagnostics.g4_pr_perc_sum.graph_0.esp_semantic_type.sigma,run,seed,runtime_sec
195,1.1875797281415972,0.5558378801856049,69.5959636618347,148.69579521581983,7.827697876301027,6.64011814815943,195,7.827697876301027,132.0,,,143.02418537111953,294.72274137986824,3098.4803123041056,62827,0.04931765502577086,0.009336818442680899,0.6793844195928418,0.3112787619644773,0.010594497797589428,0.9560664312922447,0.03333907091016585,0.009229593471259298,0.6692388924460079,0.3215315140827328,0.009388194827386048,0.6852448254082047,0.3053669797644092,0.021530063041601044,0.3883819376070117,0.5900879993513872,0.005796266880397405,0.538352103604206,0.4558516295153966,16.80766977311508,0.001323892357703335,13.736713948551552,14.626371153494052,0.038842223451686184,0.00018427257650955044,12,2012,9815.083500862122
205,1.1875797281415972,0.5558378801856049,75.15434246369075,160.5715924972358,7.827697876301027,6.64011814815943,205,7.827697876301027,141.0,,,149.2095945039764,293.13191542588174,3378.320223005954,68200,0.049535487140849765,0.00934556947528848,0.6819779494782309,0.3086764810464807,0.011072281837900188,0.9755496766429503,0.013378041519149472,0.009387675439100986,0.686392330204483,0.304219994356416,0.009332030865021176,0.6752197589238123,0.3154482102111667,0.006254516589669713,0.3763518115035413,0.617393671906789,0.007267141954654689,0.3630892264318251,0.6296436316135202,17.521299864397808,0.0006622752646353466,12.384227239931487,13.586257242677112,4.067205772938286,0.0007517172370411902,12,2012,9815.083500862122
215,1.1875797281415972,0.5558378801856049,80.7127212655468,172.44738977865177,7.827697876301027,6.64011814815943,215,7.827697876301027,151.0,,,162.64260267512873,268.55916467122734,3637.596303713508,73315,0.049615989957218956,0.009328352895273777,0.6729671996464576,0.31770444745826865,0.01088715682817568,0.9713112402436965,0.017801602928127835,0.009220899585758367,0.5230470607825901,0.46773203963165155,0.009277250162039813,0.6708136277102502,0.31990912212770994,0.014170836012648971,0.03820310544467497,0.9476260585426761,0.013830921988106839,0.05493228963561982,0.9312367883762733,14.507356117325044,0.0005159882846012328,11.989085155176529,13.664557226372189,0.032503292500196054,8.708183465022442,12,2012,9815.083500862122
225,1.1875797281415972,0.5558378801856049,86.27110006740286,184.32318706006774,7.827697876301027,6.64011814815943,225,7.827697876301027,161.0,,,176.7636338309385,240.54618502780795,3868.1904909433797,77780,0.04973245681336307,0.0091876944588245,0.6739985447465248,0.31681376079465073,0.011071753661604128,0.9570694264135263,0.03185881992486964,0.009066040733331258,0.5226232262182053,0.46831073304846343,0.00928278950009077,0.6744721193489321,0.31624509115097715,0.013866427542180582,0.03858926428489473,0.9475443081729247,0.013800272074163423,0.05099583823080231,0.9352038896950342,16.68777535609105,0.0003687585655562475,12.51846089824794,14.238540781805058,4.335785582480143,9.842425177691187,12,2012,9815.083500862122
235,1.1873558250583045,0.5557330840087796,91.82895488837478,196.19786482606725,7.827473973217734,6.64011814815943,235,7.827473973217734,171.0,,,180.72472832584754,319.3933675279841,4173.0787609736435,83205,0.05015418257284591,0.714251188488858,0.19937942982140847,0.0863693816897336,0.011119821127427747,0.98636838398526,0.0025117948873121256,0.006137584324144898,0.38019196399401545,0.6136704516818395,0.009041423570176689,0.5063060395177352,0.48465253691208815,0.013806003974352098,0.0380804146824891,0.9481135813431589,0.006234526835444442,0.37260848579302286,0.6211569873715327,15.535394782317615,0.00013966025663487394,12.623314494789168,12.248801635355266,3.895014773760887,6.507381729929194,12,2012,9815.083500862122
245,1.1873558250583045,0.5557330840087796,97.38628572846258,208.0714230766503,7.827473973217734,6.64011814815943,245,7.827473973217734,181.0,,,201.72606330318376,310.74566732300445,4470.2540398081765,88592,0.05045889064258823,0.739206132715986,0.1807191601070103,0.08007470717700374,0.010819812377332342,0.9838098546278814,0.005370332994786271,0.006187083305740931,0.3775129967470683,0.6162999199471908,0.4424069879500779,0.25536538981602624,0.30222762223389593,0.9591125365871116,0.009591125365871114,0.031296338047017286,0.013680826721209677,0.04993104948358527,0.936388123795205,15.189659582676732,0.0011279334904236399,12.678645253505586,16.511835954552076,3.5677316197086633,8.862441012597877,12,2012,9815.083500862122
255,1.1826511434503475,0.5535310926898411,102.93260661195569,219.92145791919356,7.822769291609777,6.64011814815943,255,7.822769291609777,191.0,,,210.13614405831322,296.50664278212935,4755.264970033895,93893,0.05064557496335079,0.009292742607345954,0.6771496634714833,0.3135575939211707,0.011104146518095366,0.9790764845995887,0.009819368882315929,0.009155175328212304,0.5146003033736857,0.4762445212981019,0.009513891423317098,0.6798253656099447,0.3106607429667383,0.013863296501991796,0.03232326479403729,0.953813438703971,0.01401937412245049,0.037016415498963263,0.9489642103785861,14.23052659168327,0.00014767639800162587,12.584729564850235,13.925354149460174,3.9918802825175637,9.252607099407234,12,2012,9815.083500862122
265,1.1826511434503475,0.5535310926898411,108.4679175388541,231.74796935369704,7.822769291609777,6.64011814815943,265,7.822769291609777,201.0,,,222.29397500818595,257.72840969869867,5007.658928706776,98946,0.050610018886127546,0.009315248959482166,0.674297412570539,0.3163873384699789,0.011134566003119517,0.984545474904101,0.004319959092779416,0.008989083181884577,0.5152348687556619,0.4757760480624535,0.009382582550015338,0.679032116101313,0.3115853013486718,0.013990966390683082,0.03561853566555018,0.9503904979437667,0.009070419481958083,0.5229683062749725,0.46796127424306944,16.99484323301716,0.0001917931537343292,12.560336714171465,12.699686779881915,3.9296614367854734,5.894254417668364,12,2012,9815.083500862122
275,1.1826511434503475,0.5535310926898411,114.0032284657525,243.57448078820053,7.822769291609777,6.64011814815943,275,7.822769291609777,203.0,,,215.79284726688638,284.44679822633043,5282.930304408073,104154,0.05072229875384597,0.009282721363263594,0.6803709668903024,0.31034631174643396,0.011029434461348225,0.9712701125721331,0.01770045296651877,0.009490961342493559,0.6844349943757022,0.30607404428180424,0.00914598922360308,0.6813677447680803,0.3094862660083166,0.02102834330139255,0.3831378782012624,0.595833778497345,0.00619185643036534,0.37462250053310064,0.619185643036534,17.081204198720783,0.006100390445944758,11.285625867917952,12.198270451075919,2.939888517478982,0.12335106105699803,12,2012,9815.083500862122
285,1.1826511434503475,0.5535310926898411,119.5385393926509,255.40099222270402,7.822769291609777,6.64011814815943,285,7.822769291609777,210.0,,,223.4846857828088,280.3502055336721,5553.41220548749,109293,0.05081214904419761,0.41172831161961726,0.4553188897994848,0.13295279858089792,0.011216976887789405,0.9886708533433326,0.00011216976887789388,0.009396932729248717,0.6871041634511613,0.30349890381959,0.25557818489193557,0.42207550755992185,0.3223463075481426,0.952544172058921,0.009525441720589209,0.037930386220489755,0.020928257951594066,0.39673015938855266,0.5823415826598533,13.730019643678647,0.00032658289691224213,11.604576878483378,14.750133371462432,6.648242741916798,0.0005796209659259124,12,2012,9815.083500862122
295,1.1826511434503475,0.5535310926898411,125.07385031954931,267.2275036572075,7.822769291609777,6.64011814815943,295,7.822769291609777,220.0,,,235.17547079734504,245.1687420187518,5789.294828607235,113826,0.05086091779213216,0.009318395845075444,0.684670813723072,0.30601079043185253,0.009318305020990559,0.6880769424960183,0.3026047524829913,0.008982153143932988,0.5101685245513049,0.4808493223047621,0.009213684899542838,0.6782986662608468,0.31248764883961033,0.013441851273072963,0.32450672362516503,0.662051425101762,0.009132817460692897,0.5235704652242942,0.46729671731501293,16.95822359880135,19.999999999999993,11.561305452894468,13.11320243569364,0.003408630459547295,6.253449926748697,12,2012,9815.083500862122
305,1.1826511434503475,0.5535310926898411,130.6091612464477,279.05401509171094,7.822769291609777,6.64011814815943,305,7.822769291609777,230.0,,,247.72114483825862,324.87490752898157,6100.6420775400475,119209,0.051176019239655125,0.009153427554647518,0.6719327856376538,0.3189137868076986,0.011289249297113491,0.9865581741801422,0.002152576522744201,0.020891664319075257,0.38416979113185357,0.5949385445490711,0.00936747774337948,0.676121060191979,0.3145114620646415,0.013762193676650105,0.30464856875596236,0.6815892375673877,0.013835185467062984,0.046101846174319984,0.9400629683586171,19.999999999999993,0.0006177403546928869,18.216265811561712,13.610277572125963,0.00038814485718346303,9.275971051858884,12,2012,9815.083500862122
