problem,model,cv_folds,fold,budget,fit_sec,predict_train_sec,predict_test_sec,predict_test_sec_per_point,n_train,n_test
mdgnc_edge_failures,BLR,10,5,250,0.0016673458740115,0.0031205518171191,0.0550654679536819,1.2236770656373763e-05,250,4500
mdgnc_edge_failures,BLR,10,5,275,0.001722321845591,0.0061646183021366,0.0555639648810029,1.234754775133398e-05,275,4500
mdgnc_edge_failures,BLR,10,5,300,0.0016872622072696,0.003729288931936,0.055520175024867,1.233781667219268e-05,300,4500
mdgnc_edge_failures,BLR,10,6,25,0.003118229098618,0.0007037031464278,0.0550611680373549,1.223581511941221e-05,25,4500
mdgnc_edge_failures,BLR,10,6,50,0.0018515638075768,0.0007055681198835,0.0562676358968019,1.2503919088178213e-05,50,4500
mdgnc_edge_failures,BLR,10,6,75,0.0018692631274461,0.0010044248774647,0.055328416172415,1.2295203593870004e-05,75,4500
mdgnc_edge_failures,BLR,10,6,100,0.0016470910049974,0.0015039937570691,0.0583304897882044,1.296233106404543e-05,100,4500
mdgnc_edge_failures,BLR,10,6,125,0.0016953670419752,0.0016100998036563,0.0552218640223145,1.2271525338292124e-05,125,4500
mdgnc_edge_failures,BLR,10,6,150,0.0016470612026751,0.0021479250863194,0.0555386776104569,1.234192835787932e-05,150,4500
mdgnc_edge_failures,BLR,10,6,175,0.0017130132764577,0.0024779289960861,0.0554741588421165,1.2327590853803688e-05,175,4500
mdgnc_edge_failures,BLR,10,6,200,0.0016976650804281,0.0025113499723374,0.0553996921516954,1.2311042700376776e-05,200,4500
mdgnc_edge_failures,BLR,10,6,225,0.0017030839808285,0.0028168186545372,0.055643109139055,1.2365135364234447e-05,225,4500
mdgnc_edge_failures,BLR,10,6,250,0.0018177959136664,0.003331343177706,0.0555477160960435,1.2343936910231907e-05,250,4500
mdgnc_edge_failures,BLR,10,6,275,0.0049976366572082,0.0038695270195603,0.0547611135989427,1.2169136355320611e-05,275,4500
mdgnc_edge_failures,BLR,10,6,300,0.0016979379579424,0.0037531279958784,0.0557613410055637,1.2391409112347497e-05,300,4500
mdgnc_edge_failures,BLR,10,7,25,0.002473865635693,0.0006819502450525,0.0552276670932769,1.2272814909617109e-05,25,4500
mdgnc_edge_failures,BLR,10,7,50,0.0020920988172292,0.0007105632685124,0.0555634330958128,1.2347429576847288e-05,50,4500
mdgnc_edge_failures,BLR,10,7,75,0.0017192251980304,0.0010073902085423,0.0546811260282993,1.2151361339622074e-05,75,4500
mdgnc_edge_failures,BLR,10,7,100,0.0016621318645775,0.0013315356336534,0.056087845005095,1.2463965556687778e-05,100,4500
mdgnc_edge_failures,BLR,10,7,125,0.0016794400289654,0.0016095489263534,0.0549572859890759,1.2212730219794644e-05,125,4500
mdgnc_edge_failures,BLR,10,7,150,0.0016448218375444,0.0020023328252136,0.0555161931551992,1.2336931812266507e-05,150,4500
mdgnc_edge_failures,BLR,10,7,175,0.0016385968774557,0.0022101546637713,0.0550532778725028,1.2234061749445069e-05,175,4500
mdgnc_edge_failures,BLR,10,7,200,0.0016409256495535,0.0025079259648919,0.0556011251173913,1.2355805581642522e-05,200,4500
mdgnc_edge_failures,BLR,10,7,225,0.002246918156743,0.0028135110624134,0.0547449430450797,1.2165542898906602e-05,225,4500
